term	category	first_tier	first_source
juvenile diabetes	CONDITION	2a	2a:yt_med_seg
iddm	CONDITION	2a	2a:yt_med_seg
adult onset diabetes	CONDITION	2a	2a:yt_med_seg
high blood glucose	CONDITION	2a	2a:yt_med_seg
vision loss	CONDITION	2a	2a:yt_med_seg
medical emergencies	CONDITION	2a	2a:yt_med_seg
aggressiveness	CONDITION	2a	2a:yt_med_seg
drunkenness	CONDITION	2a	2a:yt_med_seg
metabolic disturbance	CONDITION	2a	2a:yt_med_seg
dka	CONDITION	2a	2a:yt_med_seg
peripheral artery disease	CONDITION	2a	2a:yt_med_seg
diabetic foot ulcers	CONDITION	2a	2a:yt_med_seg
cognitive deficit	CONDITION	2a	2a:yt_med_seg
unstable diabetes	CONDITION	2a	2a:yt_med_seg
brittle diabetes	CONDITION	2a	2a:yt_med_seg
labile diabetes	CONDITION	2a	2a:yt_med_seg
ketosis	CONDITION	2a	2a:yt_med_seg
gastroparesis	CONDITION	2a	2a:yt_med_seg
addison's disease	CONDITION	2a	2a:yt_med_seg
latent autoimmune diabetes of adults	CONDITION	2a	2a:yt_med_seg
pre-diabetes	CONDITION	2a	2a:yt_med_seg
insulin sensitivity	CONDITION	2a	2a:yt_med_seg
gdm	CONDITION	2a	2a:yt_med_seg
infant respiratory distress syndrome	CONDITION	2a	2a:yt_med_seg
shoulder dystocia	CONDITION	2a	2a:yt_med_seg
fetal distress	CONDITION	2a	2a:yt_med_seg
maturity onset diabetes	CONDITION	2a	2a:yt_med_seg
autosomal dominant	CONDITION	2a	2a:yt_med_seg
chronic pancreatitis	CONDITION	2a	2a:yt_med_seg
steroid diabetes	CONDITION	2a	2a:yt_med_seg
pathophysiology	CONDITION	2a	2a:yt_med_seg
acidosis	CONDITION	2a	2a:yt_med_seg
mole	CONDITION	2a	2a:yt_med_seg
pre-diabetic	CONDITION	2a	2a:yt_med_seg
ulceration	CONDITION	2a	2a:yt_med_seg
diabetic feet	CONDITION	2a	2a:yt_med_seg
adverse events	CONDITION	2a	2a:yt_med_seg
end-stage kidney disease	CONDITION	2a	2a:yt_med_seg
obesity related diabetes	CONDITION	2a	2a:yt_med_seg
sugar diabetes	CONDITION	2a	2a:yt_med_seg
kidney diseases	CONDITION	2a	2a:yt_med_seg
diabetes mellitus type 1	CONDITION	2a	2a:yt_med_seg
diabetic complications	CONDITION	2a	2a:yt_med_seg
dilation	CONDITION	2a	2a:yt_med_seg
proliferative	CONDITION	2a	2a:yt_med_seg
sfa	CONDITION	2a	2a:yt_med_seg
drug effect	CONDITION	2a	2a:yt_med_seg
strictures	CONDITION	2a	2a:yt_med_seg
stent thrombosis	CONDITION	2a	2a:yt_med_seg
mfm	CONDITION	2a	2a:yt_med_seg
aneurysm thrombosis	CONDITION	2a	2a:yt_med_seg
aortic dissections	CONDITION	2a	2a:yt_med_seg
evr	CONDITION	2a	2a:yt_med_seg
windigo	CONDITION	2a	2a:yt_med_seg
vascular complications	CONDITION	2a	2a:yt_med_seg
ips	CONDITION	2a	2a:yt_med_seg
gum inflammation	CONDITION	2a	2a:yt_med_seg
periodontitis	CONDITION	2a	2a:yt_med_seg
dental diseases	CONDITION	2a	2a:yt_med_seg
periodontal diseases	CONDITION	2a	2a:yt_med_seg
gingival inflammation	CONDITION	2a	2a:yt_med_seg
founders	CONDITION	2a	2a:yt_med_seg
dutch elm disease	CONDITION	2a	2a:yt_med_seg
cfc	CONDITION	2a	2a:yt_med_seg
lds	CONDITION	2a	2a:yt_med_seg
horton	CONDITION	2a	2a:yt_med_seg
fetal circulation	CONDITION	2a	2a:yt_med_seg
paraplegia	CONDITION	2a	2a:yt_med_seg
kidney dysfunction	CONDITION	2a	2a:yt_med_seg
cardiac complications	CONDITION	2a	2a:yt_med_seg
hematomas	CONDITION	2a	2a:yt_med_seg
cardiac tamponade	CONDITION	2a	2a:yt_med_seg
coronary artery disease risk factors	CONDITION	2a	2a:yt_med_seg
coronary artery spasms	CONDITION	2a	2a:yt_med_seg
emotional stress	CONDITION	2a	2a:yt_med_seg
infarction of heart	CONDITION	2a	2a:yt_med_seg
tissue death	CONDITION	2a	2a:yt_med_seg
cardiac death	CONDITION	2a	2a:yt_med_seg
acute myocardial infarction	CONDITION	2a	2a:yt_med_seg
acute mi	CONDITION	2a	2a:yt_med_seg
sudden death	CONDITION	2a	2a:yt_med_seg
autonomic neuropathy	CONDITION	2a	2a:yt_med_seg
myocardial disease	CONDITION	2a	2a:yt_med_seg
nf1	CONDITION	2a	2a:yt_med_seg
asm	CONDITION	2a	2a:yt_med_seg
cardiac deaths	CONDITION	2a	2a:yt_med_seg
chronic infections	CONDITION	2a	2a:yt_med_seg
helicobacter pylori	CONDITION	2a	2a:yt_med_seg
porphyria	CONDITION	2a	2a:yt_med_seg
chlamydophila pneumonia	CONDITION	2a	2a:yt_med_seg
kawasaki disease	CONDITION	2a	2a:yt_med_seg
calcium deposits	CONDITION	2a	2a:yt_med_seg
premature atherosclerosis	CONDITION	2a	2a:yt_med_seg
coronary spasm	CONDITION	2a	2a:yt_med_seg
progressive inflammation	CONDITION	2a	2a:yt_med_seg
ulcerate	CONDITION	2a	2a:yt_med_seg
prinzmetal angina	CONDITION	2a	2a:yt_med_seg
abnormal heart rhythms	CONDITION	2a	2a:yt_med_seg
rupture of heart	CONDITION	2a	2a:yt_med_seg
increased oxygen demand	CONDITION	2a	2a:yt_med_seg
coronary artery spasm	CONDITION	2a	2a:yt_med_seg
coronary embolism	CONDITION	2a	2a:yt_med_seg
spontaneous coronary artery dissection	CONDITION	2a	2a:yt_med_seg
acute myocardial injury	CONDITION	2a	2a:yt_med_seg
complications of acute myocardial infarction	CONDITION	2a	2a:yt_med_seg
costochondritis	CONDITION	2a	2a:yt_med_seg
tension pneumothorax	CONDITION	2a	2a:yt_med_seg
esophageal rupture	CONDITION	2a	2a:yt_med_seg
pulmonary embolus acute	CONDITION	2a	2a:yt_med_seg
metabolic acidosis	CONDITION	2a	2a:yt_med_seg
complications treatment	CONDITION	2a	2a:yt_med_seg
severe hypertension	CONDITION	2a	2a:yt_med_seg
bleeds	CONDITION	2a	2a:yt_med_seg
intracranial bleeding	CONDITION	2a	2a:yt_med_seg
lower blood cholesterol	CONDITION	2a	2a:yt_med_seg
left ventricular impairment	CONDITION	2a	2a:yt_med_seg
heart blocks	CONDITION	2a	2a:yt_med_seg
fibrillation ventricular	CONDITION	2a	2a:yt_med_seg
dysfunction of papillary muscle	CONDITION	2a	2a:yt_med_seg
dressler's syndrome	CONDITION	2a	2a:yt_med_seg
failure cardiac	CONDITION	2a	2a:yt_med_seg
disease still	CONDITION	2a	2a:yt_med_seg
systemic inflammatory response	CONDITION	2a	2a:yt_med_seg
kidney infection	CONDITION	2a	2a:yt_med_seg
sodium retention	CONDITION	2a	2a:yt_med_seg
electrolyte imbalances	CONDITION	2a	2a:yt_med_seg
skin infections	CONDITION	2a	2a:yt_med_seg
pressure ulcers	CONDITION	2a	2a:yt_med_seg
altered mental status	CONDITION	2a	2a:yt_med_seg
delirium	CONDITION	2a	2a:yt_med_seg
sirs	CONDITION	2a	2a:yt_med_seg
systemic inflammatory response syndrome	CONDITION	2a	2a:yt_med_seg
severe sepsis	CONDITION	2a	2a:yt_med_seg
septic shock	CONDITION	2a	2a:yt_med_seg
end organ damage	CONDITION	2a	2a:yt_med_seg
astrocytoma	CONDITION	2a	2a:yt_med_seg
neoplasms	CONDITION	2a	2a:yt_med_seg
glioma	CONDITION	2a	2a:yt_med_seg
brainstem tumors	CONDITION	2a	2a:yt_med_seg
brain cancers	CONDITION	2a	2a:yt_med_seg
ependymoma	CONDITION	2a	2a:yt_med_seg
gliomas	CONDITION	2a	2a:yt_med_seg
glioblastoma multiforme	CONDITION	2a	2a:yt_med_seg
anaplastic astrocytoma	CONDITION	2a	2a:yt_med_seg
malignant brain neoplasm	CONDITION	2a	2a:yt_med_seg
primary brain tumors	CONDITION	2a	2a:yt_med_seg
meningioma	CONDITION	2a	2a:yt_med_seg
central nervous system cancer	CONDITION	2a	2a:yt_med_seg
metastatic tumors	CONDITION	2a	2a:yt_med_seg
metastasis brain	CONDITION	2a	2a:yt_med_seg
brain metastasis	CONDITION	2a	2a:yt_med_seg
meningeal metastasis	CONDITION	2a	2a:yt_med_seg
metastasis spine	CONDITION	2a	2a:yt_med_seg
metastatic disease	CONDITION	2a	2a:yt_med_seg
genetic syndromes	CONDITION	2a	2a:yt_med_seg
epithelial tumors	CONDITION	2a	2a:yt_med_seg
oligodendroglioma	CONDITION	2a	2a:yt_med_seg
astrocytomas	CONDITION	2a	2a:yt_med_seg
tumorigenesis	CONDITION	2a	2a:yt_med_seg
brain metastases	CONDITION	2a	2a:yt_med_seg
intracranial tumors	CONDITION	2a	2a:yt_med_seg
supratentorial tumors	CONDITION	2a	2a:yt_med_seg
metastatic brain tumor	CONDITION	2a	2a:yt_med_seg
tendency to bleed	CONDITION	2a	2a:yt_med_seg
tumor embolus	CONDITION	2a	2a:yt_med_seg
choriocarcinoma	CONDITION	2a	2a:yt_med_seg
spinal cord ischemia	CONDITION	2a	2a:yt_med_seg
myelopathy	CONDITION	2a	2a:yt_med_seg
spinal cord tumor	CONDITION	2a	2a:yt_med_seg
epidural spinal cord compression	CONDITION	2a	2a:yt_med_seg
tumor of nervous system	CONDITION	2a	2a:yt_med_seg
testicular cancer	CONDITION	2a	2a:yt_med_seg
hodgkin	CONDITION	2a	2a:yt_med_seg
cerebral edema	CONDITION	2a	2a:yt_med_seg
anaplastic oligodendroglioma	CONDITION	2a	2a:yt_med_seg
mixed glioma	CONDITION	2a	2a:yt_med_seg
central nervous system tumor	CONDITION	2a	2a:yt_med_seg
brainstem glioma	CONDITION	2a	2a:yt_med_seg
craniopharyngioma	CONDITION	2a	2a:yt_med_seg
pituitary adenoma	CONDITION	2a	2a:yt_med_seg
pineal region tumors	CONDITION	2a	2a:yt_med_seg
primitive neuroectodermal tumors	CONDITION	2a	2a:yt_med_seg
blastoma	CONDITION	2a	2a:yt_med_seg
central nervous system tumors	CONDITION	2a	2a:yt_med_seg
meningeal tumors	CONDITION	2a	2a:yt_med_seg
optic nerve	CONDITION	2a	2a:yt_med_seg
optic nerve gliomas	CONDITION	2a	2a:yt_med_seg
central nervous system lymphoma	CONDITION	2a	2a:yt_med_seg
lymphoma	CONDITION	2a	2a:yt_med_seg
spinal cord tumors	CONDITION	2a	2a:yt_med_seg
spinal cord metastasis	CONDITION	2a	2a:yt_med_seg
infiltrated	CONDITION	2a	2a:yt_med_seg
central nervous system infections	CONDITION	2a	2a:yt_med_seg
tumor progression	CONDITION	2a	2a:yt_med_seg
neutropenia	CONDITION	2a	2a:yt_med_seg
nerve problems	CONDITION	2a	2a:yt_med_seg
neuropathies	CONDITION	2a	2a:yt_med_seg
rare disease	CONDITION	2a	2a:yt_med_seg
ddd	CONDITION	2a	2a:yt_med_seg
acf	CONDITION	2a	2a:yt_med_seg
primordial dwarfism	CONDITION	2a	2a:yt_med_seg
multiple endocrine neoplasia	CONDITION	2a	2a:yt_med_seg
periodic paralysis	CONDITION	2a	2a:yt_med_seg
tumor syndrome	CONDITION	2a	2a:yt_med_seg
premature aging syndrome	CONDITION	2a	2a:yt_med_seg
amyotonia	CONDITION	2a	2a:yt_med_seg
noonan syndrome	CONDITION	2a	2a:yt_med_seg
dis congenital	CONDITION	2a	2a:yt_med_seg
rare diseases	CONDITION	2a	2a:yt_med_seg
cml	CONDITION	2a	2a:yt_med_seg
prostate cancers	CONDITION	2a	2a:yt_med_seg
rectum	CONDITION	2a	2a:yt_med_seg
infection of skin	CONDITION	2a	2a:yt_med_seg
metastasized	CONDITION	2a	2a:yt_med_seg
fires	CONDITION	2a	2a:yt_med_seg
csb	CONDITION	2a	2a:yt_med_seg
retinal tear	CONDITION	2a	2a:yt_med_seg
ametropia	CONDITION	2a	2a:yt_med_seg
iol	CONDITION	2a	2a:yt_med_seg
moderate hyperopia	CONDITION	2a	2a:yt_med_seg
presbyopia	CONDITION	2a	2a:yt_med_seg
degenerative myopia	CONDITION	2a	2a:yt_med_seg
pterygium	CONDITION	2a	2a:yt_med_seg
posterior vitreous detachments	CONDITION	2a	2a:yt_med_seg
retinal detachments	CONDITION	2a	2a:yt_med_seg
retinal tears	CONDITION	2a	2a:yt_med_seg
macular hole	CONDITION	2a	2a:yt_med_seg
choroid	CONDITION	2a	2a:yt_med_seg
detached retina	CONDITION	2a	2a:yt_med_seg
droopy eyelids	CONDITION	2a	2a:yt_med_seg
excessive skin	CONDITION	2a	2a:yt_med_seg
eyelid ectropion	CONDITION	2a	2a:yt_med_seg
canvas	CONDITION	2a	2a:yt_med_seg
blind eye	CONDITION	2a	2a:yt_med_seg
ciliary body	CONDITION	2a	2a:yt_med_seg
conjunctiva	CONDITION	2a	2a:yt_med_seg
ein	CONDITION	2a	2a:yt_med_seg
adhesions of iris	CONDITION	2a	2a:yt_med_seg
closed angle glaucoma	CONDITION	2a	2a:yt_med_seg
respiratory failure	CONDITION	2a	2a:yt_med_seg
ipa	CONDITION	2a	2a:yt_med_seg
asin	CONDITION	2a	2a:yt_med_seg
mongol	CONDITION	2a	2a:yt_med_seg
struma	CONDITION	2a	2a:yt_med_seg
pact	CONDITION	2a	2a:yt_med_seg
ptr	CONDITION	2a	2a:yt_med_seg
o variant	CONDITION	2a	2a:yt_med_seg
acin	CONDITION	2a	2a:yt_med_seg
pappas	CONDITION	2a	2a:yt_med_seg
carrion	CONDITION	2a	2a:yt_med_seg
meas	CONDITION	2a	2a:yt_med_seg
vitamin d deficiencies	CONDITION	2a	2a:yt_med_seg
coronary artery diseases	CONDITION	2a	2a:yt_med_seg
hypertensive heart disease	CONDITION	2a	2a:yt_med_seg
rheumatic heart disease	CONDITION	2a	2a:yt_med_seg
thromboembolic disease	CONDITION	2a	2a:yt_med_seg
peripheral arterial disease	CONDITION	2a	2a:yt_med_seg
renal artery stenosis	CONDITION	2a	2a:yt_med_seg
aortic aneurysm	CONDITION	2a	2a:yt_med_seg
clinical syndrome	CONDITION	2a	2a:yt_med_seg
pulmonary heart disease	CONDITION	2a	2a:yt_med_seg
cardiac dysrhythmias	CONDITION	2a	2a:yt_med_seg
endocarditis	CONDITION	2a	2a:yt_med_seg
sepsis caused by streptococcus pyogenes	CONDITION	2a	2a:yt_med_seg
psychosocial	CONDITION	2a	2a:yt_med_seg
coronary heart diseases	CONDITION	2a	2a:yt_med_seg
heavy drinking	CONDITION	2a	2a:yt_med_seg
sleep disordered breathing	CONDITION	2a	2a:yt_med_seg
non communicable diseases	CONDITION	2a	2a:yt_med_seg
coronary artery calcification	CONDITION	2a	2a:yt_med_seg
pda	CONDITION	2a	2a:yt_med_seg
severe obesity	CONDITION	2a	2a:yt_med_seg
takotsubo syndrome	CONDITION	2a	2a:yt_med_seg
heart dysfunction	CONDITION	2a	2a:yt_med_seg
physical stress	CONDITION	2a	2a:yt_med_seg
hyperactivity disorder	CONDITION	2a	2a:yt_med_seg
eye infections	CONDITION	2a	2a:yt_med_seg
malfunction	CONDITION	2a	2a:yt_med_seg
acute liver failure	CONDITION	2a	2a:yt_med_seg
staggering	CONDITION	2a	2a:yt_med_seg
adverse effect	CONDITION	2a	2a:yt_med_seg
time pressure	CONDITION	2a	2a:yt_med_seg
transfusion reactions	CONDITION	2a	2a:yt_med_seg
drug food interaction	CONDITION	2a	2a:yt_med_seg
nosocomial infections	CONDITION	2a	2a:yt_med_seg
epstein	CONDITION	2a	2a:yt_med_seg
hospital infections	CONDITION	2a	2a:yt_med_seg
blood transfusion reaction	CONDITION	2a	2a:yt_med_seg
air embolism	CONDITION	2a	2a:yt_med_seg
multiple chronic conditions	CONDITION	2a	2a:yt_med_seg
speech therapy	CONDITION	2a	2a:yt_med_seg
bcc	CONDITION	2a	2a:yt_med_seg
bleeding problems	CONDITION	2a	2a:yt_med_seg
pressure injuries	CONDITION	2a	2a:yt_med_seg
recurrences	CONDITION	2a	2a:yt_med_seg
psychological distress	CONDITION	2a	2a:yt_med_seg
cognitive impairments	CONDITION	2a	2a:yt_med_seg
bone infection	CONDITION	2a	2a:yt_med_seg
respiratory complications	CONDITION	2a	2a:yt_med_seg
foot infection	CONDITION	2a	2a:yt_med_seg
diabetic foot ulcer	CONDITION	2a	2a:yt_med_seg
foot ulcer	CONDITION	2a	2a:yt_med_seg
diabetic foot infections	CONDITION	2a	2a:yt_med_seg
delayed wound healing	CONDITION	2a	2a:yt_med_seg
rnd	CONDITION	2a	2a:yt_med_seg
aaa	CONDITION	2a	2a:yt_med_seg
arteries stenosis	CONDITION	2a	2a:yt_med_seg
neointimal hyperplasia	CONDITION	2a	2a:yt_med_seg
emphysema	CONDITION	2a	2a:yt_med_seg
fear and anxiety	CONDITION	2a	2a:yt_med_seg
tumor recurrence	CONDITION	2a	2a:yt_med_seg
thyroid eye disease	CONDITION	2a	2a:yt_med_seg
acoustic neuromas	CONDITION	2a	2a:yt_med_seg
synovitis	CONDITION	2a	2a:yt_med_seg
radiation-induced cancers	CONDITION	2a	2a:yt_med_seg
heterotopic ossification	CONDITION	2a	2a:yt_med_seg
restenosis	CONDITION	2a	2a:yt_med_seg
leukemias	CONDITION	2a	2a:yt_med_seg
lymphomas	CONDITION	2a	2a:yt_med_seg
germ cell tumors	CONDITION	2a	2a:yt_med_seg
renal cell cancer	CONDITION	2a	2a:yt_med_seg
metastatic melanoma	CONDITION	2a	2a:yt_med_seg
non-melanoma skin cancer	CONDITION	2a	2a:yt_med_seg
head and neck cancer	CONDITION	2a	2a:yt_med_seg
cancer metastatic	CONDITION	2a	2a:yt_med_seg
anal cancer	CONDITION	2a	2a:yt_med_seg
bony metastasis	CONDITION	2a	2a:yt_med_seg
treatment side effects	CONDITION	2a	2a:yt_med_seg
female breast	CONDITION	2a	2a:yt_med_seg
duodenal ulcers	CONDITION	2a	2a:yt_med_seg
main bronchus	CONDITION	2a	2a:yt_med_seg
effects late	CONDITION	2a	2a:yt_med_seg
late effects	CONDITION	2a	2a:yt_med_seg
salivary glands	CONDITION	2a	2a:yt_med_seg
xerostomia	CONDITION	2a	2a:yt_med_seg
dry mouth	CONDITION	2a	2a:yt_med_seg
lymphedema	CONDITION	2a	2a:yt_med_seg
secondary malignancies	CONDITION	2a	2a:yt_med_seg
primary cancer	CONDITION	2a	2a:yt_med_seg
disease radiation	CONDITION	2a	2a:yt_med_seg
disease coronary artery	CONDITION	2a	2a:yt_med_seg
heart arrhythmia	CONDITION	2a	2a:yt_med_seg
cognitive decline	CONDITION	2a	2a:yt_med_seg
bile acid diarrhea	CONDITION	2a	2a:yt_med_seg
radiation disease	CONDITION	2a	2a:yt_med_seg
malabsorption	CONDITION	2a	2a:yt_med_seg
radiation proctitis	CONDITION	2a	2a:yt_med_seg
radiation cystitis	CONDITION	2a	2a:yt_med_seg
polyneuropathy	CONDITION	2a	2a:yt_med_seg
radiation-induced polyneuropathy	CONDITION	2a	2a:yt_med_seg
late effect	CONDITION	2a	2a:yt_med_seg
childhood leukemia	CONDITION	2a	2a:yt_med_seg
hypopituitarism	CONDITION	2a	2a:yt_med_seg
tsh deficiencies	CONDITION	2a	2a:yt_med_seg
vasopressin deficiency	CONDITION	2a	2a:yt_med_seg
diseases radiation	CONDITION	2a	2a:yt_med_seg
dupuytren's disease	CONDITION	2a	2a:yt_med_seg
sex chromosomal abnormalities	CONDITION	2a	2a:yt_med_seg
solid tumors	CONDITION	2a	2a:yt_med_seg
radiation damage	CONDITION	2a	2a:yt_med_seg
azul	CONDITION	2a	2a:yt_med_seg
secondary cancer	CONDITION	2a	2a:yt_med_seg
second malignancy	CONDITION	2a	2a:yt_med_seg
squamous cell cancers	CONDITION	2a	2a:yt_med_seg
bone metastasis	CONDITION	2a	2a:yt_med_seg
srs	CONDITION	2a	2a:yt_med_seg
malignant tumors	CONDITION	2a	2a:yt_med_seg
secondary malignancy	CONDITION	2a	2a:yt_med_seg
arcs	CONDITION	2a	2a:yt_med_seg
carcinomas	CONDITION	2a	2a:yt_med_seg
rectal cancer	CONDITION	2a	2a:yt_med_seg
neuroblastoma	CONDITION	2a	2a:yt_med_seg
liver metastasis	CONDITION	2a	2a:yt_med_seg
liver tumors	CONDITION	2a	2a:yt_med_seg
non-hodgkins lymphoma	CONDITION	2a	2a:yt_med_seg
left-sided breast cancer	CONDITION	2a	2a:yt_med_seg
arterial disease	CONDITION	2a	2a:yt_med_seg
endothelial dysfunction	CONDITION	2a	2a:yt_med_seg
degenerative disorder	CONDITION	2a	2a:yt_med_seg
parkinsonian syndrome	CONDITION	2a	2a:yt_med_seg
parkinsonism	CONDITION	2a	2a:yt_med_seg
involuntary writhing movements	CONDITION	2a	2a:yt_med_seg
sleep disturbances	CONDITION	2a	2a:yt_med_seg
shaking palsy	CONDITION	2a	2a:yt_med_seg
pdr	CONDITION	2a	2a:yt_med_seg
idiopathic parkinsonism	CONDITION	2a	2a:yt_med_seg
metabolic derangement	CONDITION	2a	2a:yt_med_seg
atypical parkinsonism	CONDITION	2a	2a:yt_med_seg
corticobasal degeneration	CONDITION	2a	2a:yt_med_seg
dementia with lewy bodies	CONDITION	2a	2a:yt_med_seg
multiple system atrophy	CONDITION	2a	2a:yt_med_seg
dlb	CONDITION	2a	2a:yt_med_seg
neurodegenerative diseases	CONDITION	2a	2a:yt_med_seg
alzheimer's dementia	CONDITION	2a	2a:yt_med_seg
parkinson's disease dementia	CONDITION	2a	2a:yt_med_seg
autonomic dysfunction	CONDITION	2a	2a:yt_med_seg
cognitive disturbances	CONDITION	2a	2a:yt_med_seg
psychiatric disturbances	CONDITION	2a	2a:yt_med_seg
executive dysfunction	CONDITION	2a	2a:yt_med_seg
abstract thinking	CONDITION	2a	2a:yt_med_seg
impaired perception	CONDITION	2a	2a:yt_med_seg
compulsive sexual behavior	CONDITION	2a	2a:yt_med_seg
pathological gambling	CONDITION	2a	2a:yt_med_seg
compulsive shopping	CONDITION	2a	2a:yt_med_seg
dopamine dysregulation syndrome	CONDITION	2a	2a:yt_med_seg
mood alterations	CONDITION	2a	2a:yt_med_seg
compulsive disorders	CONDITION	2a	2a:yt_med_seg
panic disorders	CONDITION	2a	2a:yt_med_seg
course of illness	CONDITION	2a	2a:yt_med_seg
paranoid ideation	CONDITION	2a	2a:yt_med_seg
brain pathology	CONDITION	2a	2a:yt_med_seg
sleep disorders	CONDITION	2a	2a:yt_med_seg
rem behavior disorder	CONDITION	2a	2a:yt_med_seg
sleep attacks	CONDITION	2a	2a:yt_med_seg
rbd	CONDITION	2a	2a:yt_med_seg
narcolepsy 3	CONDITION	2a	2a:yt_med_seg
orthostatic hypotension	CONDITION	2a	2a:yt_med_seg
h pylori infection	CONDITION	2a	2a:yt_med_seg
fmf autosomal recessive	CONDITION	2a	2a:yt_med_seg
park7	CONDITION	2a	2a:yt_med_seg
neurofibromas	CONDITION	2a	2a:yt_med_seg
cognitive dysfunction	CONDITION	2a	2a:yt_med_seg
movement disorder	CONDITION	2a	2a:yt_med_seg
hydrocephalus	CONDITION	2a	2a:yt_med_seg
drug-induced parkinsonism	CONDITION	2a	2a:yt_med_seg
other neurological disorders	CONDITION	2a	2a:yt_med_seg
neuroleptic malignant syndrome	CONDITION	2a	2a:yt_med_seg
pmf	CONDITION	2a	2a:yt_med_seg
disease course	CONDITION	2a	2a:yt_med_seg
cardiopulmonary	CONDITION	2a	2a:yt_med_seg
gastrointestinal dysfunction	CONDITION	2a	2a:yt_med_seg
swallowing difficulties	CONDITION	2a	2a:yt_med_seg
choking	CONDITION	2a	2a:yt_med_seg
hand disease	CONDITION	2a	2a:yt_med_seg
neurodegenerative disorder	CONDITION	2a	2a:yt_med_seg
behavioural abnormality	CONDITION	2a	2a:yt_med_seg
dysbiosis	CONDITION	2a	2a:yt_med_seg
ssh	CONDITION	2a	2a:yt_med_seg
cubital tunnel syndrome	CONDITION	2a	2a:yt_med_seg
tetraplegia	CONDITION	2a	2a:yt_med_seg
pyoderma	CONDITION	2a	2a:yt_med_seg
systemic sclerosis	CONDITION	2a	2a:yt_med_seg
otitis	CONDITION	2a	2a:yt_med_seg
necrotising fasciitis	CONDITION	2a	2a:yt_med_seg
infection clinical	CONDITION	2a	2a:yt_med_seg
rcps	CONDITION	2a	2a:yt_med_seg
malignant otitis externa	CONDITION	2a	2a:yt_med_seg
retinal vein occlusion	CONDITION	2a	2a:yt_med_seg
optic neuropathy	CONDITION	2a	2a:yt_med_seg
invasive fungal infection	CONDITION	2a	2a:yt_med_seg
femoral head necrosis	CONDITION	2a	2a:yt_med_seg
vasculitic ulcer	CONDITION	2a	2a:yt_med_seg
pain syndrome	CONDITION	2a	2a:yt_med_seg
bladder ulcer	CONDITION	2a	2a:yt_med_seg
ibd	CONDITION	2a	2a:yt_med_seg
acute ulcerative colitis	CONDITION	2a	2a:yt_med_seg
ulcerative colitis flare	CONDITION	2a	2a:yt_med_seg
healing ulcers	CONDITION	2a	2a:yt_med_seg
renal disease	CONDITION	2a	2a:yt_med_seg
ards	CONDITION	2a	2a:yt_med_seg
inflammatory response	CONDITION	2a	2a:yt_med_seg
hypoxic respiratory failure	CONDITION	2a	2a:yt_med_seg
inflammation vascular	CONDITION	2a	2a:yt_med_seg
respiratory insufficiency	CONDITION	2a	2a:yt_med_seg
chronic fatigue syndrome	CONDITION	2a	2a:yt_med_seg
postviral syndromes	CONDITION	2a	2a:yt_med_seg
neural hearing loss	CONDITION	2a	2a:yt_med_seg
scleroderma	CONDITION	2a	2a:yt_med_seg
digital ulcers	CONDITION	2a	2a:yt_med_seg
leg ulcers	CONDITION	2a	2a:yt_med_seg
diabetes complications	CONDITION	2a	2a:yt_med_seg
chronic inflammation	CONDITION	2a	2a:yt_med_seg
diabetic kidney disease	CONDITION	2a	2a:yt_med_seg
mitochondrial dysfunction	CONDITION	2a	2a:yt_med_seg
ficus	CONDITION	2a	2a:yt_med_seg
metastatic prostate cancer	CONDITION	2a	2a:yt_med_seg
advanced prostate cancer	CONDITION	2a	2a:yt_med_seg
infection inflammation	CONDITION	2a	2a:yt_med_seg
danlos	CONDITION	2a	2a:yt_med_seg
arteritis	CONDITION	2a	2a:yt_med_seg
aneurysm rupture	CONDITION	2a	2a:yt_med_seg
type b aortic dissection	CONDITION	2a	2a:yt_med_seg
aortic dissection	CONDITION	2a	2a:yt_med_seg
tangier	CONDITION	2a	2a:yt_med_seg
mela	CONDITION	2a	2a:yt_med_seg
melas	CONDITION	2a	2a:yt_med_seg
pbs	CONDITION	2a	2a:yt_med_seg
contagious diseases	CONDITION	2a	2a:yt_med_seg
clippers	CONDITION	2a	2a:yt_med_seg
fleas	CONDITION	2a	2a:yt_med_seg
tapeworm	CONDITION	2a	2a:yt_med_seg
asthma bronchitis	CONDITION	2a	2a:yt_med_seg
deviant behavior	CONDITION	2a	2a:yt_med_seg
mood disorders	CONDITION	2a	2a:yt_med_seg
psychological disorders	CONDITION	2a	2a:yt_med_seg
physical disorders	CONDITION	2a	2a:yt_med_seg
psychological disorder	CONDITION	2a	2a:yt_med_seg
neuroticism	CONDITION	2a	2a:yt_med_seg
disorder schizophrenia	CONDITION	2a	2a:yt_med_seg
learning disorders	CONDITION	2a	2a:yt_med_seg
personality disorder histrionic	CONDITION	2a	2a:yt_med_seg
paranoid personality disorder	CONDITION	2a	2a:yt_med_seg
axis i diagnosis	CONDITION	2a	2a:yt_med_seg
mental and behavioral disorders	CONDITION	2a	2a:yt_med_seg
psychoactive substance use	CONDITION	2a	2a:yt_med_seg
delusional disorders	CONDITION	2a	2a:yt_med_seg
affective disorders	CONDITION	2a	2a:yt_med_seg
neurotic	CONDITION	2a	2a:yt_med_seg
physiological disturbances associated with mood	CONDITION	2a	2a:yt_med_seg
brain dysfunction	CONDITION	2a	2a:yt_med_seg
