term	category	first_tier	first_source
interviewing patient	PROCEDURE	2a	2a:yt_med_seg
mental health promotion	PROCEDURE	2a	2a:yt_med_seg
universal prevention	PROCEDURE	2a	2a:yt_med_seg
management treatment	PROCEDURE	2a	2a:yt_med_seg
compulsory treatment	PROCEDURE	2a	2a:yt_med_seg
music therapy	PROCEDURE	2a	2a:yt_med_seg
drama therapy	PROCEDURE	2a	2a:yt_med_seg
art therapy	PROCEDURE	2a	2a:yt_med_seg
psychiatric service	PROCEDURE	2a	2a:yt_med_seg
developmental screening	PROCEDURE	2a	2a:yt_med_seg
insulin shock therapy	PROCEDURE	2a	2a:yt_med_seg
laing	PROCEDURE	2a	2a:yt_med_seg
mav	PROCEDURE	2a	2a:yt_med_seg
behavioral manipulation	PROCEDURE	2a	2a:yt_med_seg
psychological evaluation	PROCEDURE	2a	2a:yt_med_seg
neuromodulation	PROCEDURE	2a	2a:yt_med_seg
visual evoked potentials	PROCEDURE	2a	2a:yt_med_seg
vep	PROCEDURE	2a	2a:yt_med_seg
hand manipulation	PROCEDURE	2a	2a:yt_med_seg
functional near-infrared spectroscopy	PROCEDURE	2a	2a:yt_med_seg
nct	PROCEDURE	2a	2a:yt_med_seg
eps	PROCEDURE	2a	2a:yt_med_seg
epoc	PROCEDURE	2a	2a:yt_med_seg
neurofeedback	PROCEDURE	2a	2a:yt_med_seg
electromyography emg	PROCEDURE	2a	2a:yt_med_seg
visual evoked potential	PROCEDURE	2a	2a:yt_med_seg
stimulus used	PROCEDURE	2a	2a:yt_med_seg
assessment rehabilitation	PROCEDURE	2a	2a:yt_med_seg
brain stimulation	PROCEDURE	2a	2a:yt_med_seg
stroke rehabilitation	PROCEDURE	2a	2a:yt_med_seg
functional brain mapping	PROCEDURE	2a	2a:yt_med_seg
brain mapping	PROCEDURE	2a	2a:yt_med_seg
motor unit analysis	PROCEDURE	2a	2a:yt_med_seg
encountered problems	PROCEDURE	2a	2a:yt_med_seg
oral rehydration	PROCEDURE	2a	2a:yt_med_seg
fetal ultrasounds	PROCEDURE	2a	2a:yt_med_seg
fetal breathing	PROCEDURE	2a	2a:yt_med_seg
fetal ultrasound	PROCEDURE	2a	2a:yt_med_seg
color doppler imaging	PROCEDURE	2a	2a:yt_med_seg
color doppler	PROCEDURE	2a	2a:yt_med_seg
fetal assessment	PROCEDURE	2a	2a:yt_med_seg
surgical intensive care	PROCEDURE	2a	2a:yt_med_seg
neonatal intensive care	PROCEDURE	2a	2a:yt_med_seg
monitoring equipment	PROCEDURE	2a	2a:yt_med_seg
hemofiltration	PROCEDURE	2a	2a:yt_med_seg
tracheotomy	PROCEDURE	2a	2a:yt_med_seg
total parenteral nutrition	PROCEDURE	2a	2a:yt_med_seg
ctp	PROCEDURE	2a	2a:yt_med_seg
care nutrition	PROCEDURE	2a	2a:yt_med_seg
enteral and parenteral nutrition	PROCEDURE	2a	2a:yt_med_seg
enteral nutrition	PROCEDURE	2a	2a:yt_med_seg
parenteral	PROCEDURE	2a	2a:yt_med_seg
veterinary critical care	PROCEDURE	2a	2a:yt_med_seg
controlled ventilation	PROCEDURE	2a	2a:yt_med_seg
membrane oxygenation	PROCEDURE	2a	2a:yt_med_seg
discharge plans	PROCEDURE	2a	2a:yt_med_seg
titration	PROCEDURE	2a	2a:yt_med_seg
autografts	PROCEDURE	2a	2a:yt_med_seg
allografts	PROCEDURE	2a	2a:yt_med_seg
organ transplants	PROCEDURE	2a	2a:yt_med_seg
organ procurement	PROCEDURE	2a	2a:yt_med_seg
autograft	PROCEDURE	2a	2a:yt_med_seg
replace knee joint	PROCEDURE	2a	2a:yt_med_seg
xenotransplantation	PROCEDURE	2a	2a:yt_med_seg
xenograft	PROCEDURE	2a	2a:yt_med_seg
solid organ transplantation	PROCEDURE	2a	2a:yt_med_seg
face transplant	PROCEDURE	2a	2a:yt_med_seg
organ donation	PROCEDURE	2a	2a:yt_med_seg
mechanical support	PROCEDURE	2a	2a:yt_med_seg
liver transplantation	PROCEDURE	2a	2a:yt_med_seg
hand transplantation	PROCEDURE	2a	2a:yt_med_seg
second transplant	PROCEDURE	2a	2a:yt_med_seg
organ harvesting	PROCEDURE	2a	2a:yt_med_seg
surgery stomach	PROCEDURE	2a	2a:yt_med_seg
harvesting organs	PROCEDURE	2a	2a:yt_med_seg
skin transplantation	PROCEDURE	2a	2a:yt_med_seg
plastic operation	PROCEDURE	2a	2a:yt_med_seg
thyroid transplantation	PROCEDURE	2a	2a:yt_med_seg
suturing techniques	PROCEDURE	2a	2a:yt_med_seg
immune suppression	PROCEDURE	2a	2a:yt_med_seg
replantation	PROCEDURE	2a	2a:yt_med_seg
heart-lung transplant	PROCEDURE	2a	2a:yt_med_seg
heart lung transplant	PROCEDURE	2a	2a:yt_med_seg
laparoscopic live donor nephrectomy	PROCEDURE	2a	2a:yt_med_seg
donor pancreatectomy	PROCEDURE	2a	2a:yt_med_seg
hand transplant	PROCEDURE	2a	2a:yt_med_seg
living donor liver transplant	PROCEDURE	2a	2a:yt_med_seg
donor nephrectomy	PROCEDURE	2a	2a:yt_med_seg
hepatectomy	PROCEDURE	2a	2a:yt_med_seg
facial transplant	PROCEDURE	2a	2a:yt_med_seg
face transplantation	PROCEDURE	2a	2a:yt_med_seg
donor screening	PROCEDURE	2a	2a:yt_med_seg
transplantation procedure	PROCEDURE	2a	2a:yt_med_seg
transplantations	PROCEDURE	2a	2a:yt_med_seg
organ retrieval	PROCEDURE	2a	2a:yt_med_seg
balance training	PROCEDURE	2a	2a:yt_med_seg
assays complement	PROCEDURE	2a	2a:yt_med_seg
medical exam	PROCEDURE	2a	2a:yt_med_seg
exit examination	PROCEDURE	2a	2a:yt_med_seg
heart monitoring	PROCEDURE	2a	2a:yt_med_seg
national hospital discharge survey	PROCEDURE	2a	2a:yt_med_seg
cpk	PROCEDURE	2a	2a:yt_med_seg
femoral incision	PROCEDURE	2a	2a:yt_med_seg
vein harvest	PROCEDURE	2a	2a:yt_med_seg
dose reduced	PROCEDURE	2a	2a:yt_med_seg
repair of aneurysm	PROCEDURE	2a	2a:yt_med_seg
lower limb class	PROCEDURE	2a	2a:yt_med_seg
wound closure techniques	PROCEDURE	2a	2a:yt_med_seg
swe	PROCEDURE	2a	2a:yt_med_seg
acute treatment	PROCEDURE	2a	2a:yt_med_seg
assessment need	PROCEDURE	2a	2a:yt_med_seg
ppg	PROCEDURE	2a	2a:yt_med_seg
genomic screening	PROCEDURE	2a	2a:yt_med_seg
ren gene	PROCEDURE	2a	2a:yt_med_seg
provision of spectacles	PROCEDURE	2a	2a:yt_med_seg
intestine imaging	PROCEDURE	2a	2a:yt_med_seg
vig	PROCEDURE	2a	2a:yt_med_seg
trimming	PROCEDURE	2a	2a:yt_med_seg
adult day care	PROCEDURE	2a	2a:yt_med_seg
facilitate communication	PROCEDURE	2a	2a:yt_med_seg
rehabilitation program	PROCEDURE	2a	2a:yt_med_seg
employment education	PROCEDURE	2a	2a:yt_med_seg
vsi	PROCEDURE	2a	2a:yt_med_seg
x-ray knee five views	PROCEDURE	2a	2a:yt_med_seg
comprehensive metabolic panel	PROCEDURE	2a	2a:yt_med_seg
international normalized ratio	PROCEDURE	2a	2a:yt_med_seg
inr tests	PROCEDURE	2a	2a:yt_med_seg
inr testing	PROCEDURE	2a	2a:yt_med_seg
treatment medication	PROCEDURE	2a	2a:yt_med_seg
monitoring vital signs	PROCEDURE	2a	2a:yt_med_seg
contacting physician	PROCEDURE	2a	2a:yt_med_seg
early ambulation	PROCEDURE	2a	2a:yt_med_seg
restricted to bed	PROCEDURE	2a	2a:yt_med_seg
medication administration	PROCEDURE	2a	2a:yt_med_seg
instructions for patient	PROCEDURE	2a	2a:yt_med_seg
provide referral	PROCEDURE	2a	2a:yt_med_seg
outpatient monitoring	PROCEDURE	2a	2a:yt_med_seg
neuro exam	PROCEDURE	2a	2a:yt_med_seg
2morrow	PROCEDURE	2a	2a:yt_med_seg
tertiary prevention	PROCEDURE	2a	2a:yt_med_seg
comprehensive health care	PROCEDURE	2a	2a:yt_med_seg
arthroscopy knee	PROCEDURE	2a	2a:yt_med_seg
gender affirming surgery	PROCEDURE	2a	2a:yt_med_seg
breast reduction procedure	PROCEDURE	2a	2a:yt_med_seg
augmentation procedure	PROCEDURE	2a	2a:yt_med_seg
gender affirming care	PROCEDURE	2a	2a:yt_med_seg
clean diet	PROCEDURE	2a	2a:yt_med_seg
serotonin level	PROCEDURE	2a	2a:yt_med_seg
oxygen therapies	PROCEDURE	2a	2a:yt_med_seg
ozone therapy	PROCEDURE	2a	2a:yt_med_seg
cholesterol in blood	PROCEDURE	2a	2a:yt_med_seg
cholesterol-lowering diet	PROCEDURE	2a	2a:yt_med_seg
pth	PROCEDURE	2a	2a:yt_med_seg
rvd	PROCEDURE	2a	2a:yt_med_seg
immunization program	PROCEDURE	2a	2a:yt_med_seg
hepatitis vaccination	PROCEDURE	2a	2a:yt_med_seg
tooth extraction	PROCEDURE	2a	2a:yt_med_seg
tuberculosis vaccination	PROCEDURE	2a	2a:yt_med_seg
hiv prevention	PROCEDURE	2a	2a:yt_med_seg
bcg	PROCEDURE	2a	2a:yt_med_seg
sleep study	PROCEDURE	2a	2a:yt_med_seg
assisted procedure	PROCEDURE	2a	2a:yt_med_seg
robot assisted surgery	PROCEDURE	2a	2a:yt_med_seg
robotic nsm	PROCEDURE	2a	2a:yt_med_seg
dietary intervention	PROCEDURE	2a	2a:yt_med_seg
biopsied	PROCEDURE	2a	2a:yt_med_seg
fat diet	PROCEDURE	2a	2a:yt_med_seg
health care delivery	PROCEDURE	2a	2a:yt_med_seg
physical diagnosis	PROCEDURE	2a	2a:yt_med_seg
interdisciplinary collaboration	PROCEDURE	2a	2a:yt_med_seg
microencapsulation	PROCEDURE	2a	2a:yt_med_seg
health care teams	PROCEDURE	2a	2a:yt_med_seg
glucose measurement	PROCEDURE	2a	2a:yt_med_seg
antigen tests	PROCEDURE	2a	2a:yt_med_seg
maintain airway	PROCEDURE	2a	2a:yt_med_seg
conventional imaging	PROCEDURE	2a	2a:yt_med_seg
surgical and medical procedures	PROCEDURE	2a	2a:yt_med_seg
intravascular injection	PROCEDURE	2a	2a:yt_med_seg
right heart pressure	PROCEDURE	2a	2a:yt_med_seg
injection of gas	PROCEDURE	2a	2a:yt_med_seg
continuous intravenous infusion	PROCEDURE	2a	2a:yt_med_seg
visual observation	PROCEDURE	2a	2a:yt_med_seg
direct observation	PROCEDURE	2a	2a:yt_med_seg
airway control	PROCEDURE	2a	2a:yt_med_seg
brain ct	PROCEDURE	2a	2a:yt_med_seg
chest tube placement	PROCEDURE	2a	2a:yt_med_seg
transportation of patients	PROCEDURE	2a	2a:yt_med_seg
isotonics	PROCEDURE	2a	2a:yt_med_seg
fluid therapy	PROCEDURE	2a	2a:yt_med_seg
treatment of fever	PROCEDURE	2a	2a:yt_med_seg
review utilization	PROCEDURE	2a	2a:yt_med_seg
needle biopsy of lung	PROCEDURE	2a	2a:yt_med_seg
air injection	PROCEDURE	2a	2a:yt_med_seg
injection of air	PROCEDURE	2a	2a:yt_med_seg
gastrointestinal procedures	PROCEDURE	2a	2a:yt_med_seg
pancreatography	PROCEDURE	2a	2a:yt_med_seg
endoscopic vein harvesting	PROCEDURE	2a	2a:yt_med_seg
liver resection	PROCEDURE	2a	2a:yt_med_seg
chest imaging	PROCEDURE	2a	2a:yt_med_seg
thallium heart scan	PROCEDURE	2a	2a:yt_med_seg
blood test panels	PROCEDURE	2a	2a:yt_med_seg
follow-up consultation	PROCEDURE	2a	2a:yt_med_seg
laboratory reports	PROCEDURE	2a	2a:yt_med_seg
computer-aided diagnosis	PROCEDURE	2a	2a:yt_med_seg
long-term care insurance	PROCEDURE	2a	2a:yt_med_seg
caregiver support	PROCEDURE	2a	2a:yt_med_seg
group counseling	PROCEDURE	2a	2a:yt_med_seg
low sodium	PROCEDURE	2a	2a:yt_med_seg
coagulation studies	PROCEDURE	2a	2a:yt_med_seg
radical excision	PROCEDURE	2a	2a:yt_med_seg
medical protocol	PROCEDURE	2a	2a:yt_med_seg
telephone services	PROCEDURE	2a	2a:yt_med_seg
records management	PROCEDURE	2a	2a:yt_med_seg
gel used	PROCEDURE	2a	2a:yt_med_seg
cell therapies	PROCEDURE	2a	2a:yt_med_seg
conventional x-ray	PROCEDURE	2a	2a:yt_med_seg
body ct	PROCEDURE	2a	2a:yt_med_seg
ovaries ultrasound	PROCEDURE	2a	2a:yt_med_seg
mr imaging	PROCEDURE	2a	2a:yt_med_seg
cdb	PROCEDURE	2a	2a:yt_med_seg
behavioral intervention	PROCEDURE	2a	2a:yt_med_seg
assessing safety	PROCEDURE	2a	2a:yt_med_seg
plasma exchange	PROCEDURE	2a	2a:yt_med_seg
complement factors	PROCEDURE	2a	2a:yt_med_seg
biomarker analysis	PROCEDURE	2a	2a:yt_med_seg
tah	PROCEDURE	2a	2a:yt_med_seg
initial patient assessment	PROCEDURE	2a	2a:yt_med_seg
rrt	PROCEDURE	2a	2a:yt_med_seg
established patient	PROCEDURE	2a	2a:yt_med_seg
brachial plexus block	PROCEDURE	2a	2a:yt_med_seg
vein transposition	PROCEDURE	2a	2a:yt_med_seg
surgical revision	PROCEDURE	2a	2a:yt_med_seg
routine physical examination	PROCEDURE	2a	2a:yt_med_seg
dilution technique	PROCEDURE	2a	2a:yt_med_seg
hemodynamic measurements	PROCEDURE	2a	2a:yt_med_seg
preparing skin	PROCEDURE	2a	2a:yt_med_seg
infiltrations	PROCEDURE	2a	2a:yt_med_seg
theoretical technique	PROCEDURE	2a	2a:yt_med_seg
removal technique	PROCEDURE	2a	2a:yt_med_seg
patient referral	PROCEDURE	2a	2a:yt_med_seg
partial excision	PROCEDURE	2a	2a:yt_med_seg
three step test	PROCEDURE	2a	2a:yt_med_seg
joint replacements	PROCEDURE	2a	2a:yt_med_seg
fillet	PROCEDURE	2a	2a:yt_med_seg
valve replacement	PROCEDURE	2a	2a:yt_med_seg
revascularisation	PROCEDURE	2a	2a:yt_med_seg
hip prosthesis	PROCEDURE	2a	2a:yt_med_seg
blood compatibility	PROCEDURE	2a	2a:yt_med_seg
hypothermia treatment	PROCEDURE	2a	2a:yt_med_seg
tubes and lines	PROCEDURE	2a	2a:yt_med_seg
cuff inflated	PROCEDURE	2a	2a:yt_med_seg
first line therapy	PROCEDURE	2a	2a:yt_med_seg
imaging guidance	PROCEDURE	2a	2a:yt_med_seg
clinic visit	PROCEDURE	2a	2a:yt_med_seg
radiation surgery	PROCEDURE	2a	2a:yt_med_seg
molecular testing	PROCEDURE	2a	2a:yt_med_seg
aquablation	PROCEDURE	2a	2a:yt_med_seg
ablation therapy	PROCEDURE	2a	2a:yt_med_seg
hcd	PROCEDURE	2a	2a:yt_med_seg
making unoccupied bed	PROCEDURE	2a	2a:yt_med_seg
bse	PROCEDURE	2a	2a:yt_med_seg
thrombomodulin	PROCEDURE	2a	2a:yt_med_seg
apc resistance assay	PROCEDURE	2a	2a:yt_med_seg
lupus anticoagulant	PROCEDURE	2a	2a:yt_med_seg
preventative treatment	PROCEDURE	2a	2a:yt_med_seg
fc receptor	PROCEDURE	2a	2a:yt_med_seg
serotonin release assay	PROCEDURE	2a	2a:yt_med_seg
pretesting	PROCEDURE	2a	2a:yt_med_seg
vtd	PROCEDURE	2a	2a:yt_med_seg
genetic markers	PROCEDURE	2a	2a:yt_med_seg
pacemaker placement	PROCEDURE	2a	2a:yt_med_seg
catheter ablation	PROCEDURE	2a	2a:yt_med_seg
maze procedure	PROCEDURE	2a	2a:yt_med_seg
heart-lung bypass	PROCEDURE	2a	2a:yt_med_seg
reducing anxiety	PROCEDURE	2a	2a:yt_med_seg
us kidneys	PROCEDURE	2a	2a:yt_med_seg
reassurance given	PROCEDURE	2a	2a:yt_med_seg
patient reviewed	PROCEDURE	2a	2a:yt_med_seg
moving patient	PROCEDURE	2a	2a:yt_med_seg
preoxygenation	PROCEDURE	2a	2a:yt_med_seg
assess vital signs	PROCEDURE	2a	2a:yt_med_seg
continuous surveillance	PROCEDURE	2a	2a:yt_med_seg
minimizing pain	PROCEDURE	2a	2a:yt_med_seg
intensive nursing care	PROCEDURE	2a	2a:yt_med_seg
cancer immunotherapy	PROCEDURE	2a	2a:yt_med_seg
outpatient surgery	PROCEDURE	2a	2a:yt_med_seg
obstetric surgeries	PROCEDURE	2a	2a:yt_med_seg
ethylene glycol	PROCEDURE	2a	2a:yt_med_seg
food inspection	PROCEDURE	2a	2a:yt_med_seg
glycolic acid	PROCEDURE	2a	2a:yt_med_seg
reenactments	PROCEDURE	2a	2a:yt_med_seg
cockroach	PROCEDURE	2a	2a:yt_med_seg
incubating	PROCEDURE	2a	2a:yt_med_seg
healthcare teams	PROCEDURE	2a	2a:yt_med_seg
covid-19 booster shot	PROCEDURE	2a	2a:yt_med_seg
emergency room visits	PROCEDURE	2a	2a:yt_med_seg
influenza vaccinations	PROCEDURE	2a	2a:yt_med_seg
vaccination records	PROCEDURE	2a	2a:yt_med_seg
manual medicine	PROCEDURE	2a	2a:yt_med_seg
osteopathic manipulative medicine	PROCEDURE	2a	2a:yt_med_seg
omm	PROCEDURE	2a	2a:yt_med_seg
craniosacral therapy	PROCEDURE	2a	2a:yt_med_seg
free associations	PROCEDURE	2a	2a:yt_med_seg
play roles	PROCEDURE	2a	2a:yt_med_seg
self observation	PROCEDURE	2a	2a:yt_med_seg
sublimation	PROCEDURE	2a	2a:yt_med_seg
psychological techniques	PROCEDURE	2a	2a:yt_med_seg
direct treatment	PROCEDURE	2a	2a:yt_med_seg
supportive therapy	PROCEDURE	2a	2a:yt_med_seg
child analysis	PROCEDURE	2a	2a:yt_med_seg
psychodynamic therapy	PROCEDURE	2a	2a:yt_med_seg
long-term psychodynamic psychotherapy	PROCEDURE	2a	2a:yt_med_seg
system review	PROCEDURE	2a	2a:yt_med_seg
psychoanalytic therapy	PROCEDURE	2a	2a:yt_med_seg
digitalized	PROCEDURE	2a	2a:yt_med_seg
digitalizing	PROCEDURE	2a	2a:yt_med_seg
digitalize	PROCEDURE	2a	2a:yt_med_seg
lung cancer screening	PROCEDURE	2a	2a:yt_med_seg
dietary restrictions	PROCEDURE	2a	2a:yt_med_seg
weight loss program	PROCEDURE	2a	2a:yt_med_seg
closed rhinoplasty	PROCEDURE	2a	2a:yt_med_seg
revision rhinoplasty	PROCEDURE	2a	2a:yt_med_seg
vai	PROCEDURE	2a	2a:yt_med_seg
haematology	PROCEDURE	2a	2a:yt_med_seg
stem cell therapy	PROCEDURE	2a	2a:yt_med_seg
sharing agreements	PROCEDURE	2a	2a:yt_med_seg
mental state examination	PROCEDURE	2a	2a:yt_med_seg
cognitive testing	PROCEDURE	2a	2a:yt_med_seg
obesity screening	PROCEDURE	2a	2a:yt_med_seg
providing emotional support	PROCEDURE	2a	2a:yt_med_seg
mmse	PROCEDURE	2a	2a:yt_med_seg
personal safety	PROCEDURE	2a	2a:yt_med_seg
pureed diet	PROCEDURE	2a	2a:yt_med_seg
neuropsychological testing	PROCEDURE	2a	2a:yt_med_seg
brain biopsy	PROCEDURE	2a	2a:yt_med_seg
neuropsychiatric inventory	PROCEDURE	2a	2a:yt_med_seg
clock drawing test	PROCEDURE	2a	2a:yt_med_seg
dementia tests	PROCEDURE	2a	2a:yt_med_seg
functional assessment	PROCEDURE	2a	2a:yt_med_seg
cognitive training	PROCEDURE	2a	2a:yt_med_seg
psychological therapies	PROCEDURE	2a	2a:yt_med_seg
reminiscence therapy	PROCEDURE	2a	2a:yt_med_seg
cognitive stimulation	PROCEDURE	2a	2a:yt_med_seg
cognitive reframing	PROCEDURE	2a	2a:yt_med_seg
day care	PROCEDURE	2a	2a:yt_med_seg
understanding behavior	PROCEDURE	2a	2a:yt_med_seg
acetylcholinesterase	PROCEDURE	2a	2a:yt_med_seg
observational assessment	PROCEDURE	2a	2a:yt_med_seg
chemical restraints	PROCEDURE	2a	2a:yt_med_seg
person-centered care	PROCEDURE	2a	2a:yt_med_seg
treatment method	PROCEDURE	2a	2a:yt_med_seg
hand therapies	PROCEDURE	2a	2a:yt_med_seg
transplant conditioning	PROCEDURE	2a	2a:yt_med_seg
perform hand hygiene	PROCEDURE	2a	2a:yt_med_seg
tests and testing	PROCEDURE	2a	2a:yt_med_seg
education of family	PROCEDURE	2a	2a:yt_med_seg
pap smears	PROCEDURE	2a	2a:yt_med_seg
annual screening	PROCEDURE	2a	2a:yt_med_seg
dexa	PROCEDURE	2a	2a:yt_med_seg
self monitor	PROCEDURE	2a	2a:yt_med_seg
thyroid function tests	PROCEDURE	2a	2a:yt_med_seg
liver function tests	PROCEDURE	2a	2a:yt_med_seg
endoscopy upper gi	PROCEDURE	2a	2a:yt_med_seg
gpt	PROCEDURE	2a	2a:yt_med_seg
annuloplasty	PROCEDURE	2a	2a:yt_med_seg
orbital reconstruction	PROCEDURE	2a	2a:yt_med_seg
safety glasses	PROCEDURE	2a	2a:yt_med_seg
laser surgeries	PROCEDURE	2a	2a:yt_med_seg
endoscopic procedure	PROCEDURE	2a	2a:yt_med_seg
health assessment	PROCEDURE	2a	2a:yt_med_seg
liposuction procedure	PROCEDURE	2a	2a:yt_med_seg
nasal surgery	PROCEDURE	2a	2a:yt_med_seg
cosmetic techniques	PROCEDURE	2a	2a:yt_med_seg
ngal	PROCEDURE	2a	2a:yt_med_seg
identifying patient	PROCEDURE	2a	2a:yt_med_seg
physiological monitoring	PROCEDURE	2a	2a:yt_med_seg
eeg technique	PROCEDURE	2a	2a:yt_med_seg
ct pet	PROCEDURE	2a	2a:yt_med_seg
sensory stimulation	PROCEDURE	2a	2a:yt_med_seg
epilepsy monitoring	PROCEDURE	2a	2a:yt_med_seg
video eeg	PROCEDURE	2a	2a:yt_med_seg
cerebral perfusion	PROCEDURE	2a	2a:yt_med_seg
wada test	PROCEDURE	2a	2a:yt_med_seg
scalp eeg	PROCEDURE	2a	2a:yt_med_seg
burr hole	PROCEDURE	2a	2a:yt_med_seg
intracranial eeg	PROCEDURE	2a	2a:yt_med_seg
nuclear magnetic resonance spectroscopy	PROCEDURE	2a	2a:yt_med_seg
nirs	PROCEDURE	2a	2a:yt_med_seg
erp	PROCEDURE	2a	2a:yt_med_seg
eeg sleep	PROCEDURE	2a	2a:yt_med_seg
photic stimulation	PROCEDURE	2a	2a:yt_med_seg
eye closure	PROCEDURE	2a	2a:yt_med_seg
monitoring patient	PROCEDURE	2a	2a:yt_med_seg
solution used	PROCEDURE	2a	2a:yt_med_seg
eog	PROCEDURE	2a	2a:yt_med_seg
automated technique	PROCEDURE	2a	2a:yt_med_seg
cephalogram	PROCEDURE	2a	2a:yt_med_seg
duplex ultrasonography	PROCEDURE	2a	2a:yt_med_seg
plasminogen activator inhibitor	PROCEDURE	2a	2a:yt_med_seg
referral to vascular surgeon	PROCEDURE	2a	2a:yt_med_seg
doppler ultrasounds	PROCEDURE	2a	2a:yt_med_seg
thermometry	PROCEDURE	2a	2a:yt_med_seg
leeching	PROCEDURE	2a	2a:yt_med_seg
histol techniques	PROCEDURE	2a	2a:yt_med_seg
nerve grafting	PROCEDURE	2a	2a:yt_med_seg
nerve graft	PROCEDURE	2a	2a:yt_med_seg
fibronectin	PROCEDURE	2a	2a:yt_med_seg
nerve repair	PROCEDURE	2a	2a:yt_med_seg
targeted muscle reinnervation	PROCEDURE	2a	2a:yt_med_seg
performance testing	PROCEDURE	2a	2a:yt_med_seg
visual assessment	PROCEDURE	2a	2a:yt_med_seg
tct	PROCEDURE	2a	2a:yt_med_seg
fdg pet	PROCEDURE	2a	2a:yt_med_seg
tissue graft	PROCEDURE	2a	2a:yt_med_seg
pett	PROCEDURE	2a	2a:yt_med_seg
decolonization	PROCEDURE	2a	2a:yt_med_seg
removing hair	PROCEDURE	2a	2a:yt_med_seg
clipping hair	PROCEDURE	2a	2a:yt_med_seg
dental extraction	PROCEDURE	2a	2a:yt_med_seg
dental prophylaxis	PROCEDURE	2a	2a:yt_med_seg
scaling root	PROCEDURE	2a	2a:yt_med_seg
standard precautions	PROCEDURE	2a	2a:yt_med_seg
aneurysm repair procedures	PROCEDURE	2a	2a:yt_med_seg
esophagoscopy	PROCEDURE	2a	2a:yt_med_seg
evoked potential	PROCEDURE	2a	2a:yt_med_seg
repair of esophagus	PROCEDURE	2a	2a:yt_med_seg
bleeding control	PROCEDURE	2a	2a:yt_med_seg
esophageal closure	PROCEDURE	2a	2a:yt_med_seg
pulmonary resection	PROCEDURE	2a	2a:yt_med_seg
for graft	PROCEDURE	2a	2a:yt_med_seg
omental wrap	PROCEDURE	2a	2a:yt_med_seg
urinary tract procedure	PROCEDURE	2a	2a:yt_med_seg
smf	PROCEDURE	2a	2a:yt_med_seg
ther reality	PROCEDURE	2a	2a:yt_med_seg
jacuzzi	PROCEDURE	2a	2a:yt_med_seg
drug tests	PROCEDURE	2a	2a:yt_med_seg
drug test	PROCEDURE	2a	2a:yt_med_seg
gop	PROCEDURE	2a	2a:yt_med_seg
blood medication	PROCEDURE	2a	2a:yt_med_seg
aneurysm embolization	PROCEDURE	2a	2a:yt_med_seg
initial diagnosis	PROCEDURE	2a	2a:yt_med_seg
portable cxr	PROCEDURE	2a	2a:yt_med_seg
standard measurements	PROCEDURE	2a	2a:yt_med_seg
iliac angiogram	PROCEDURE	2a	2a:yt_med_seg
nmr spectroscopy	PROCEDURE	2a	2a:yt_med_seg
scan mri	PROCEDURE	2a	2a:yt_med_seg
nuclear magnetic resonance imaging	PROCEDURE	2a	2a:yt_med_seg
scan contrast	PROCEDURE	2a	2a:yt_med_seg
cardiac mri	PROCEDURE	2a	2a:yt_med_seg
cardiac ct	PROCEDURE	2a	2a:yt_med_seg
liver mri	PROCEDURE	2a	2a:yt_med_seg
magnetic resonance cholangiopancreatography	PROCEDURE	2a	2a:yt_med_seg
mr enterography	PROCEDURE	2a	2a:yt_med_seg
iterative reconstruction	PROCEDURE	2a	2a:yt_med_seg
steady state free precession mri	PROCEDURE	2a	2a:yt_med_seg
interventional mri	PROCEDURE	2a	2a:yt_med_seg
high intensity focused ultrasound	PROCEDURE	2a	2a:yt_med_seg
thermal imaging	PROCEDURE	2a	2a:yt_med_seg
magnetization transfer mri	PROCEDURE	2a	2a:yt_med_seg
perfusion imaging	PROCEDURE	2a	2a:yt_med_seg
molecular imaging	PROCEDURE	2a	2a:yt_med_seg
signal amplification	PROCEDURE	2a	2a:yt_med_seg
joint imaging	PROCEDURE	2a	2a:yt_med_seg
reimbursement rates	PROCEDURE	2a	2a:yt_med_seg
knee mri	PROCEDURE	2a	2a:yt_med_seg
safety procedure	PROCEDURE	2a	2a:yt_med_seg
magnetic resonance technique	PROCEDURE	2a	2a:yt_med_seg
echo planar imaging	PROCEDURE	2a	2a:yt_med_seg
octa	PROCEDURE	2a	2a:yt_med_seg
intestinal bypass	PROCEDURE	2a	2a:yt_med_seg
v-first technique	PROCEDURE	2a	2a:yt_med_seg
stapling stomach	PROCEDURE	2a	2a:yt_med_seg
hormonal therapies	PROCEDURE	2a	2a:yt_med_seg
hematopoietic stem cell transplant	PROCEDURE	2a	2a:yt_med_seg
care protocols	PROCEDURE	2a	2a:yt_med_seg
maintaining skin integrity	PROCEDURE	2a	2a:yt_med_seg
skin fold	PROCEDURE	2a	2a:yt_med_seg
soaks	PROCEDURE	2a	2a:yt_med_seg
early mobility	PROCEDURE	2a	2a:yt_med_seg
clinical protocols	PROCEDURE	2a	2a:yt_med_seg
water therapy	PROCEDURE	2a	2a:yt_med_seg
early receptor potential erg	PROCEDURE	2a	2a:yt_med_seg
ethics consultation	PROCEDURE	2a	2a:yt_med_seg
community programs	PROCEDURE	2a	2a:yt_med_seg
arts therapy	PROCEDURE	2a	2a:yt_med_seg
ccm	PROCEDURE	2a	2a:yt_med_seg
