term	category	first_tier	first_source
arm veins	ANATOMY	2a	2a:yt_med_seg
spurring	ANATOMY	2a	2a:yt_med_seg
entire arm	ANATOMY	2a	2a:yt_med_seg
central vein	ANATOMY	2a	2a:yt_med_seg
area 2	ANATOMY	2a	2a:yt_med_seg
sco	ANATOMY	2a	2a:yt_med_seg
reproductive systems	ANATOMY	2a	2a:yt_med_seg
vagina uterus	ANATOMY	2a	2a:yt_med_seg
cervix uterus	ANATOMY	2a	2a:yt_med_seg
bony pelvis	ANATOMY	2a	2a:yt_med_seg
uterus cervix	ANATOMY	2a	2a:yt_med_seg
pelvic organs	ANATOMY	2a	2a:yt_med_seg
surface of cervix	ANATOMY	2a	2a:yt_med_seg
human brain	ANATOMY	2a	2a:yt_med_seg
bone long	ANATOMY	2a	2a:yt_med_seg
medium vessels	ANATOMY	2a	2a:yt_med_seg
arterio venous	ANATOMY	2a	2a:yt_med_seg
a2b	ANATOMY	2a	2a:yt_med_seg
small vessel	ANATOMY	2a	2a:yt_med_seg
superficial vein	ANATOMY	2a	2a:yt_med_seg
deep vein	ANATOMY	2a	2a:yt_med_seg
brain arteries	ANATOMY	2a	2a:yt_med_seg
lsp	ANATOMY	2a	2a:yt_med_seg
soc	ANATOMY	2a	2a:yt_med_seg
mbr	ANATOMY	2a	2a:yt_med_seg
thoracic spine	ANATOMY	2a	2a:yt_med_seg
base of neck	ANATOMY	2a	2a:yt_med_seg
t12	ANATOMY	2a	2a:yt_med_seg
transition zone	ANATOMY	2a	2a:yt_med_seg
lumbosacral spine	ANATOMY	2a	2a:yt_med_seg
abdominal cavity	ANATOMY	2a	2a:yt_med_seg
rectus muscle	ANATOMY	2a	2a:yt_med_seg
anatomical point	ANATOMY	2a	2a:yt_med_seg
right common iliac artery	ANATOMY	2a	2a:yt_med_seg
left common iliac vein	ANATOMY	2a	2a:yt_med_seg
middle sacral artery	ANATOMY	2a	2a:yt_med_seg
common iliac vein	ANATOMY	2a	2a:yt_med_seg
lumbar vein	ANATOMY	2a	2a:yt_med_seg
renal vein	ANATOMY	2a	2a:yt_med_seg
kidney right	ANATOMY	2a	2a:yt_med_seg
nerve plexus	ANATOMY	2a	2a:yt_med_seg
pelvic veins	ANATOMY	2a	2a:yt_med_seg
dac	ANATOMY	2a	2a:yt_med_seg
eyeballs	ANATOMY	2a	2a:yt_med_seg
lower respiratory tract	ANATOMY	2a	2a:yt_med_seg
labyrinthine	ANATOMY	2a	2a:yt_med_seg
structure of brain	ANATOMY	2a	2a:yt_med_seg
kidneys liver	ANATOMY	2a	2a:yt_med_seg
dmv	ANATOMY	2a	2a:yt_med_seg
region 1	ANATOMY	2a	2a:yt_med_seg
axilla	ANATOMY	2a	2a:yt_med_seg
head side	ANATOMY	2a	2a:yt_med_seg
fro	ANATOMY	2a	2a:yt_med_seg
intervertebral discs	ANATOMY	2a	2a:yt_med_seg
neural network of neck	ANATOMY	2a	2a:yt_med_seg
superior oblique	ANATOMY	2a	2a:yt_med_seg
medial rectus	ANATOMY	2a	2a:yt_med_seg
face muscle	ANATOMY	2a	2a:yt_med_seg
endovascular	ANATOMY	2a	2a:yt_med_seg
muscles of trunk	ANATOMY	2a	2a:yt_med_seg
curvature of stomach	ANATOMY	2a	2a:yt_med_seg
superficial veins	ANATOMY	2a	2a:yt_med_seg
vein wall	ANATOMY	2a	2a:yt_med_seg
ankle bone	ANATOMY	2a	2a:yt_med_seg
sciatic nerves	ANATOMY	2a	2a:yt_med_seg
nerve sensory	ANATOMY	2a	2a:yt_med_seg
perforating veins	ANATOMY	2a	2a:yt_med_seg
tributaries	ANATOMY	2a	2a:yt_med_seg
deep femoral vein	ANATOMY	2a	2a:yt_med_seg
femoral vein	ANATOMY	2a	2a:yt_med_seg
segment of vein	ANATOMY	2a	2a:yt_med_seg
head vein	ANATOMY	2a	2a:yt_med_seg
tibial nerves	ANATOMY	2a	2a:yt_med_seg
sural nerve	ANATOMY	2a	2a:yt_med_seg
tributary	ANATOMY	2a	2a:yt_med_seg
capillary lymphatic	ANATOMY	2a	2a:yt_med_seg
genitals	ANATOMY	2a	2a:yt_med_seg
penile	ANATOMY	2a	2a:yt_med_seg
lymph vessel	ANATOMY	2a	2a:yt_med_seg
external jugular	ANATOMY	2a	2a:yt_med_seg
thoracic duct	ANATOMY	2a	2a:yt_med_seg
inferior mesenteric vein	ANATOMY	2a	2a:yt_med_seg
portal vein	ANATOMY	2a	2a:yt_med_seg
splenic	ANATOMY	2a	2a:yt_med_seg
scrotal	ANATOMY	2a	2a:yt_med_seg
labial	ANATOMY	2a	2a:yt_med_seg
capillary network	ANATOMY	2a	2a:yt_med_seg
arteri	ANATOMY	2a	2a:yt_med_seg
muscle fascia	ANATOMY	2a	2a:yt_med_seg
ivc	ANATOMY	2a	2a:yt_med_seg
skin fat	ANATOMY	2a	2a:yt_med_seg
sense organs	ANATOMY	2a	2a:yt_med_seg
area 4	ANATOMY	2a	2a:yt_med_seg
bottom of foot	ANATOMY	2a	2a:yt_med_seg
ball of foot	ANATOMY	2a	2a:yt_med_seg
metatarsal head	ANATOMY	2a	2a:yt_med_seg
bone head	ANATOMY	2a	2a:yt_med_seg
achilles tendon	ANATOMY	2a	2a:yt_med_seg
medial side of foot	ANATOMY	2a	2a:yt_med_seg
lateral column	ANATOMY	2a	2a:yt_med_seg
midfoot	ANATOMY	2a	2a:yt_med_seg
hind foot	ANATOMY	2a	2a:yt_med_seg
donor site	ANATOMY	2a	2a:yt_med_seg
his bundle	ANATOMY	2a	2a:yt_med_seg
hock	ANATOMY	2a	2a:yt_med_seg
mgp	ANATOMY	2a	2a:yt_med_seg
major vein	ANATOMY	2a	2a:yt_med_seg
left third toe	ANATOMY	2a	2a:yt_med_seg
renal veins	ANATOMY	2a	2a:yt_med_seg
left renal vein	ANATOMY	2a	2a:yt_med_seg
arm vein	ANATOMY	2a	2a:yt_med_seg
iliac veins	ANATOMY	2a	2a:yt_med_seg
l1 level	ANATOMY	2a	2a:yt_med_seg
right renal vein	ANATOMY	2a	2a:yt_med_seg
esophagus stomach	ANATOMY	2a	2a:yt_med_seg
liver pancreas	ANATOMY	2a	2a:yt_med_seg
bile ducts	ANATOMY	2a	2a:yt_med_seg
bladders	ANATOMY	2a	2a:yt_med_seg
dorsum of nose	ANATOMY	2a	2a:yt_med_seg
nasal bones	ANATOMY	2a	2a:yt_med_seg
back region	ANATOMY	2a	2a:yt_med_seg
iva	ANATOMY	2a	2a:yt_med_seg
meridians	ANATOMY	2a	2a:yt_med_seg
pastern region	ANATOMY	2a	2a:yt_med_seg
type of bone	ANATOMY	2a	2a:yt_med_seg
wall of blood vessel	ANATOMY	2a	2a:yt_med_seg
aortic graft	ANATOMY	2a	2a:yt_med_seg
abdomen and chest	ANATOMY	2a	2a:yt_med_seg
arteries veins	ANATOMY	2a	2a:yt_med_seg
ctg	ANATOMY	2a	2a:yt_med_seg
aorto femoral	ANATOMY	2a	2a:yt_med_seg
groins	ANATOMY	2a	2a:yt_med_seg
abdominal organs	ANATOMY	2a	2a:yt_med_seg
sartorius muscle	ANATOMY	2a	2a:yt_med_seg
femoral vessels	ANATOMY	2a	2a:yt_med_seg
fins	ANATOMY	2a	2a:yt_med_seg
chorionic	ANATOMY	2a	2a:yt_med_seg
fang	ANATOMY	2a	2a:yt_med_seg
frontal gyrus	ANATOMY	2a	2a:yt_med_seg
thorace	ANATOMY	2a	2a:yt_med_seg
null	ANATOMY	2a	2a:yt_med_seg
ipe	ANATOMY	2a	2a:yt_med_seg
stp	ANATOMY	2a	2a:yt_med_seg
right c	ANATOMY	2a	2a:yt_med_seg
foreskin	ANATOMY	2a	2a:yt_med_seg
spinal cords	ANATOMY	2a	2a:yt_med_seg
cervical disc	ANATOMY	2a	2a:yt_med_seg
anterior cerebral artery	ANATOMY	2a	2a:yt_med_seg
cea	ANATOMY	2a	2a:yt_med_seg
skull bone	ANATOMY	2a	2a:yt_med_seg
capsula interna	ANATOMY	2a	2a:yt_med_seg
first rib	ANATOMY	2a	2a:yt_med_seg
legs and feet	ANATOMY	2a	2a:yt_med_seg
vena cava	ANATOMY	2a	2a:yt_med_seg
msg	ANATOMY	2a	2a:yt_med_seg
insula	ANATOMY	2a	2a:yt_med_seg
entire thyroid gland	ANATOMY	2a	2a:yt_med_seg
parathyroids	ANATOMY	2a	2a:yt_med_seg
intraventricular	ANATOMY	2a	2a:yt_med_seg
ba5	ANATOMY	2a	2a:yt_med_seg
gum upper	ANATOMY	2a	2a:yt_med_seg
alc	ANATOMY	2a	2a:yt_med_seg
testicular part	ANATOMY	2a	2a:yt_med_seg
foot structure	ANATOMY	2a	2a:yt_med_seg
lower leg right	ANATOMY	2a	2a:yt_med_seg
kamm system	ANATOMY	2a	2a:yt_med_seg
human remains	ANATOMY	2a	2a:yt_med_seg
16s	ANATOMY	2a	2a:yt_med_seg
venter	ANATOMY	2a	2a:yt_med_seg
heent	ANATOMY	2a	2a:yt_med_seg
male genitals	ANATOMY	2a	2a:yt_med_seg
arteries femoral	ANATOMY	2a	2a:yt_med_seg
common iliac artery	ANATOMY	2a	2a:yt_med_seg
iliac artery	ANATOMY	2a	2a:yt_med_seg
clawed	ANATOMY	2a	2a:yt_med_seg
female genital	ANATOMY	2a	2a:yt_med_seg
arterial wall	ANATOMY	2a	2a:yt_med_seg
colonic	ANATOMY	2a	2a:yt_med_seg
intraabdominal	ANATOMY	2a	2a:yt_med_seg
inferior mesenteric arteries	ANATOMY	2a	2a:yt_med_seg
superior mesenteric arteries	ANATOMY	2a	2a:yt_med_seg
segment of aorta	ANATOMY	2a	2a:yt_med_seg
celiac axis	ANATOMY	2a	2a:yt_med_seg
visceral vessels	ANATOMY	2a	2a:yt_med_seg
fbr	ANATOMY	2a	2a:yt_med_seg
collateral vessels	ANATOMY	2a	2a:yt_med_seg
internal iliac artery	ANATOMY	2a	2a:yt_med_seg
abdominal back	ANATOMY	2a	2a:yt_med_seg
heart parts	ANATOMY	2a	2a:yt_med_seg
t2a	ANATOMY	2a	2a:yt_med_seg
left flank	ANATOMY	2a	2a:yt_med_seg
right flank	ANATOMY	2a	2a:yt_med_seg
pectoralis major myocutaneous flap	ANATOMY	2a	2a:yt_med_seg
pedicled flaps	ANATOMY	2a	2a:yt_med_seg
esophageal sphincter	ANATOMY	2a	2a:yt_med_seg
gastroesophageal	ANATOMY	2a	2a:yt_med_seg
giv	ANATOMY	2a	2a:yt_med_seg
sas	ANATOMY	2a	2a:yt_med_seg
snr	ANATOMY	2a	2a:yt_med_seg
lymph node	ANATOMY	2a	2a:yt_med_seg
armpits	ANATOMY	2a	2a:yt_med_seg
entire breast	ANATOMY	2a	2a:yt_med_seg
bowman's capsule	ANATOMY	2a	2a:yt_med_seg
macula densa	ANATOMY	2a	2a:yt_med_seg
surface of body	ANATOMY	2a	2a:yt_med_seg
muscles respiratory	ANATOMY	2a	2a:yt_med_seg
upper urinary tract	ANATOMY	2a	2a:yt_med_seg
tonsils and adenoids	ANATOMY	2a	2a:yt_med_seg
head region	ANATOMY	2a	2a:yt_med_seg
tailed	ANATOMY	2a	2a:yt_med_seg
ioc	ANATOMY	2a	2a:yt_med_seg
ues	ANATOMY	2a	2a:yt_med_seg
withers	ANATOMY	2a	2a:yt_med_seg
bucca	ANATOMY	2a	2a:yt_med_seg
beards	ANATOMY	2a	2a:yt_med_seg
reproductive organ	ANATOMY	2a	2a:yt_med_seg
artery vertebral	ANATOMY	2a	2a:yt_med_seg
mandibles	ANATOMY	2a	2a:yt_med_seg
neck and chest	ANATOMY	2a	2a:yt_med_seg
aorta and aorta	ANATOMY	2a	2a:yt_med_seg
gbm	ANATOMY	2a	2a:yt_med_seg
afferent pathways	ANATOMY	2a	2a:yt_med_seg
zone 2	ANATOMY	2a	2a:yt_med_seg
cor	ANATOMY	2a	2a:yt_med_seg
neck base	ANATOMY	2a	2a:yt_med_seg
internal mammary arteries	ANATOMY	2a	2a:yt_med_seg
right middle lobe	ANATOMY	2a	2a:yt_med_seg
entire lung	ANATOMY	2a	2a:yt_med_seg
right brachiocephalic vein	ANATOMY	2a	2a:yt_med_seg
right subclavian vein	ANATOMY	2a	2a:yt_med_seg
left axillary vein	ANATOMY	2a	2a:yt_med_seg
cardiac chamber	ANATOMY	2a	2a:yt_med_seg
thoracic aorta and its branches	ANATOMY	2a	2a:yt_med_seg
aortic root	ANATOMY	2a	2a:yt_med_seg
large vessels	ANATOMY	2a	2a:yt_med_seg
pulmonary arteries	ANATOMY	2a	2a:yt_med_seg
thoracic lymph node	ANATOMY	2a	2a:yt_med_seg
lymph nodes mediastinal	ANATOMY	2a	2a:yt_med_seg
mammary	ANATOMY	2a	2a:yt_med_seg
intercostal lymph nodes	ANATOMY	2a	2a:yt_med_seg
pancreas stomach	ANATOMY	2a	2a:yt_med_seg
shoulder right	ANATOMY	2a	2a:yt_med_seg
thoracic skeleton	ANATOMY	2a	2a:yt_med_seg
clavicle left	ANATOMY	2a	2a:yt_med_seg
manubrium	ANATOMY	2a	2a:yt_med_seg
ribbed	ANATOMY	2a	2a:yt_med_seg
gic	ANATOMY	2a	2a:yt_med_seg
coa	ANATOMY	2a	2a:yt_med_seg
lunate bones	ANATOMY	2a	2a:yt_med_seg
dorsal intercarpal ligament	ANATOMY	2a	2a:yt_med_seg
dorsal radiocarpal ligament	ANATOMY	2a	2a:yt_med_seg
capsule, midcarpal joint	ANATOMY	2a	2a:yt_med_seg
triquetrum	ANATOMY	2a	2a:yt_med_seg
joint capsule	ANATOMY	2a	2a:yt_med_seg
capsule of radiocarpal joint	ANATOMY	2a	2a:yt_med_seg
organ of corti	ANATOMY	2a	2a:yt_med_seg
labyrinth	ANATOMY	2a	2a:yt_med_seg
bony labyrinth	ANATOMY	2a	2a:yt_med_seg
membranous labyrinth	ANATOMY	2a	2a:yt_med_seg
sense organ	ANATOMY	2a	2a:yt_med_seg
scala media	ANATOMY	2a	2a:yt_med_seg
organ of corti structure	ANATOMY	2a	2a:yt_med_seg
tectorial membrane	ANATOMY	2a	2a:yt_med_seg
bony part	ANATOMY	2a	2a:yt_med_seg
spiral ganglion	ANATOMY	2a	2a:yt_med_seg
ganglion	ANATOMY	2a	2a:yt_med_seg
scala tympani	ANATOMY	2a	2a:yt_med_seg
cochlear	ANATOMY	2a	2a:yt_med_seg
trac	ANATOMY	2a	2a:yt_med_seg
small blood vessel	ANATOMY	2a	2a:yt_med_seg
cerebellar	ANATOMY	2a	2a:yt_med_seg
anatomical landmarks	ANATOMY	2a	2a:yt_med_seg
inguinal ligament	ANATOMY	2a	2a:yt_med_seg
segment of artery	ANATOMY	2a	2a:yt_med_seg
external iliac artery	ANATOMY	2a	2a:yt_med_seg
part of artery	ANATOMY	2a	2a:yt_med_seg
mmg	ANATOMY	2a	2a:yt_med_seg
circumferential	ANATOMY	2a	2a:yt_med_seg
femoral arteries	ANATOMY	2a	2a:yt_med_seg
vein cuff	ANATOMY	2a	2a:yt_med_seg
vein patch	ANATOMY	2a	2a:yt_med_seg
entire artery	ANATOMY	2a	2a:yt_med_seg
hea	ANATOMY	2a	2a:yt_med_seg
reversed vein	ANATOMY	2a	2a:yt_med_seg
median cubital vein	ANATOMY	2a	2a:yt_med_seg
hypogastric artery	ANATOMY	2a	2a:yt_med_seg
head hair	ANATOMY	2a	2a:yt_med_seg
intestinal wall	ANATOMY	2a	2a:yt_med_seg
to2	ANATOMY	2a	2a:yt_med_seg
lymphatic vessel	ANATOMY	2a	2a:yt_med_seg
free graft	ANATOMY	2a	2a:yt_med_seg
target vessels	ANATOMY	2a	2a:yt_med_seg
groin lymph nodes	ANATOMY	2a	2a:yt_med_seg
vein valve	ANATOMY	2a	2a:yt_med_seg
breast bone	ANATOMY	2a	2a:yt_med_seg
pubic bone	ANATOMY	2a	2a:yt_med_seg
pcu	ANATOMY	2a	2a:yt_med_seg
mgr	ANATOMY	2a	2a:yt_med_seg
tlv	ANATOMY	2a	2a:yt_med_seg
ifv	ANATOMY	2a	2a:yt_med_seg
bop	ANATOMY	2a	2a:yt_med_seg
segment of small intestine	ANATOMY	2a	2a:yt_med_seg
second toe	ANATOMY	2a	2a:yt_med_seg
alveoli	ANATOMY	2a	2a:yt_med_seg
air sacs	ANATOMY	2a	2a:yt_med_seg
recipient site	ANATOMY	2a	2a:yt_med_seg
local flap	ANATOMY	2a	2a:yt_med_seg
artery vein	ANATOMY	2a	2a:yt_med_seg
radial forearm flap	ANATOMY	2a	2a:yt_med_seg
pectoralis	ANATOMY	2a	2a:yt_med_seg
cer	ANATOMY	2a	2a:yt_med_seg
primary sensory areas	ANATOMY	2a	2a:yt_med_seg
primary visual cortex	ANATOMY	2a	2a:yt_med_seg
visual areas	ANATOMY	2a	2a:yt_med_seg
temporal sulcus	ANATOMY	2a	2a:yt_med_seg
temporoparietalis	ANATOMY	2a	2a:yt_med_seg
right side of body	ANATOMY	2a	2a:yt_med_seg
crypt	ANATOMY	2a	2a:yt_med_seg
great vessels	ANATOMY	2a	2a:yt_med_seg
internal mammary artery	ANATOMY	2a	2a:yt_med_seg
left vertebral artery	ANATOMY	2a	2a:yt_med_seg
vertebral artery	ANATOMY	2a	2a:yt_med_seg
wing structure	ANATOMY	2a	2a:yt_med_seg
bone clavicle	ANATOMY	2a	2a:yt_med_seg
extensor tendons	ANATOMY	2a	2a:yt_med_seg
tibialis	ANATOMY	2a	2a:yt_med_seg
medial plantar artery	ANATOMY	2a	2a:yt_med_seg
medial plantar flap	ANATOMY	2a	2a:yt_med_seg
perforator flap	ANATOMY	2a	2a:yt_med_seg
tibial artery	ANATOMY	2a	2a:yt_med_seg
tibialis anterior tendon	ANATOMY	2a	2a:yt_med_seg
sural artery	ANATOMY	2a	2a:yt_med_seg
circumflex artery	ANATOMY	2a	2a:yt_med_seg
thigh flap	ANATOMY	2a	2a:yt_med_seg
animal organs	ANATOMY	2a	2a:yt_med_seg
first genu	ANATOMY	2a	2a:yt_med_seg
wall of colon	ANATOMY	2a	2a:yt_med_seg
tentacle	ANATOMY	2a	2a:yt_med_seg
dorsal horn	ANATOMY	2a	2a:yt_med_seg
lateral spinothalamic tract	ANATOMY	2a	2a:yt_med_seg
central canal	ANATOMY	2a	2a:yt_med_seg
spinothalamic tract	ANATOMY	2a	2a:yt_med_seg
nucleus of thalamus	ANATOMY	2a	2a:yt_med_seg
c fibers	ANATOMY	2a	2a:yt_med_seg
c fiber	ANATOMY	2a	2a:yt_med_seg
periaqueductal gray matter	ANATOMY	2a	2a:yt_med_seg
tpo	ANATOMY	2a	2a:yt_med_seg
bronchial artery	ANATOMY	2a	2a:yt_med_seg
anterior longitudinal ligament	ANATOMY	2a	2a:yt_med_seg
lingula	ANATOMY	2a	2a:yt_med_seg
upper lobe	ANATOMY	2a	2a:yt_med_seg
regional lymph node	ANATOMY	2a	2a:yt_med_seg
mediastinal lymph node	ANATOMY	2a	2a:yt_med_seg
cervical lymph node	ANATOMY	2a	2a:yt_med_seg
intercostal nodes	ANATOMY	2a	2a:yt_med_seg
thoracic lymph nodes	ANATOMY	2a	2a:yt_med_seg
subsegmental bronchus	ANATOMY	2a	2a:yt_med_seg
14r	ANATOMY	2a	2a:yt_med_seg
12r	ANATOMY	2a	2a:yt_med_seg
10r	ANATOMY	2a	2a:yt_med_seg
pulmonary ligament	ANATOMY	2a	2a:yt_med_seg
ligamentum arteriosum	ANATOMY	2a	2a:yt_med_seg
aortic lymph nodes	ANATOMY	2a	2a:yt_med_seg
anterior chest	ANATOMY	2a	2a:yt_med_seg
thoracic inlet	ANATOMY	2a	2a:yt_med_seg
mediastinal nodes	ANATOMY	2a	2a:yt_med_seg
left pulmonary artery	ANATOMY	2a	2a:yt_med_seg
oblique plane	ANATOMY	2a	2a:yt_med_seg
wall of trachea	ANATOMY	2a	2a:yt_med_seg
tracheal bifurcation	ANATOMY	2a	2a:yt_med_seg
posterior hypothalamus	ANATOMY	2a	2a:yt_med_seg
anterior hypothalamus	ANATOMY	2a	2a:yt_med_seg
dorsal raphe	ANATOMY	2a	2a:yt_med_seg
tegmental nuclei	ANATOMY	2a	2a:yt_med_seg
lateral hypothalamus	ANATOMY	2a	2a:yt_med_seg
vlp	ANATOMY	2a	2a:yt_med_seg
endometria	ANATOMY	2a	2a:yt_med_seg
fluke	ANATOMY	2a	2a:yt_med_seg
superior mesenteric artery	ANATOMY	2a	2a:yt_med_seg
superior mesenteric vein	ANATOMY	2a	2a:yt_med_seg
mesenteric artery	ANATOMY	2a	2a:yt_med_seg
smv	ANATOMY	2a	2a:yt_med_seg
imv	ANATOMY	2a	2a:yt_med_seg
mesenteric arteries	ANATOMY	2a	2a:yt_med_seg
inferior mesenteric artery	ANATOMY	2a	2a:yt_med_seg
marginal artery of drummond	ANATOMY	2a	2a:yt_med_seg
entire viscera	ANATOMY	2a	2a:yt_med_seg
sigmoid	ANATOMY	2a	2a:yt_med_seg
proximal colon	ANATOMY	2a	2a:yt_med_seg
colon and rectum	ANATOMY	2a	2a:yt_med_seg
stomach pancreas	ANATOMY	2a	2a:yt_med_seg
splenic vein	ANATOMY	2a	2a:yt_med_seg
arterial segment	ANATOMY	2a	2a:yt_med_seg
brachial artery	ANATOMY	2a	2a:yt_med_seg
t1 level	ANATOMY	2a	2a:yt_med_seg
right cm	ANATOMY	2a	2a:yt_med_seg
arteries peripheral	ANATOMY	2a	2a:yt_med_seg
median arcuate ligament	ANATOMY	2a	2a:yt_med_seg
mesenteric vessels	ANATOMY	2a	2a:yt_med_seg
peripheral vessels	ANATOMY	2a	2a:yt_med_seg
gallbladder stomach	ANATOMY	2a	2a:yt_med_seg
supercilia	ANATOMY	2a	2a:yt_med_seg
mesenteric veins	ANATOMY	2a	2a:yt_med_seg
splenic artery	ANATOMY	2a	2a:yt_med_seg
cingulum	ANATOMY	2a	2a:yt_med_seg
vrt	ANATOMY	2a	2a:yt_med_seg
region 2	ANATOMY	2a	2a:yt_med_seg
adrenal veins	ANATOMY	2a	2a:yt_med_seg
straight tube	ANATOMY	2a	2a:yt_med_seg
aortic bifurcation	ANATOMY	2a	2a:yt_med_seg
endocervical	ANATOMY	2a	2a:yt_med_seg
thumbnails	ANATOMY	2a	2a:yt_med_seg
sca	ANATOMY	2a	2a:yt_med_seg
anal glands	ANATOMY	2a	2a:yt_med_seg
beak	ANATOMY	2a	2a:yt_med_seg
respiratory tracts	ANATOMY	2a	2a:yt_med_seg
feathered	ANATOMY	2a	2a:yt_med_seg
brain spinal cord	ANATOMY	2a	2a:yt_med_seg
peripheral nerve	ANATOMY	2a	2a:yt_med_seg
corpus callosum	ANATOMY	2a	2a:yt_med_seg
endonasal	ANATOMY	2a	2a:yt_med_seg
outer ear	ANATOMY	2a	2a:yt_med_seg
ear canal	ANATOMY	2a	2a:yt_med_seg
entire face	ANATOMY	2a	2a:yt_med_seg
microvasculature	ANATOMY	2a	2a:yt_med_seg
pancreatic sphincter	ANATOMY	2a	2a:yt_med_seg
nucleus caudatus	ANATOMY	2a	2a:yt_med_seg
lll	ANATOMY	2a	2a:yt_med_seg
ray first	ANATOMY	2a	2a:yt_med_seg
second genu	ANATOMY	2a	2a:yt_med_seg
hpe	ANATOMY	2a	2a:yt_med_seg
setae	ANATOMY	2a	2a:yt_med_seg
mrt	ANATOMY	2a	2a:yt_med_seg
adrenals	ANATOMY	2a	2a:yt_med_seg
right heart	ANATOMY	2a	2a:yt_med_seg
transplanted heart	ANATOMY	2a	2a:yt_med_seg
superficial femoral vein	ANATOMY	2a	2a:yt_med_seg
jugular veins	ANATOMY	2a	2a:yt_med_seg
pubic	ANATOMY	2a	2a:yt_med_seg
common femoral vein	ANATOMY	2a	2a:yt_med_seg
right atrium of heart	ANATOMY	2a	2a:yt_med_seg
pelvic vein	ANATOMY	2a	2a:yt_med_seg
ovarian vein	ANATOMY	2a	2a:yt_med_seg
hypogastric	ANATOMY	2a	2a:yt_med_seg
entire internal iliac vein	ANATOMY	2a	2a:yt_med_seg
femoral neck	ANATOMY	2a	2a:yt_med_seg
proximal femur	ANATOMY	2a	2a:yt_med_seg
posterior fossa	ANATOMY	2a	2a:yt_med_seg
chamber of heart	ANATOMY	2a	2a:yt_med_seg
horizontal planes	ANATOMY	2a	2a:yt_med_seg
pelvic peritoneum	ANATOMY	2a	2a:yt_med_seg
muscle layer	ANATOMY	2a	2a:yt_med_seg
uterine serosa	ANATOMY	2a	2a:yt_med_seg
scrotums	ANATOMY	2a	2a:yt_med_seg
pelvic floor	ANATOMY	2a	2a:yt_med_seg
obturator muscle	ANATOMY	2a	2a:yt_med_seg
pudenda	ANATOMY	2a	2a:yt_med_seg
labrum	ANATOMY	2a	2a:yt_med_seg
round ligament	ANATOMY	2a	2a:yt_med_seg
lymph node pelvic	ANATOMY	2a	2a:yt_med_seg
corpus luteum	ANATOMY	2a	2a:yt_med_seg
peripheral veins	ANATOMY	2a	2a:yt_med_seg
surface of pelvis	ANATOMY	2a	2a:yt_med_seg
dorsal root ganglion	ANATOMY	2a	2a:yt_med_seg
motor nerve	ANATOMY	2a	2a:yt_med_seg
motor unit	ANATOMY	2a	2a:yt_med_seg
right rm	ANATOMY	2a	2a:yt_med_seg
median nerve at elbow	ANATOMY	2a	2a:yt_med_seg
other muscle	ANATOMY	2a	2a:yt_med_seg
nerve motor	ANATOMY	2a	2a:yt_med_seg
ire	ANATOMY	2a	2a:yt_med_seg
right internal jugular	ANATOMY	2a	2a:yt_med_seg
ovarian follicles	ANATOMY	2a	2a:yt_med_seg
vas deferens	ANATOMY	2a	2a:yt_med_seg
fibulas	ANATOMY	2a	2a:yt_med_seg
cerebra	ANATOMY	2a	2a:yt_med_seg
vocalis	ANATOMY	2a	2a:yt_med_seg
winged	ANATOMY	2a	2a:yt_med_seg
gonad	ANATOMY	2a	2a:yt_med_seg
motor nerves	ANATOMY	2a	2a:yt_med_seg
thoracic and abdominal aorta	ANATOMY	2a	2a:yt_med_seg
left femoral artery	ANATOMY	2a	2a:yt_med_seg
nerve vagus	ANATOMY	2a	2a:yt_med_seg
head vessels	ANATOMY	2a	2a:yt_med_seg
right renal	ANATOMY	2a	2a:yt_med_seg
pelvis and lower extremities	ANATOMY	2a	2a:yt_med_seg
intercostal artery	ANATOMY	2a	2a:yt_med_seg
elephant trunk	ANATOMY	2a	2a:yt_med_seg
anterior spinal artery	ANATOMY	2a	2a:yt_med_seg
thoracic cord	ANATOMY	2a	2a:yt_med_seg
collateral vessel	ANATOMY	2a	2a:yt_med_seg
grey matter	ANATOMY	2a	2a:yt_med_seg
synovial	ANATOMY	2a	2a:yt_med_seg
aorta part	ANATOMY	2a	2a:yt_med_seg
bronchial mucosa	ANATOMY	2a	2a:yt_med_seg
legs skin	ANATOMY	2a	2a:yt_med_seg
muscle spindle	ANATOMY	2a	2a:yt_med_seg
efferent nerve fibers	ANATOMY	2a	2a:yt_med_seg
dorsal column	ANATOMY	2a	2a:yt_med_seg
ventral root	ANATOMY	2a	2a:yt_med_seg
muscle spindles	ANATOMY	2a	2a:yt_med_seg
muscle back	ANATOMY	2a	2a:yt_med_seg
leg muscles	ANATOMY	2a	2a:yt_med_seg
sig	ANATOMY	2a	2a:yt_med_seg
hoof	ANATOMY	2a	2a:yt_med_seg
cerebral cortices	ANATOMY	2a	2a:yt_med_seg
lateral geniculate nucleus	ANATOMY	2a	2a:yt_med_seg
sensory cortex	ANATOMY	2a	2a:yt_med_seg
parietal cortex	ANATOMY	2a	2a:yt_med_seg
surface of skull	ANATOMY	2a	2a:yt_med_seg
dura mater	ANATOMY	2a	2a:yt_med_seg
skullcap	ANATOMY	2a	2a:yt_med_seg
occipital scalp	ANATOMY	2a	2a:yt_med_seg
upper and lower extremity	ANATOMY	2a	2a:yt_med_seg
sensory motor cortex	ANATOMY	2a	2a:yt_med_seg
