term	category	first_tier	first_source
diaoxia	DRUG	2a	2a:yt_med_seg
epipens	DRUG	2a	2a:yt_med_seg
artificial color	DRUG	2a	2a:yt_med_seg
cobalamin	DRUG	2a	2a:yt_med_seg
diglycerides	DRUG	2a	2a:yt_med_seg
concord grape	DRUG	2a	2a:yt_med_seg
anti-hypertensive drug	DRUG	2a	2a:yt_med_seg
beta interferon	DRUG	2a	2a:yt_med_seg
sodium metabisulfite	DRUG	2a	2a:yt_med_seg
sedative hypnotic	DRUG	2a	2a:yt_med_seg
disodium edta	DRUG	2a	2a:yt_med_seg
egg lecithin	DRUG	2a	2a:yt_med_seg
ionophore	DRUG	2a	2a:yt_med_seg
thiopental	DRUG	2a	2a:yt_med_seg
alpha interferon	DRUG	2a	2a:yt_med_seg
nos inhibitor	DRUG	2a	2a:yt_med_seg
vasopressor agents	DRUG	2a	2a:yt_med_seg
dobutamine	DRUG	2a	2a:yt_med_seg
mtc	DRUG	2a	2a:yt_med_seg
sinemet	DRUG	2a	2a:yt_med_seg
b-total	DRUG	2a	2a:yt_med_seg
injected drug	DRUG	2a	2a:yt_med_seg
cabotegravir	DRUG	2a	2a:yt_med_seg
cabenuva	DRUG	2a	2a:yt_med_seg
descovy	DRUG	2a	2a:yt_med_seg
obatoclax	DRUG	2a	2a:yt_med_seg
truvada	DRUG	2a	2a:yt_med_seg
atripla	DRUG	2a	2a:yt_med_seg
small interfering rna	DRUG	2a	2a:yt_med_seg
probiotic formula	DRUG	2a	2a:yt_med_seg
saccharomyces boulardii pill	DRUG	2a	2a:yt_med_seg
epinephrine and norepinephrine	DRUG	2a	2a:yt_med_seg
calypso	DRUG	2a	2a:yt_med_seg
willows	DRUG	2a	2a:yt_med_seg
remifentanil	DRUG	2a	2a:yt_med_seg
as element	DRUG	2a	2a:yt_med_seg
petroleum jelly	DRUG	2a	2a:yt_med_seg
aquaphor	DRUG	2a	2a:yt_med_seg
shea butter	DRUG	2a	2a:yt_med_seg
rose oil	DRUG	2a	2a:yt_med_seg
rosemary oil	DRUG	2a	2a:yt_med_seg
vitamin c product	DRUG	2a	2a:yt_med_seg
biopeptide	DRUG	2a	2a:yt_med_seg
retin	DRUG	2a	2a:yt_med_seg
retinols	DRUG	2a	2a:yt_med_seg
vitamin products	DRUG	2a	2a:yt_med_seg
gm1	DRUG	2a	2a:yt_med_seg
amix 500	DRUG	2a	2a:yt_med_seg
5 ht	DRUG	2a	2a:yt_med_seg
centaury	DRUG	2a	2a:yt_med_seg
aflibercept	DRUG	2a	2a:yt_med_seg
ibrufhalal	DRUG	2a	2a:yt_med_seg
promit	DRUG	2a	2a:yt_med_seg
psychostimulants	DRUG	2a	2a:yt_med_seg
ddi	DRUG	2a	2a:yt_med_seg
vivitrol	DRUG	2a	2a:yt_med_seg
complete senior	DRUG	2a	2a:yt_med_seg
compound b	DRUG	2a	2a:yt_med_seg
b compounds	DRUG	2a	2a:yt_med_seg
minica	DRUG	2a	2a:yt_med_seg
angiotensin 2	DRUG	2a	2a:yt_med_seg
sinuva	DRUG	2a	2a:yt_med_seg
mometasone furoate	DRUG	2a	2a:yt_med_seg
meningococcal vaccine	DRUG	2a	2a:yt_med_seg
otologicals	DRUG	2a	2a:yt_med_seg
tyrosine kinase inhibitor	DRUG	2a	2a:yt_med_seg
entrectinib	DRUG	2a	2a:yt_med_seg
psychoactive substance	DRUG	2a	2a:yt_med_seg
areca nut	DRUG	2a	2a:yt_med_seg
four-way	DRUG	2a	2a:yt_med_seg
hamamelis virginiana	DRUG	2a	2a:yt_med_seg
surgical spirit	DRUG	2a	2a:yt_med_seg
pharken	DRUG	2a	2a:yt_med_seg
trx4	DRUG	2a	2a:yt_med_seg
geraldol	DRUG	2a	2a:yt_med_seg
cetavlon solution	DRUG	2a	2a:yt_med_seg
prostacyclins	DRUG	2a	2a:yt_med_seg
mp4	DRUG	2a	2a:yt_med_seg
appna	DRUG	2a	2a:yt_med_seg
centipede	DRUG	2a	2a:yt_med_seg
iv fluids and electrolytes	DRUG	2a	2a:yt_med_seg
benzathine penicillin	DRUG	2a	2a:yt_med_seg
rifapentine	DRUG	2a	2a:yt_med_seg
cefixime	DRUG	2a	2a:yt_med_seg
peginterferon	DRUG	2a	2a:yt_med_seg
aids drug	DRUG	2a	2a:yt_med_seg
hemlock	DRUG	2a	2a:yt_med_seg
oral product	DRUG	2a	2a:yt_med_seg
raiser	DRUG	2a	2a:yt_med_seg
cotrimoxazole	DRUG	2a	2a:yt_med_seg
stavudine	DRUG	2a	2a:yt_med_seg
sefavirenz	DRUG	2a	2a:yt_med_seg
hmt	DRUG	2a	2a:yt_med_seg
acto	DRUG	2a	2a:yt_med_seg
genetic vaccination	DRUG	2a	2a:yt_med_seg
hippuric acid	DRUG	2a	2a:yt_med_seg
other vaccines	DRUG	2a	2a:yt_med_seg
hpv vaccines	DRUG	2a	2a:yt_med_seg
salk vaccine	DRUG	2a	2a:yt_med_seg
kupfer	DRUG	2a	2a:yt_med_seg
proteinase	DRUG	2a	2a:yt_med_seg
vs acid	DRUG	2a	2a:yt_med_seg
anastrozole	DRUG	2a	2a:yt_med_seg
6-mp	DRUG	2a	2a:yt_med_seg
rasburicase	DRUG	2a	2a:yt_med_seg
allantoin	DRUG	2a	2a:yt_med_seg
fluoropyrimidine	DRUG	2a	2a:yt_med_seg
lapatinib	DRUG	2a	2a:yt_med_seg
ret inhibitor	DRUG	2a	2a:yt_med_seg
mobilisin	DRUG	2a	2a:yt_med_seg
hemophil	DRUG	2a	2a:yt_med_seg
e 2012	DRUG	2a	2a:yt_med_seg
pharmaceutical agent	DRUG	2a	2a:yt_med_seg
intermezzo	DRUG	2a	2a:yt_med_seg
colyte	DRUG	2a	2a:yt_med_seg
tunic	DRUG	2a	2a:yt_med_seg
manuka honey	DRUG	2a	2a:yt_med_seg
beta glucans	DRUG	2a	2a:yt_med_seg
beta glucan	DRUG	2a	2a:yt_med_seg
eculizumab	DRUG	2a	2a:yt_med_seg
deab	DRUG	2a	2a:yt_med_seg
oral anticoagulants	DRUG	2a	2a:yt_med_seg
investigational drugs	DRUG	2a	2a:yt_med_seg
rosanil	DRUG	2a	2a:yt_med_seg
theramine	DRUG	2a	2a:yt_med_seg
byetta	DRUG	2a	2a:yt_med_seg
hypoglycemic agents	DRUG	2a	2a:yt_med_seg
lispro	DRUG	2a	2a:yt_med_seg
oral hypoglycemics	DRUG	2a	2a:yt_med_seg
flumazenil	DRUG	2a	2a:yt_med_seg
china clay	DRUG	2a	2a:yt_med_seg
laetrile	DRUG	2a	2a:yt_med_seg
brewer's yeast	DRUG	2a	2a:yt_med_seg
atlantic salmon	DRUG	2a	2a:yt_med_seg
sweet orange	DRUG	2a	2a:yt_med_seg
diethylmalonic acid	DRUG	2a	2a:yt_med_seg
buthiopurine	DRUG	2a	2a:yt_med_seg
lovenox	DRUG	2a	2a:yt_med_seg
pdgfr inhibitor	DRUG	2a	2a:yt_med_seg
spasmolytic	DRUG	2a	2a:yt_med_seg
etv	DRUG	2a	2a:yt_med_seg
propafenone	DRUG	2a	2a:yt_med_seg
dofetilide	DRUG	2a	2a:yt_med_seg
biosimilar	DRUG	2a	2a:yt_med_seg
zaltrap	DRUG	2a	2a:yt_med_seg
orkambi	DRUG	2a	2a:yt_med_seg
neupogen	DRUG	2a	2a:yt_med_seg
biologic drug	DRUG	2a	2a:yt_med_seg
colloidal silver	DRUG	2a	2a:yt_med_seg
human papillomavirus vaccines	DRUG	2a	2a:yt_med_seg
cancer vaccines	DRUG	2a	2a:yt_med_seg
ravulizumab	DRUG	2a	2a:yt_med_seg
c5a	DRUG	2a	2a:yt_med_seg
antalon	DRUG	2a	2a:yt_med_seg
acamprosate	DRUG	2a	2a:yt_med_seg
topamax	DRUG	2a	2a:yt_med_seg
solan	DRUG	2a	2a:yt_med_seg
interceptor	DRUG	2a	2a:yt_med_seg
minolis	DRUG	2a	2a:yt_med_seg
rid one and done	DRUG	2a	2a:yt_med_seg
murine	DRUG	2a	2a:yt_med_seg
phi x 174	DRUG	2a	2a:yt_med_seg
k-right	DRUG	2a	2a:yt_med_seg
brown algae	DRUG	2a	2a:yt_med_seg
allegro	DRUG	2a	2a:yt_med_seg
albendazole	DRUG	2a	2a:yt_med_seg
purify water	DRUG	2a	2a:yt_med_seg
sodium hypochlorite	DRUG	2a	2a:yt_med_seg
parachlorophenol	DRUG	2a	2a:yt_med_seg
4-chlorophenol	DRUG	2a	2a:yt_med_seg
lentil	DRUG	2a	2a:yt_med_seg
glatiramer acetate	DRUG	2a	2a:yt_med_seg
interferon-beta	DRUG	2a	2a:yt_med_seg
antispasmodics	DRUG	2a	2a:yt_med_seg
baclofen	DRUG	2a	2a:yt_med_seg
meclonazepam	DRUG	2a	2a:yt_med_seg
tecfidera	DRUG	2a	2a:yt_med_seg
tysabri	DRUG	2a	2a:yt_med_seg
coumadine	DRUG	2a	2a:yt_med_seg
polyphenylalanine	DRUG	2a	2a:yt_med_seg
pepto-bismol	DRUG	2a	2a:yt_med_seg
flagyl	DRUG	2a	2a:yt_med_seg
carrageenin	DRUG	2a	2a:yt_med_seg
alpain	DRUG	2a	2a:yt_med_seg
ataluren	DRUG	2a	2a:yt_med_seg
trichostatin	DRUG	2a	2a:yt_med_seg
proteasome inhibitor	DRUG	2a	2a:yt_med_seg
bnab	DRUG	2a	2a:yt_med_seg
n803	DRUG	2a	2a:yt_med_seg
mk-852	DRUG	2a	2a:yt_med_seg
lenacapavir	DRUG	2a	2a:yt_med_seg
rilpivirine	DRUG	2a	2a:yt_med_seg
islatravir	DRUG	2a	2a:yt_med_seg
eatg	DRUG	2a	2a:yt_med_seg
ethers	DRUG	2a	2a:yt_med_seg
gingers	DRUG	2a	2a:yt_med_seg
amb	DRUG	2a	2a:yt_med_seg
tetanus toxin	DRUG	2a	2a:yt_med_seg
toxoid vaccine	DRUG	2a	2a:yt_med_seg
listeriolysin o	DRUG	2a	2a:yt_med_seg
victoza	DRUG	2a	2a:yt_med_seg
sympathomimetic drugs	DRUG	2a	2a:yt_med_seg
creatine phosphate	DRUG	2a	2a:yt_med_seg
bisphosphonates	DRUG	2a	2a:yt_med_seg
abaloparatide	DRUG	2a	2a:yt_med_seg
teriparatide	DRUG	2a	2a:yt_med_seg
risedronate	DRUG	2a	2a:yt_med_seg
rapinex	DRUG	2a	2a:yt_med_seg
fempress	DRUG	2a	2a:yt_med_seg
roctavian	DRUG	2a	2a:yt_med_seg
rubicon	DRUG	2a	2a:yt_med_seg
sodium ion	DRUG	2a	2a:yt_med_seg
mannitol	DRUG	2a	2a:yt_med_seg
premixed insulin	DRUG	2a	2a:yt_med_seg
slt	DRUG	2a	2a:yt_med_seg
enbrel	DRUG	2a	2a:yt_med_seg
pgi	DRUG	2a	2a:yt_med_seg
apana	DRUG	2a	2a:yt_med_seg
fluoride calcium	DRUG	2a	2a:yt_med_seg
ferrous ion	DRUG	2a	2a:yt_med_seg
chelates	DRUG	2a	2a:yt_med_seg
alpha amylase	DRUG	2a	2a:yt_med_seg
pbta	DRUG	2a	2a:yt_med_seg
parasympathomimetics	DRUG	2a	2a:yt_med_seg
pilocarpine	DRUG	2a	2a:yt_med_seg
arecoline	DRUG	2a	2a:yt_med_seg
carbachol	DRUG	2a	2a:yt_med_seg
camila	DRUG	2a	2a:yt_med_seg
ebola vaccines	DRUG	2a	2a:yt_med_seg
beldin	DRUG	2a	2a:yt_med_seg
cystatin	DRUG	2a	2a:yt_med_seg
isosorbide	DRUG	2a	2a:yt_med_seg
vioxx	DRUG	2a	2a:yt_med_seg
cantor	DRUG	2a	2a:yt_med_seg
anti-rheumatic drugs	DRUG	2a	2a:yt_med_seg
dichloroacetic acid	DRUG	2a	2a:yt_med_seg
artichoke	DRUG	2a	2a:yt_med_seg
plasminogen activators	DRUG	2a	2a:yt_med_seg
medicinal marijuana	DRUG	2a	2a:yt_med_seg
cyclooxygenase 2 inhibitor	DRUG	2a	2a:yt_med_seg
topoisomerase 1 inhibitor	DRUG	2a	2a:yt_med_seg
antifungal drug	DRUG	2a	2a:yt_med_seg
amodiaquine	DRUG	2a	2a:yt_med_seg
nppa	DRUG	2a	2a:yt_med_seg
interferon beta	DRUG	2a	2a:yt_med_seg
corn starch	DRUG	2a	2a:yt_med_seg
prenatal vitamins	DRUG	2a	2a:yt_med_seg
pcn	DRUG	2a	2a:yt_med_seg
kullo	DRUG	2a	2a:yt_med_seg
patent medicine	DRUG	2a	2a:yt_med_seg
il-10	DRUG	2a	2a:yt_med_seg
p30	DRUG	2a	2a:yt_med_seg
btk inhibitor	DRUG	2a	2a:yt_med_seg
anti-tnf drug	DRUG	2a	2a:yt_med_seg
exfoliant	DRUG	2a	2a:yt_med_seg
ibuprofen children	DRUG	2a	2a:yt_med_seg
red ant	DRUG	2a	2a:yt_med_seg
methylfolate	DRUG	2a	2a:yt_med_seg
adp receptor antagonist	DRUG	2a	2a:yt_med_seg
prilosec	DRUG	2a	2a:yt_med_seg
is 145	DRUG	2a	2a:yt_med_seg
dimethylmercury	DRUG	2a	2a:yt_med_seg
smelt	DRUG	2a	2a:yt_med_seg
goitrogens	DRUG	2a	2a:yt_med_seg
mustard greens	DRUG	2a	2a:yt_med_seg
bht	DRUG	2a	2a:yt_med_seg
wheat meal	DRUG	2a	2a:yt_med_seg
artificial colors	DRUG	2a	2a:yt_med_seg
monosodium glutamate	DRUG	2a	2a:yt_med_seg
saccharin	DRUG	2a	2a:yt_med_seg
lecithin	DRUG	2a	2a:yt_med_seg
bovine growth hormone	DRUG	2a	2a:yt_med_seg
ides recombinant	DRUG	2a	2a:yt_med_seg
activated carbon	DRUG	2a	2a:yt_med_seg
oxis	DRUG	2a	2a:yt_med_seg
bifidobacterin	DRUG	2a	2a:yt_med_seg
dnase	DRUG	2a	2a:yt_med_seg
bananin	DRUG	2a	2a:yt_med_seg
coban	DRUG	2a	2a:yt_med_seg
and 019	DRUG	2a	2a:yt_med_seg
triveen ten	DRUG	2a	2a:yt_med_seg
calcium 40	DRUG	2a	2a:yt_med_seg
b 50 complex	DRUG	2a	2a:yt_med_seg
carboxypeptidase	DRUG	2a	2a:yt_med_seg
endopeptidases	DRUG	2a	2a:yt_med_seg
3-hahaap	DRUG	2a	2a:yt_med_seg
probiotic 2 billion gummies	DRUG	2a	2a:yt_med_seg
ringers solution	DRUG	2a	2a:yt_med_seg
ringer's solution	DRUG	2a	2a:yt_med_seg
t-dm1	DRUG	2a	2a:yt_med_seg
cytotoxic agent	DRUG	2a	2a:yt_med_seg
anti-histamine	DRUG	2a	2a:yt_med_seg
cane sugar	DRUG	2a	2a:yt_med_seg
beet sugar	DRUG	2a	2a:yt_med_seg
coffee carbon	DRUG	2a	2a:yt_med_seg
ranitidine	DRUG	2a	2a:yt_med_seg
acid reducer	DRUG	2a	2a:yt_med_seg
anti-inflammatory agent	DRUG	2a	2a:yt_med_seg
lycopenes	DRUG	2a	2a:yt_med_seg
anti-inflammatory agents	DRUG	2a	2a:yt_med_seg
anti-mullerian hormone	DRUG	2a	2a:yt_med_seg
fluoxetine	DRUG	2a	2a:yt_med_seg
norpramin	DRUG	2a	2a:yt_med_seg
strattera	DRUG	2a	2a:yt_med_seg
tofranil	DRUG	2a	2a:yt_med_seg
tempol	DRUG	2a	2a:yt_med_seg
nitric oxide donor	DRUG	2a	2a:yt_med_seg
superoxide	DRUG	2a	2a:yt_med_seg
sudafed	DRUG	2a	2a:yt_med_seg
travel well	DRUG	2a	2a:yt_med_seg
wallflower	DRUG	2a	2a:yt_med_seg
cashews	DRUG	2a	2a:yt_med_seg
α-linolenic acid	DRUG	2a	2a:yt_med_seg
sesame oil	DRUG	2a	2a:yt_med_seg
brazil nut	DRUG	2a	2a:yt_med_seg
phytosterol	DRUG	2a	2a:yt_med_seg
macadamia nut oil	DRUG	2a	2a:yt_med_seg
l dopa	DRUG	2a	2a:yt_med_seg
just one per day	DRUG	2a	2a:yt_med_seg
serotonergic agonist	DRUG	2a	2a:yt_med_seg
n-acetylcysteine	DRUG	2a	2a:yt_med_seg
dhep	DRUG	2a	2a:yt_med_seg
alosetron	DRUG	2a	2a:yt_med_seg
rifaximin	DRUG	2a	2a:yt_med_seg
sea cucumber	DRUG	2a	2a:yt_med_seg
biomet	DRUG	2a	2a:yt_med_seg
delos	DRUG	2a	2a:yt_med_seg
cholesterol-lowering drug	DRUG	2a	2a:yt_med_seg
dihydropyridine	DRUG	2a	2a:yt_med_seg
arthur itis	DRUG	2a	2a:yt_med_seg
goldenseal	DRUG	2a	2a:yt_med_seg
curcuma	DRUG	2a	2a:yt_med_seg
non-essential amino acid	DRUG	2a	2a:yt_med_seg
olive leaf extract	DRUG	2a	2a:yt_med_seg
olive leaf	DRUG	2a	2a:yt_med_seg
oleuropein	DRUG	2a	2a:yt_med_seg
licorice root	DRUG	2a	2a:yt_med_seg
contergan	DRUG	2a	2a:yt_med_seg
inotropic support	DRUG	2a	2a:yt_med_seg
sacred lotus	DRUG	2a	2a:yt_med_seg
oil palm	DRUG	2a	2a:yt_med_seg
rhodiola	DRUG	2a	2a:yt_med_seg
cat's claw	DRUG	2a	2a:yt_med_seg
indifferent preparations	DRUG	2a	2a:yt_med_seg
orange tincture	DRUG	2a	2a:yt_med_seg
nosodes	DRUG	2a	2a:yt_med_seg
lgg	DRUG	2a	2a:yt_med_seg
avarone	DRUG	2a	2a:yt_med_seg
thais	DRUG	2a	2a:yt_med_seg
rhubarb	DRUG	2a	2a:yt_med_seg
beechams	DRUG	2a	2a:yt_med_seg
tings	DRUG	2a	2a:yt_med_seg
damme	DRUG	2a	2a:yt_med_seg
captopril	DRUG	2a	2a:yt_med_seg
thyroid medications	DRUG	2a	2a:yt_med_seg
ephedra	DRUG	2a	2a:yt_med_seg
frankincense	DRUG	2a	2a:yt_med_seg
interleukin 1 beta	DRUG	2a	2a:yt_med_seg
il 1 beta	DRUG	2a	2a:yt_med_seg
canakinumab	DRUG	2a	2a:yt_med_seg
thienopyridine	DRUG	2a	2a:yt_med_seg
topical anaesthetic	DRUG	2a	2a:yt_med_seg
multi-day	DRUG	2a	2a:yt_med_seg
monoamine oxidase inhibitor	DRUG	2a	2a:yt_med_seg
kerb	DRUG	2a	2a:yt_med_seg
supersoft	DRUG	2a	2a:yt_med_seg
beach sand	DRUG	2a	2a:yt_med_seg
tele-methylhistamine	DRUG	2a	2a:yt_med_seg
mould element	DRUG	2a	2a:yt_med_seg
tgfbeta1	DRUG	2a	2a:yt_med_seg
dmt	DRUG	2a	2a:yt_med_seg
psychedelic drug	DRUG	2a	2a:yt_med_seg
carbaril	DRUG	2a	2a:yt_med_seg
woodward's	DRUG	2a	2a:yt_med_seg
t 18	DRUG	2a	2a:yt_med_seg
benzide	DRUG	2a	2a:yt_med_seg
lipin	DRUG	2a	2a:yt_med_seg
rimatil	DRUG	2a	2a:yt_med_seg
ursodiol	DRUG	3a	3a:syn_dict
h2 blocker	DRUG	3a	3a:syn_dict
metamizole	DRUG	3a	3a:syn_dict
levofloxacin	DRUG	3a	3a:syn_dict
acenocoumarol	DRUG	3a	3a:syn_dict
subcutaneous heparin	DRUG	3a	3a:syn_dict
enoxaparin	DRUG	3a	3a:syn_dict
norvasc	DRUG	3a	3a:syn_dict
cozaar	DRUG	3a	3a:syn_dict
latanoprost	DRUG	3a	3a:syn_dict
cycloplegics	DRUG	3a	3a:syn_dict
tetrazepam	DRUG	3a	3a:syn_dict
keflex	DRUG	3a	3a:syn_dict
pasp	DRUG	3a	3a:syn_dict
alteplase	DRUG	3a	3a:syn_dict
coagulation factor viii	DRUG	3a	3a:syn_dict
other urologicals	DRUG	3a	3a:syn_dict
miotic	DRUG	3a	3a:syn_dict
staphylococcin	DRUG	3a	3a:syn_dict
nafcillin	DRUG	3a	3a:syn_dict
piperacillin	DRUG	3a	3a:syn_dict
tazobactam	DRUG	3a	3a:syn_dict
antitrypanosomal	DRUG	3a	3a:syn_dict
benznidazole	DRUG	3a	3a:syn_dict
nifurtimox	DRUG	3a	3a:syn_dict
lucentis	DRUG	3a	3a:syn_dict
darvocet	DRUG	3a	3a:syn_dict
oxacillin	DRUG	3a	3a:syn_dict
bp 1002	DRUG	3a	3a:syn_dict
cefotaxime	DRUG	3a	3a:syn_dict
tolvaptan	DRUG	3a	3a:syn_dict
hespan	DRUG	3a	3a:syn_dict
l-praziquantel	DRUG	3a	3a:syn_dict
bartonella henselae dna	DRUG	3a	3a:syn_dict
lorcet	DRUG	3a	3a:syn_dict
thioridazine	DRUG	3a	3a:syn_dict
oral amoxicillin	DRUG	3a	3a:syn_dict
acetylcysteine	DRUG	3a	3a:syn_dict
norco	DRUG	3a	3a:syn_dict
tizanidine	DRUG	3a	3a:syn_dict
clavulanate	DRUG	3a	3a:syn_dict
propoxyphene acetaminophen	DRUG	3a	3a:syn_dict
etanercept	DRUG	3a	3a:syn_dict
enalapril	DRUG	3a	3a:syn_dict
neurontin	DRUG	3a	3a:syn_dict
antral	DRUG	3a	3a:syn_dict
glucoses	DRUG	3a	3a:syn_dict
flexeril	DRUG	3a	3a:syn_dict
augmentin xr	DRUG	3a	3a:syn_dict
diazoxide	DRUG	3a	3a:syn_dict
mycophenolate	DRUG	3a	3a:syn_dict
yaz	DRUG	3a	3a:syn_dict
icy hot	DRUG	3a	3a:syn_dict
niaspan	DRUG	3a	3a:syn_dict
diovan	DRUG	3a	3a:syn_dict
lovaza	DRUG	3a	3a:syn_dict
zetia	DRUG	3a	3a:syn_dict
duloxetine	DRUG	3a	3a:syn_dict
doxazosin	DRUG	3a	3a:syn_dict
thiamazole	DRUG	3a	3a:syn_dict
corticosteroid injection	DRUG	3a	3a:syn_dict
benicar hct	DRUG	3a	3a:syn_dict
hypertension medications	DRUG	3a	3a:syn_dict
venlafaxine	DRUG	3a	3a:syn_dict
dalteparin	DRUG	3a	3a:syn_dict
excedrin	DRUG	3a	3a:syn_dict
fulvestrant	DRUG	3a	3a:syn_dict
vinorelbine	DRUG	3a	3a:syn_dict
medrol	DRUG	3a	3a:syn_dict
acetazolamide	DRUG	3a	3a:syn_dict
brinzolamide	DRUG	3a	3a:syn_dict
brimonidine	DRUG	3a	3a:syn_dict
tafluprost	DRUG	3a	3a:syn_dict
timolol	DRUG	3a	3a:syn_dict
novorapid	DRUG	3a	3a:syn_dict
aristocort r	DRUG	3a	3a:syn_dict
collagenase	DRUG	3a	3a:syn_dict
mylicon	DRUG	3a	3a:syn_dict
lisinopril and amlodipine	DRUG	3a	3a:syn_dict
colace	DRUG	3a	3a:syn_dict
vesicare	DRUG	3a	3a:syn_dict
nasacort	DRUG	3a	3a:syn_dict
lanreotide	DRUG	3a	3a:syn_dict
albuterol ipratropium	DRUG	3a	3a:syn_dict
collagenase ointment	DRUG	3a	3a:syn_dict
liposomal amphotericin b	DRUG	3a	3a:syn_dict
corticosteroid therapy	DRUG	3a	3a:syn_dict
t 98	DRUG	3a	3a:syn_dict
riluzole	DRUG	3a	3a:syn_dict
salatac	DRUG	3a	3a:syn_dict
bentone	DRUG	3a	3a:syn_dict
ixabepilone	DRUG	3a	3a:syn_dict
ixempra	DRUG	3a	3a:syn_dict
clonazepam	DRUG	3a	3a:syn_dict
ttg	DRUG	3a	3a:syn_dict
ramucirumab	DRUG	3a	3a:syn_dict
paroxetine	DRUG	3a	3a:syn_dict
lidocaine viscous	DRUG	3a	3a:syn_dict
pyrimethamine	DRUG	3a	3a:syn_dict
sulfadiazine	DRUG	3a	3a:syn_dict
topical steroids	DRUG	3a	3a:syn_dict
risperidone	DRUG	3a	3a:syn_dict
eylea	DRUG	3a	3a:syn_dict
imuran	DRUG	3a	3a:syn_dict
triptan	DRUG	3a	3a:syn_dict
tobramycin ophthalmic ointment	DRUG	3a	3a:syn_dict
tdap	DRUG	3a	3a:syn_dict
altace	DRUG	3a	3a:syn_dict
anakinra	DRUG	3a	3a:syn_dict
ultram	DRUG	3a	3a:syn_dict
cologuard	DRUG	3a	3a:syn_dict
mesalamine	DRUG	3a	3a:syn_dict
fluocinonide topical cream	DRUG	3a	3a:syn_dict
hydrocortisone aceponate	DRUG	3a	3a:syn_dict
talcum powder	DRUG	3a	3a:syn_dict
mycose	DRUG	3a	3a:syn_dict
bromazepam	DRUG	3a	3a:syn_dict
b complex c	DRUG	3a	3a:syn_dict
dheas	DRUG	3a	3a:syn_dict
pravachol	DRUG	3a	3a:syn_dict
welchol	DRUG	3a	3a:syn_dict
pembrolizumab	DRUG	3a	3a:syn_dict
tiapridex	DRUG	3a	3a:syn_dict
bendamustine	DRUG	3a	3a:syn_dict
protein supplementation	DRUG	3a	3a:syn_dict
lactobacillus rhamnosus	DRUG	3a	3a:syn_dict
oral supplements	DRUG	3a	3a:syn_dict
superol	DRUG	3a	3a:syn_dict
ornithine	DRUG	3a	3a:syn_dict
zestril	DRUG	3a	3a:syn_dict
reglan	DRUG	3a	3a:syn_dict
megace	DRUG	3a	3a:syn_dict
intravenous heparin	DRUG	3a	3a:syn_dict
hypotensive agents	DRUG	3a	3a:syn_dict
pressor	DRUG	3a	3a:syn_dict
cefazolin	DRUG	3a	3a:syn_dict
prevnar 20	DRUG	3a	3a:syn_dict
carbidopa levodopa	DRUG	3a	3a:syn_dict
proventil	DRUG	3a	3a:syn_dict
flonase	DRUG	3a	3a:syn_dict
calcineurin inhibitor	DRUG	3a	3a:syn_dict
cefalotin	DRUG	3a	3a:syn_dict
pyrazinamide	DRUG	3a	3a:syn_dict
pcv20	DRUG	3a	3a:syn_dict
imipenem	DRUG	3a	3a:syn_dict
acetylsalicylic acid	DRUG	3a	3a:syn_dict
nebivolol	DRUG	3a	3a:syn_dict
fosfomycin	DRUG	3a	3a:syn_dict
vallergan	DRUG	3a	3a:syn_dict
remeron	DRUG	3a	3a:syn_dict
mylanta	DRUG	3a	3a:syn_dict
sulfacetamide	DRUG	3a	3a:syn_dict
metrocream	DRUG	3a	3a:syn_dict
pegylated liposomal doxorubicin	DRUG	3a	3a:syn_dict
glyburide	DRUG	3a	3a:syn_dict
trileptal	DRUG	3a	3a:syn_dict
oral iron	DRUG	3a	3a:syn_dict
nizoral	DRUG	3a	3a:syn_dict
glulisine insulin	DRUG	3a	3a:syn_dict
glargine insulin	DRUG	3a	3a:syn_dict
oral prednisolone	DRUG	3a	3a:syn_dict
topical lidocaine	DRUG	3a	3a:syn_dict
thoracol	DRUG	3a	3a:syn_dict
isoproterenol	DRUG	3a	3a:syn_dict
salazopyrine	DRUG	3a	3a:syn_dict
duricef	DRUG	3a	3a:syn_dict
tigecycline	DRUG	3a	3a:syn_dict
antibiotics and corticosteroids	DRUG	3a	3a:syn_dict
gcs 100	DRUG	3a	3a:syn_dict
adriamycinol	DRUG	3a	3a:syn_dict
topical tacrolimus	DRUG	3a	3a:syn_dict
verteporfin	DRUG	3a	3a:syn_dict
visudyne	DRUG	3a	3a:syn_dict
omalizumab	DRUG	3a	3a:syn_dict
oral acyclovir	DRUG	3a	3a:syn_dict
tolterodine	DRUG	3a	3a:syn_dict
oral metronidazole	DRUG	3a	3a:syn_dict
maxalt	DRUG	3a	3a:syn_dict
urea cream	DRUG	3a	3a:syn_dict
gnrh analogue	DRUG	3a	3a:syn_dict
decanoate	DRUG	3a	3a:syn_dict
prussian blue	DRUG	3a	3a:syn_dict
prednisolone eye drops	DRUG	3a	3a:syn_dict
rectal diazepam	DRUG	3a	3a:syn_dict
simethicone	DRUG	3a	3a:syn_dict
aranesp	DRUG	3a	3a:syn_dict
disopyramide	DRUG	3a	3a:syn_dict
pulmonary vasodilators	DRUG	3a	3a:syn_dict
ranibizumab	DRUG	3a	3a:syn_dict
valaciclovir	DRUG	3a	3a:syn_dict
exenatide	DRUG	3a	3a:syn_dict
mavik	DRUG	3a	3a:syn_dict
