kind	model_or_pair	fid	words_fixed	words_buggy	fixed_err	buggy_err
solo	sensevoice-no-itn	RES0016	1327	1287	130	201
solo	sensevoice-no-itn	RES0017	1751	1698	176	264
solo	sensevoice-no-itn	RES0019	1334	1300	160	208
solo	sensevoice-no-itn	RES0018	1334	1294	149	216
solo	sensevoice-no-itn	RES0023	1099	1054	206	266
solo	sensevoice-no-itn	RES0021	1255	1226	166	208
solo	sensevoice-no-itn	RES0020	1413	1386	186	235
solo	sensevoice-no-itn	RES0029	811	787	95	131
solo	sensevoice-no-itn	RES0024	1004	969	136	200
solo	sensevoice-no-itn	RES0027	1366	1323	155	223
solo	sensevoice-no-itn	RES0030	1184	1158	133	167
solo	sensevoice-no-itn	RES0028	1156	1130	136	166
solo	sensevoice-no-itn	RES0025	1393	1342	205	282
solo	sensevoice-no-itn	RES0032	1212	1169	131	186
solo	sensevoice-no-itn	RES0022	1999	1927	237	361
solo	sensevoice-no-itn	RES0026	1544	1504	177	243
solo	sensevoice-no-itn	RES0035	958	944	80	102
solo	sensevoice-no-itn	RES0031	1343	1297	135	206
solo	sensevoice-no-itn	RES0033	1372	1306	123	245
solo	sensevoice-no-itn	RES0037	1453	1413	187	247
solo	sensevoice-no-itn	RES0036	1423	1368	149	222
solo	sensevoice-no-itn	RES0038	1554	1504	190	253
solo	sensevoice-no-itn	RES0043	1503	1451	240	312
solo	sensevoice-no-itn	RES0034	1685	1627	190	284
solo	sensevoice-no-itn	RES0042	1264	1222	211	268
solo	sensevoice-no-itn	RES0045	1204	1158	123	186
solo	sensevoice-no-itn	RES0046	1588	1532	185	276
solo	sensevoice-no-itn	RES0039	1672	1635	207	260
solo	sensevoice-no-itn	RES0052	828	809	147	180
solo	sensevoice-no-itn	RES0051	997	970	143	186
solo	sensevoice-no-itn	RES0049	1622	1555	197	304
solo	sensevoice-no-itn	RES0044	1859	1776	216	332
solo	sensevoice-no-itn	RES0050	1109	1084	114	157
solo	sensevoice-no-itn	RES0047	1628	1575	212	293
solo	sensevoice-no-itn	RES0056	1174	1140	201	247
solo	sensevoice-no-itn	RES0048	1809	1726	254	375
solo	sensevoice-no-itn	RES0059	1358	1327	206	257
solo	sensevoice-no-itn	RES0058	1514	1462	261	350
solo	sensevoice-no-itn	RES0055	1375	1328	283	370
solo	sensevoice-no-itn	RES0057	1245	1194	269	351
solo	sensevoice-no-itn	RES0060	1683	1616	297	413
solo	sensevoice-no-itn	RES0064	1078	1046	152	203
solo	sensevoice-no-itn	RES0053	1982	1906	401	516
solo	sensevoice-no-itn	RES0067	946	912	121	176
solo	sensevoice-no-itn	RES0065	1089	1064	160	205
solo	sensevoice-no-itn	RES0063	1439	1384	211	306
solo	sensevoice-no-itn	RES0066	1192	1160	162	217
solo	sensevoice-no-itn	RES0061	1783	1701	257	393
solo	sensevoice-no-itn	RES0054	2491	2446	808	854
solo	sensevoice-no-itn	RES0070	976	946	183	230
solo	sensevoice-no-itn	RES0069	1026	994	230	263
solo	sensevoice-no-itn	RES0068	1213	1168	172	241
solo	sensevoice-no-itn	RES0062	1965	1905	315	414
solo	sensevoice-no-itn	RES0071	1301	1261	181	246
solo	sensevoice-no-itn	RES0079	841	815	136	185
solo	sensevoice-no-itn	RES0073	1340	1303	197	264
solo	sensevoice-no-itn	RES0072	1182	1150	187	238
solo	sensevoice-no-itn	RES0074	1246	1206	160	233
solo	sensevoice-no-itn	RES0075	1112	1070	153	224
solo	sensevoice-no-itn	RES0078	1140	1092	177	254
solo	sensevoice-no-itn	RES0076	1569	1513	198	299
solo	sensevoice-no-itn	RES0082	932	891	153	225
solo	sensevoice-no-itn	RES0080	1225	1179	188	273
solo	sensevoice-no-itn	RES0083	990	962	176	209
solo	sensevoice-no-itn	RES0085	959	923	145	200
solo	sensevoice-no-itn	RES0077	1649	1585	248	352
solo	sensevoice-no-itn	RES0084	1562	1516	190	280
solo	sensevoice-no-itn	RES0081	1455	1391	238	335
solo	sensevoice-no-itn	RES0087	1359	1306	157	252
solo	sensevoice-no-itn	RES0086	1523	1463	225	326
solo	sensevoice-no-itn	RES0092	837	800	133	195
solo	sensevoice-no-itn	RES0091	901	869	82	130
solo	sensevoice-no-itn	RES0088	1373	1336	155	211
solo	sensevoice-no-itn	RES0094	793	766	109	160
solo	sensevoice-no-itn	RES0090	1193	1160	110	167
solo	sensevoice-no-itn	RES0093	1606	1543	259	346
solo	sensevoice-no-itn	RES0096	1292	1251	285	333
solo	sensevoice-no-itn	RES0098	1474	1422	157	250
solo	sensevoice-no-itn	RES0099	1554	1505	194	266
solo	sensevoice-no-itn	RES0089	1800	1749	190	281
solo	sensevoice-no-itn	RES0097	1381	1319	249	320
solo	sensevoice-no-itn	RES0095	1467	1426	227	290
solo	sensevoice-no-itn	RES0103	1100	1063	140	200
solo	sensevoice-no-itn	RES0101	1430	1379	174	252
solo	sensevoice-no-itn	RES0106	1307	1251	184	253
solo	sensevoice-no-itn	RES0108	950	918	138	177
solo	sensevoice-no-itn	RES0105	1738	1663	227	338
solo	sensevoice-no-itn	RES0107	1596	1520	217	337
solo	sensevoice-no-itn	RES0112	835	795	94	160
solo	sensevoice-no-itn	RES0100	1767	1710	182	267
solo	sensevoice-no-itn	RES0109	845	817	118	164
solo	sensevoice-no-itn	RES0104	1563	1511	196	277
solo	sensevoice-no-itn	RES0111	965	927	118	183
solo	sensevoice-no-itn	RES0102	2025	1952	217	331
solo	sensevoice-no-itn	RES0118	947	921	83	135
solo	sensevoice-no-itn	RES0117	951	920	117	163
solo	sensevoice-no-itn	RES0110	1565	1512	177	251
solo	sensevoice-no-itn	RES0113	1079	1043	121	185
solo	sensevoice-no-itn	RES0119	1359	1302	120	223
solo	sensevoice-no-itn	RES0121	962	930	67	123
solo	sensevoice-no-itn	RES0116	1588	1533	189	260
solo	sensevoice-no-itn	RES0120	1381	1325	80	170
solo	sensevoice-no-itn	RES0122	1046	1005	115	178
solo	sensevoice-no-itn	RES0114	1673	1606	232	347
solo	sensevoice-no-itn	RES0129	1078	1040	150	207
solo	sensevoice-no-itn	RES0125	1638	1576	166	245
solo	sensevoice-no-itn	RES0128	1095	1062	152	210
solo	sensevoice-no-itn	RES0131	1231	1176	137	219
solo	sensevoice-no-itn	RES0123	1716	1647	201	302
solo	sensevoice-no-itn	RES0126	1858	1784	275	394
solo	sensevoice-no-itn	RES0127	1461	1418	183	256
solo	sensevoice-no-itn	RES0124	1729	1675	158	249
solo	sensevoice-no-itn	RES0130	1329	1282	108	183
solo	sensevoice-no-itn	RES0135	1224	1191	130	175
solo	sensevoice-no-itn	RES0136	1243	1211	129	182
solo	sensevoice-no-itn	RES0132	1309	1276	106	168
solo	sensevoice-no-itn	RES0133	1264	1222	130	187
solo	sensevoice-no-itn	RES0140	907	877	125	171
solo	sensevoice-no-itn	RES0138	1148	1118	212	244
solo	sensevoice-no-itn	RES0142	778	758	113	143
solo	sensevoice-no-itn	RES0139	1131	1093	149	196
solo	sensevoice-no-itn	RES0137	1274	1216	152	231
solo	sensevoice-no-itn	RES0141	987	949	120	178
solo	sensevoice-no-itn	RES0134	1679	1630	157	229
solo	sensevoice-no-itn	RES0144	1153	1119	165	229
solo	sensevoice-no-itn	RES0143	1119	1080	137	184
solo	sensevoice-no-itn	RES0148	1136	1101	190	223
solo	sensevoice-no-itn	RES0145	1326	1277	194	269
solo	sensevoice-no-itn	RES0146	898	870	123	160
solo	sensevoice-no-itn	RES0149	1270	1231	175	232
solo	sensevoice-no-itn	RES0147	1274	1234	203	262
solo	sensevoice-no-itn	RES0154	943	922	139	178
solo	sensevoice-no-itn	RES0150	1147	1099	179	244
solo	sensevoice-no-itn	RES0152	1059	1028	131	187
solo	sensevoice-no-itn	RES0151	1157	1125	159	204
solo	sensevoice-no-itn	RES0153	1103	1063	157	217
solo	sensevoice-no-itn	RES0158	1079	1034	139	202
solo	sensevoice-no-itn	RES0159	1104	1060	136	204
solo	sensevoice-no-itn	RES0156	1016	983	166	205
solo	sensevoice-no-itn	RES0155	1439	1380	202	277
solo	sensevoice-no-itn	RES0160	1135	1093	176	239
solo	sensevoice-no-itn	RES0161	1034	993	152	209
solo	sensevoice-no-itn	RES0169	946	906	130	201
solo	sensevoice-no-itn	RES0165	909	881	150	190
solo	sensevoice-no-itn	RES0162	1235	1183	157	232
solo	sensevoice-no-itn	RES0163	1200	1155	147	217
solo	sensevoice-no-itn	RES0168	1329	1271	167	271
solo	sensevoice-no-itn	RES0167	1181	1132	134	208
solo	sensevoice-no-itn	RES0166	1155	1117	179	241
solo	sensevoice-no-itn	RES0164	1248	1197	230	298
solo	sensevoice-no-itn	RES0171	1368	1306	177	277
solo	sensevoice-no-itn	RES0170	1351	1300	201	268
solo	sensevoice-no-itn	RES0172	1195	1148	165	237
solo	sensevoice-no-itn	RES0173	1262	1210	188	270
solo	sensevoice-no-itn	RES0174	1549	1484	245	334
solo	sensevoice-no-itn	RES0175	1017	979	177	224
solo	sensevoice-no-itn	RES0178	1125	1082	187	247
solo	sensevoice-no-itn	RES0182	945	919	113	152
solo	sensevoice-no-itn	RES0176	1305	1269	185	237
solo	sensevoice-no-itn	RES0180	1065	1020	155	223
solo	sensevoice-no-itn	RES0177	1193	1151	174	236
solo	sensevoice-no-itn	RES0181	1184	1154	185	221
solo	sensevoice-no-itn	RES0179	1291	1254	179	242
solo	sensevoice-no-itn	RES0184	970	946	146	178
solo	sensevoice-no-itn	RES0185	1075	1026	160	225
solo	sensevoice-no-itn	RES0183	1217	1178	178	238
solo	sensevoice-no-itn	RES0186	1069	1020	136	229
solo	sensevoice-no-itn	RES0188	957	932	123	166
solo	sensevoice-no-itn	RES0191	927	905	105	137
solo	sensevoice-no-itn	RES0189	1439	1397	183	258
solo	sensevoice-no-itn	RES0190	1290	1263	154	193
solo	sensevoice-no-itn	RES0196	943	910	135	188
solo	sensevoice-no-itn	RES0198	857	833	93	125
solo	sensevoice-no-itn	RES0192	1280	1243	172	219
solo	sensevoice-no-itn	RES0194	1395	1339	193	278
solo	sensevoice-no-itn	RES0187	1303	1275	174	221
solo	sensevoice-no-itn	RES0197	966	943	146	184
solo	sensevoice-no-itn	RES0193	1431	1382	187	261
solo	sensevoice-no-itn	RES0195	1335	1297	156	225
solo	sensevoice-no-itn	RES0199	1152	1118	146	200
solo	sensevoice-no-itn	RES0201	1059	1024	174	217
solo	sensevoice-no-itn	RES0203	920	895	162	193
solo	sensevoice-no-itn	RES0204	995	959	136	195
solo	sensevoice-no-itn	RES0207	818	789	151	187
solo	sensevoice-no-itn	RES0200	1351	1316	213	279
solo	sensevoice-no-itn	RES0205	1049	1009	180	233
solo	sensevoice-no-itn	RES0206	1354	1309	210	270
solo	sensevoice-no-itn	RES0209	1108	1062	147	221
solo	sensevoice-no-itn	RES0202	1522	1472	219	294
solo	sensevoice-no-itn	RES0212	1304	1238	131	243
solo	sensevoice-no-itn	RES0214	1123	1093	127	176
solo	sensevoice-no-itn	RES0208	1322	1254	181	280
solo	sensevoice-no-itn	RES0210	1139	1119	169	202
solo	sensevoice-no-itn	RES0213	1485	1383	150	295
solo	sensevoice-no-itn	RES0211	1415	1355	228	329
solo	qwen3-asr	CAR0001	1053	1027	99	146
solo	qwen3-asr	CAR0004	920	896	88	132
solo	sensevoice-no-itn	RES0215	1386	1329	135	229
solo	qwen3-asr	CAR0005	1292	1228	94	201
solo	sensevoice-no-itn	RES0217	1486	1424	150	246
solo	qwen3-asr	CAR0002	1067	1043	95	133
solo	qwen3-asr	GAS0002	1140	1103	89	144
solo	sensevoice-no-itn	RES0216	1604	1531	140	257
solo	qwen3-asr	GAS0001	1033	984	144	220
solo	qwen3-asr	CAR0003	1281	1259	114	151
solo	qwen3-asr	GAS0004	1180	1127	170	256
solo	qwen3-asr	GAS0007	903	884	165	199
solo	qwen3-asr	GAS0003	1093	1036	128	217
solo	qwen3-asr	DER0001	1554	1485	196	297
solo	qwen3-asr	GEN0001	1132	1093	108	177
solo	qwen3-asr	MSK0004	1125	1096	104	147
solo	qwen3-asr	MSK0001	983	960	154	189
solo	qwen3-asr	GAS0005	1599	1541	157	258
solo	qwen3-asr	MSK0008	1417	1391	210	251
solo	qwen3-asr	MSK0007	1358	1333	133	179
solo	qwen3-asr	MSK0005	1513	1462	152	239
solo	qwen3-asr	MSK0009	1572	1520	184	272
solo	qwen3-asr	MSK0006	1781	1720	180	279
solo	qwen3-asr	MSK0003	1866	1810	215	295
solo	qwen3-asr	MSK0012	1652	1600	130	225
solo	qwen3-asr	MSK0013	1610	1562	164	249
solo	qwen3-asr	MSK0010	1505	1473	140	198
solo	qwen3-asr	MSK0011	1535	1501	175	232
solo	qwen3-asr	MSK0014	1575	1529	150	230
solo	qwen3-asr	MSK0018	976	940	83	131
solo	qwen3-asr	MSK0019	1337	1298	86	150
solo	qwen3-asr	MSK0015	1622	1576	175	252
solo	qwen3-asr	MSK0016	2064	1999	190	298
solo	qwen3-asr	MSK0023	1229	1181	122	195
solo	qwen3-asr	MSK0017	1735	1681	163	256
solo	qwen3-asr	MSK0024	1193	1162	103	157
solo	qwen3-asr	MSK0020	1683	1636	232	309
solo	qwen3-asr	MSK0021	1745	1691	273	359
solo	qwen3-asr	MSK0025	1580	1511	124	253
solo	qwen3-asr	MSK0031	1299	1247	124	214
solo	qwen3-asr	MSK0022	2164	2091	1188	1317
solo	qwen3-asr	MSK0028	1836	1785	179	273
solo	qwen3-asr	MSK0026	1365	1338	131	176
solo	qwen3-asr	MSK0027	1377	1331	157	233
solo	qwen3-asr	MSK0032	1198	1154	91	159
solo	qwen3-asr	MSK0034	1448	1417	159	215
solo	qwen3-asr	MSK0033	1687	1621	154	271
solo	qwen3-asr	MSK0039	1404	1367	100	167
solo	qwen3-asr	MSK0041	1583	1543	156	230
solo	qwen3-asr	MSK0035	1596	1549	162	241
solo	qwen3-asr	MSK0029	2268	2186	313	434
solo	qwen3-asr	MSK0038	1895	1828	227	342
solo	qwen3-asr	MSK0040	1488	1446	156	231
solo	qwen3-asr	MSK0037	1682	1620	195	311
solo	qwen3-asr	MSK0042	1522	1471	207	281
solo	qwen3-asr	MSK0043	1772	1694	131	256
solo	qwen3-asr	MSK0036	1757	1714	159	239
solo	qwen3-asr	MSK0046	1225	1188	120	187
solo	qwen3-asr	MSK0044	1177	1132	164	234
solo	qwen3-asr	RES0002	1162	1144	334	364
solo	qwen3-asr	RES0003	1261	1213	124	201
solo	qwen3-asr	MSK0049	1372	1333	129	190
solo	qwen3-asr	MSK0050	1285	1257	117	165
solo	qwen3-asr	RES0006	1240	1207	133	193
solo	qwen3-asr	MSK0045	1394	1354	121	189
solo	qwen3-asr	RES0008	1171	1129	127	201
solo	qwen3-asr	RES0001	1526	1469	182	272
solo	qwen3-asr	RES0010	1070	1018	121	219
solo	qwen3-asr	RES0004	1723	1650	206	333
solo	qwen3-asr	RES0005	1645	1578	130	256
solo	qwen3-asr	RES0011	1647	1573	173	302
solo	qwen3-asr	RES0007	1874	1811	219	317
solo	qwen3-asr	RES0009	1446	1372	171	294
solo	qwen3-asr	RES0014	1429	1383	192	275
solo	qwen3-asr	RES0016	1327	1287	105	176
solo	qwen3-asr	RES0013	1400	1325	166	295
solo	qwen3-asr	RES0018	1334	1294	160	228
solo	qwen3-asr	RES0021	1255	1226	148	197
solo	qwen3-asr	RES0015	1607	1551	147	240
solo	qwen3-asr	RES0012	2168	2058	245	439
solo	qwen3-asr	RES0024	1004	969	118	179
solo	qwen3-asr	RES0019	1334	1300	164	214
solo	qwen3-asr	RES0023	1099	1054	149	229
solo	qwen3-asr	RES0020	1413	1386	174	215
solo	qwen3-asr	RES0025	1393	1342	181	262
solo	qwen3-asr	RES0017	1751	1698	162	256
solo	qwen3-asr	RES0027	1366	1323	144	213
solo	qwen3-asr	RES0028	1156	1130	157	192
solo	qwen3-asr	RES0029	811	787	86	126
solo	qwen3-asr	RES0022	1999	1927	221	346
solo	qwen3-asr	RES0035	958	944	84	106
solo	qwen3-asr	RES0031	1343	1297	99	177
solo	qwen3-asr	RES0026	1544	1504	269	320
solo	qwen3-asr	RES0030	1184	1158	126	158
solo	qwen3-asr	RES0032	1212	1169	97	162
solo	qwen3-asr	RES0037	1453	1413	158	223
solo	qwen3-asr	RES0033	1372	1306	116	239
solo	qwen3-asr	RES0038	1554	1504	159	231
solo	qwen3-asr	RES0036	1423	1368	140	231
solo	qwen3-asr	RES0043	1503	1451	184	267
solo	qwen3-asr	RES0034	1685	1627	188	277
solo	qwen3-asr	RES0042	1264	1222	198	257
solo	qwen3-asr	RES0045	1204	1158	138	211
solo	qwen3-asr	RES0050	1109	1084	102	148
solo	qwen3-asr	RES0052	828	809	137	175
solo	qwen3-asr	RES0039	1672	1635	195	254
solo	qwen3-asr	RES0044	1859	1776	168	305
solo	qwen3-asr	RES0051	997	970	138	180
solo	qwen3-asr	RES0048	1809	1726	144	297
solo	qwen3-asr	RES0046	1588	1532	147	243
solo	qwen3-asr	RES0049	1622	1555	165	281
solo	qwen3-asr	RES0047	1628	1575	193	295
solo	qwen3-asr	RES0056	1174	1140	175	234
solo	qwen3-asr	RES0057	1245	1194	229	323
solo	qwen3-asr	RES0059	1358	1327	187	241
solo	qwen3-asr	RES0055	1375	1328	241	331
solo	qwen3-asr	RES0065	1089	1064	145	194
solo	qwen3-asr	RES0058	1514	1462	229	318
solo	qwen3-asr	RES0061	1783	1701	231	382
solo	qwen3-asr	RES0064	1078	1046	120	176
solo	qwen3-asr	RES0053	1982	1906	363	492
solo	qwen3-asr	RES0066	1192	1160	159	219
solo	qwen3-asr	RES0067	946	912	122	179
solo	qwen3-asr	RES0060	1683	1616	329	450
solo	qwen3-asr	RES0062	1965	1905	263	377
solo	qwen3-asr	RES0063	1439	1384	182	287
solo	qwen3-asr	RES0054	2491	2446	788	855
solo	qwen3-asr	RES0069	1026	994	177	228
solo	qwen3-asr	RES0068	1213	1168	162	234
solo	qwen3-asr	RES0070	976	946	124	176
solo	qwen3-asr	RES0071	1301	1261	170	239
solo	qwen3-asr	RES0075	1112	1070	123	195
solo	qwen3-asr	RES0072	1182	1150	312	360
solo	qwen3-asr	RES0079	841	815	137	188
solo	qwen3-asr	RES0073	1340	1303	177	245
solo	qwen3-asr	RES0080	1225	1179	214	296
solo	qwen3-asr	RES0074	1246	1206	161	238
solo	qwen3-asr	RES0078	1140	1092	160	247
solo	qwen3-asr	RES0077	1649	1585	220	335
solo	qwen3-asr	RES0076	1569	1513	183	291
solo	qwen3-asr	RES0082	932	891	139	218
solo	qwen3-asr	RES0083	990	962	134	177
solo	qwen3-asr	RES0085	959	923	115	179
solo	qwen3-asr	RES0081	1455	1391	204	321
solo	qwen3-asr	RES0091	901	869	60	120
solo	qwen3-asr	RES0088	1373	1336	157	217
solo	qwen3-asr	RES0084	1562	1516	153	244
solo	qwen3-asr	RES0094	793	766	86	140
solo	qwen3-asr	RES0092	837	800	144	201
solo	qwen3-asr	RES0090	1193	1160	92	151
solo	qwen3-asr	RES0087	1359	1306	144	242
solo	qwen3-asr	RES0086	1523	1463	204	308
solo	qwen3-asr	RES0097	1381	1319	168	272
solo	qwen3-asr	RES0089	1800	1749	197	287
solo	qwen3-asr	RES0098	1474	1422	129	221
solo	qwen3-asr	RES0096	1292	1251	216	280
solo	qwen3-asr	RES0095	1467	1426	171	235
solo	qwen3-asr	RES0099	1554	1505	181	265
solo	qwen3-asr	RES0093	1606	1543	479	583
solo	qwen3-asr	RES0103	1100	1063	115	176
solo	qwen3-asr	RES0100	1767	1710	170	267
solo	qwen3-asr	RES0101	1430	1379	136	233
solo	qwen3-asr	RES0108	950	918	122	165
solo	qwen3-asr	RES0105	1738	1663	193	312
solo	qwen3-asr	RES0104	1563	1511	164	249
solo	qwen3-asr	RES0109	845	817	87	143
solo	qwen3-asr	RES0111	965	927	109	179
solo	qwen3-asr	RES0106	1307	1251	153	236
solo	qwen3-asr	RES0102	2025	1952	226	343
solo	qwen3-asr	RES0113	1079	1043	103	171
solo	qwen3-asr	RES0112	835	795	75	148
solo	qwen3-asr	RES0107	1596	1520	171	293
solo	qwen3-asr	RES0110	1565	1512	151	236
solo	qwen3-asr	RES0117	951	920	142	191
solo	qwen3-asr	RES0118	947	921	64	113
solo	qwen3-asr	RES0120	1381	1325	68	172
solo	qwen3-asr	RES0114	1673	1606	233	340
solo	qwen3-asr	RES0122	1046	1005	93	153
solo	qwen3-asr	RES0121	962	930	58	117
solo	qwen3-asr	RES0119	1359	1302	108	212
solo	qwen3-asr	RES0125	1638	1576	154	251
solo	qwen3-asr	RES0116	1588	1533	157	237
solo	qwen3-asr	RES0123	1716	1647	151	264
solo	qwen3-asr	RES0126	1858	1784	236	355
solo	qwen3-asr	RES0129	1078	1040	104	171
solo	qwen3-asr	RES0128	1095	1062	115	179
solo	qwen3-asr	RES0124	1729	1675	110	207
solo	qwen3-asr	RES0127	1461	1418	142	220
solo	qwen3-asr	RES0136	1243	1211	110	161
solo	qwen3-asr	RES0131	1231	1176	95	182
solo	qwen3-asr	RES0130	1329	1282	88	170
solo	qwen3-asr	RES0132	1309	1276	90	152
solo	qwen3-asr	RES0134	1679	1630	160	251
solo	qwen3-asr	RES0133	1264	1222	110	172
solo	qwen3-asr	RES0138	1148	1118	158	209
solo	qwen3-asr	RES0137	1274	1216	112	218
solo	qwen3-asr	RES0135	1224	1191	100	154
solo	qwen3-asr	RES0140	907	877	92	144
solo	qwen3-asr	RES0139	1131	1093	188	234
solo	qwen3-asr	RES0141	987	949	137	200
solo	qwen3-asr	RES0142	778	758	105	134
solo	qwen3-asr	RES0146	898	870	103	152
solo	qwen3-asr	RES0148	1136	1101	146	204
solo	qwen3-asr	RES0149	1270	1231	114	178
solo	qwen3-asr	RES0144	1153	1119	140	206
solo	qwen3-asr	RES0143	1119	1080	104	163
solo	qwen3-asr	RES0154	943	922	168	205
solo	qwen3-asr	RES0145	1326	1277	160	238
solo	qwen3-asr	RES0150	1147	1099	149	226
solo	qwen3-asr	RES0147	1274	1234	242	296
solo	qwen3-asr	RES0151	1157	1125	177	227
solo	qwen3-asr	RES0152	1059	1028	111	168
solo	qwen3-asr	RES0153	1103	1063	106	178
solo	qwen3-asr	RES0156	1016	983	134	181
solo	qwen3-asr	RES0155	1439	1380	182	267
solo	qwen3-asr	RES0158	1079	1034	115	184
solo	qwen3-asr	RES0161	1034	993	124	184
solo	qwen3-asr	RES0159	1104	1060	94	165
solo	qwen3-asr	RES0165	909	881	133	181
solo	qwen3-asr	RES0162	1235	1183	126	213
solo	qwen3-asr	RES0168	1329	1271	144	251
solo	qwen3-asr	RES0163	1200	1155	141	223
solo	qwen3-asr	RES0160	1135	1093	1206	1273
solo	qwen3-asr	RES0164	1248	1197	186	270
solo	qwen3-asr	RES0166	1155	1117	151	217
solo	qwen3-asr	RES0167	1181	1132	128	207
solo	qwen3-asr	RES0170	1351	1300	176	255
solo	qwen3-asr	RES0169	946	906	127	194
solo	qwen3-asr	RES0171	1368	1306	129	234
solo	qwen3-asr	RES0175	1017	979	123	182
solo	qwen3-asr	RES0172	1195	1148	136	216
solo	qwen3-asr	RES0173	1262	1210	172	254
solo	qwen3-asr	RES0180	1065	1020	179	241
solo	qwen3-asr	RES0182	945	919	166	195
solo	qwen3-asr	RES0181	1184	1154	157	203
solo	qwen3-asr	RES0178	1125	1082	155	232
solo	qwen3-asr	RES0177	1193	1151	209	275
solo	qwen3-asr	RES0176	1305	1269	141	203
solo	qwen3-asr	RES0184	970	946	129	165
solo	qwen3-asr	RES0179	1291	1254	231	294
solo	qwen3-asr	RES0183	1217	1178	282	323
solo	qwen3-asr	RES0174	1549	1484	176	288
solo	qwen3-asr	RES0185	1075	1026	131	201
solo	qwen3-asr	RES0188	957	932	108	154
solo	qwen3-asr	RES0186	1069	1020	127	215
solo	qwen3-asr	RES0191	927	905	110	141
solo	qwen3-asr	RES0189	1439	1397	203	281
solo	qwen3-asr	RES0187	1303	1275	187	240
solo	qwen3-asr	RES0195	1335	1297	151	217
solo	qwen3-asr	RES0190	1290	1263	133	183
solo	qwen3-asr	RES0196	943	910	117	177
solo	qwen3-asr	RES0192	1280	1243	141	201
solo	qwen3-asr	RES0193	1431	1382	240	315
solo	qwen3-asr	RES0197	966	943	116	157
solo	qwen3-asr	RES0194	1395	1339	156	240
solo	qwen3-asr	RES0198	857	833	91	127
solo	qwen3-asr	RES0203	920	895	110	153
solo	qwen3-asr	RES0201	1059	1024	137	187
solo	qwen3-asr	RES0199	1152	1118	134	190
solo	qwen3-asr	RES0207	818	789	101	148
solo	qwen3-asr	RES0204	995	959	99	167
solo	qwen3-asr	RES0205	1049	1009	108	181
solo	qwen3-asr	RES0200	1351	1316	204	270
solo	qwen3-asr	RES0202	1522	1472	189	274
solo	qwen3-asr	RES0210	1139	1119	176	211
solo	qwen3-asr	RES0209	1108	1062	127	205
solo	qwen3-asr	RES0206	1354	1309	184	250
solo	qwen3-asr	RES0208	1322	1254	151	267
solo	qwen3-asr	RES0211	1415	1355	175	281
solo	qwen3-asr	RES0212	1304	1238	117	231
solo	qwen3-asr	RES0214	1123	1093	136	176
solo	qwen3-asr	RES0213	1485	1383	188	335
solo	qwen3-asr	RES0215	1386	1329	133	234
solo	qwen3-asr	RES0216	1604	1531	152	279
solo	qwen3-asr	RES0217	1486	1424	118	216
pair	parakeet-tdt-0.6b-v2+sensevoice	GAS0007	903	884	95	100
pair	parakeet-tdt-0.6b-v2+sensevoice	GAS0001	1033	984	150	145
pair	parakeet-tdt-0.6b-v2+sensevoice	CAR0004	920	896	109	110
pair	parakeet-tdt-0.6b-v2+sensevoice	CAR0002	1067	1043	107	103
pair	parakeet-tdt-0.6b-v2+sensevoice	GAS0002	1140	1103	105	99
pair	parakeet-tdt-0.6b-v2+sensevoice	GAS0003	1093	1036	115	104
pair	parakeet-tdt-0.6b-v2+sensevoice	CAR0001	1053	1027	104	106
pair	parakeet-tdt-0.6b-v2+sensevoice	GAS0004	1180	1127	115	112
pair	parakeet-tdt-0.6b-v2+sensevoice	MSK0001	983	960	120	109
pair	parakeet-tdt-0.6b-v2+sensevoice	GEN0001	1132	1093	89	82
pair	parakeet-tdt-0.6b-v2+sensevoice	CAR0005	1292	1228	100	91
pair	parakeet-tdt-0.6b-v2+sensevoice	DER0001	1554	1485	189	174
pair	parakeet-tdt-0.6b-v2+sensevoice	CAR0003	1281	1259	116	115
pair	parakeet-tdt-0.6b-v2+sensevoice	MSK0004	1125	1096	113	109
pair	parakeet-tdt-0.6b-v2+sensevoice	MSK0005	1513	1462	148	142
pair	parakeet-tdt-0.6b-v2+sensevoice	GAS0005	1599	1541	155	153
pair	parakeet-tdt-0.6b-v2+sensevoice	MSK0010	1505	1473	127	126
pair	parakeet-tdt-0.6b-v2+sensevoice	MSK0009	1572	1520	185	179
pair	parakeet-tdt-0.6b-v2+sensevoice	MSK0007	1358	1333	123	120
pair	parakeet-tdt-0.6b-v2+sensevoice	MSK0008	1417	1391	154	159
pair	parakeet-tdt-0.6b-v2+sensevoice	MSK0018	976	940	89	80
pair	parakeet-tdt-0.6b-v2+sensevoice	MSK0003	1866	1810	165	158
pair	parakeet-tdt-0.6b-v2+sensevoice	MSK0011	1535	1501	155	156
pair	parakeet-tdt-0.6b-v2+sensevoice	MSK0012	1652	1600	135	125
pair	parakeet-tdt-0.6b-v2+sensevoice	MSK0015	1622	1576	156	152
pair	parakeet-tdt-0.6b-v2+sensevoice	MSK0019	1337	1298	80	72
pair	parakeet-tdt-0.6b-v2+sensevoice	MSK0006	1781	1720	202	197
pair	parakeet-tdt-0.6b-v2+sensevoice	MSK0014	1575	1529	141	134
pair	parakeet-tdt-0.6b-v2+sensevoice	MSK0013	1610	1562	149	141
pair	parakeet-tdt-0.6b-v2+sensevoice	MSK0023	1229	1181	118	109
