dataset	file_id	ref_words	parakeet_words	tokens	has_digit	has_spelled	mixed	n_digit_tokens	n_spelled_tokens	chunk_len	win_medasr	win_medasr-int8	win_nemotron	win_paraformer-en	win_zipformer-zh-en	win_sensevoice	win_sensevoice-no-itn	win_whisper-distil-v3.5	win_whisper-base-en	win_cloud-google	win_cloud-azure	win_cloud-deepgram	win_cloud-assemblyai
figshare-osce	MSK0018	10 10	ten ten	10 10	1	0	0	2	0	2	?	?	?	0	0	0	0	1	0	0	0	0	0
figshare-osce	MSK0018	8	eight	8	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
figshare-osce	MSK0018	8	eight	8	1	0	0	1	0	1	0	0	0	0	0	?	0	0	0	0	0	0	?
figshare-osce	MSK0018	9 8	nine eight	9 8	1	0	0	2	0	2	0	0	0	0	0	1	0	0	1	0	1	0	1
figshare-osce	MSK0018	9	huh	9	1	0	0	1	0	1	0	0	?	0	0	0	0	?	?	0	0	0	0
figshare-osce	MSK0019	1	one	1	1	0	0	1	0	1	?	?	1	0	0	1	0	0	0	?	0	0	0
figshare-osce	MSK0019	10 10 being	ten can be	10 10	1	0	0	2	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	MSK0019	a 6	uh six	6	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
figshare-osce	MSK0019	7	seven	7	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
figshare-osce	MSK0019	hes 60	is sixty	60	1	0	0	1	0	2	?	?	0	0	0	1	0	1	1	0	0	1	1
figshare-osce	MSK0019	four year old		four	0	1	0	0	1	3	1	1	0	1	0	1	1	?	0	1	1	1	0
figshare-osce	MSK0019	6	six	6	1	0	0	1	0	1	0	0	?	0	0	0	0	0	0	0	0	0	0
figshare-osce	MSK0019	12	twelve	12	1	0	0	1	0	1	1	1	?	0	?	0	0	1	0	0	0	0	0
figshare-osce	MSK0020	10 10	ten ten	10 10	1	0	0	2	0	2	0	0	1	0	0	1	0	1	0	0	0	0	1
figshare-osce	MSK0020	7	seven	7	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
figshare-osce	MSK0021	one	what	one	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	0
figshare-osce	MSK0021	10	1010	10	1	0	0	1	0	1	1	1	1	0	0	?	0	1	0	0	0	0	1
figshare-osce	MSK0021	10		10	1	0	0	1	0	1	0	0	?	0	0	?	0	1	0	0	?	0	1
figshare-osce	MSK0021	7 7	seven okay	7 7	1	0	0	2	0	2	0	0	?	0	0	1	0	1	0	0	0	0	1
figshare-osce	MSK0021	6	six	6	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	MSK0021	7 years ok	okay all right	7	1	0	0	1	0	3	?	?	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	MSK0022	6 ok	six okay	6	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1
figshare-osce	MSK0022	one	1	one	0	1	0	0	1	1	1	1	0	1	0	?	0	0	0	0	0	1	0
figshare-osce	MSK0022	one	1	one	0	1	0	0	1	1	1	1	0	1	0	?	0	0	0	0	0	1	0
figshare-osce	MSK0022	one	1	one	0	1	0	0	1	1	1	1	1	1	0	?	?	0	0	0	0	1	0
figshare-osce	MSK0022	shes 4 ok	she's four okay	4	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
figshare-osce	MSK0023	6	six	6	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
figshare-osce	MSK0023	9	nine	9	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	MSK0023	10	ten	10	1	0	0	1	0	1	0	0	0	0	0	?	?	0	1	0	?	1	0
figshare-osce	MSK0023	a sister	she's eight	<none>	0	0	0	0	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1
figshare-osce	MSK0023	shes 8		8	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1
figshare-osce	MSK0025	1	one	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
figshare-osce	MSK0025	10 10	ten ten	10 10	1	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
figshare-osce	MSK0025	8	eight	8	1	0	0	1	0	1	?	?	?	0	0	0	0	0	0	0	1	0	0
figshare-osce	MSK0025	9	nine	9	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	MSK0026	one		one	0	1	0	0	1	1	0	0	?	0	0	0	0	0	?	0	0	0	?
figshare-osce	MSK0026	6 ok	six okay	6	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1
figshare-osce	MSK0026	2	two	2	1	0	0	1	0	1	0	0	?	0	0	0	0	0	0	0	1	0	1
figshare-osce	MSK0026	one		one	0	1	0	0	1	1	1	1	1	1	1	?	?	?	?	1	1	1	?
figshare-osce	MSK0027	3	three-year-old	3	1	0	0	1	0	1	0	0	?	0	0	0	0	0	0	0	1	0	0
figshare-osce	MSK0027	37	half	37	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0
figshare-osce	MSK0027	12		12	1	0	0	1	0	1	?	?	0	?	?	?	?	?	?	0	0	?	?
figshare-osce	MSK0027	7	seven-year-old	7	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
figshare-osce	MSK0028	8	eight	8	1	0	0	1	0	1	0	0	?	?	0	?	?	0	?	0	0	0	0
figshare-osce	MSK0028	9 ok	nine okay	9	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	MSK0029	1	one	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	MSK0029	10 10	ten ten	10 10	1	0	0	2	0	2	?	?	1	0	0	?	?	0	0	0	0	0	0
figshare-osce	MSK0029	6	six	6	1	0	0	1	0	1	?	?	?	0	0	0	0	0	0	0	?	0	0
figshare-osce	MSK0029	7 ok ok	seven okay okay	7	1	0	0	1	0	3	?	?	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	MSK0029	pain	a920	<none>	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0
figshare-osce	MSK0031	1st	first	1st	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	1	0	0
figshare-osce	MSK0031	10 10	ten tending	10 10	1	0	0	2	0	2	0	0	?	0	0	0	0	1	1	0	0	0	1
figshare-osce	MSK0031	10	ten	10	1	0	0	1	0	1	?	?	0	0	0	0	0	1	1	0	1	1	1
figshare-osce	MSK0031	10 ok	ten okay	10	1	0	0	1	0	2	1	0	?	0	0	0	0	1	0	0	0	1	1
figshare-osce	MSK0031	60s ok ok	sixties okay okay	60s	1	0	0	1	0	3	1	1	1	0	0	1	0	1	1	0	1	0	1
figshare-osce	MSK0031	one	when	one	0	1	0	0	1	1	0	0	?	1	1	1	1	1	1	0	0	0	0
figshare-osce	MSK0031	surgeries and rehab and medication so we will definitely look into the surgical option first which is done using some internal repair with screws or you can do a total hip replacement or a partial hip replacement the orthopaedic surgeon will uh decide like which option is best for you after we refer you for a consult with them and then after that		first	0	1	0	0	1	63	1	1	1	1	1	1	1	1	1	1	1	1	1
figshare-osce	MSK0032	1	one	1	1	0	0	1	0	1	0	?	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	MSK0032	10 10 being	ten can be	10 10	1	0	0	2	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0
figshare-osce	MSK0032	7	seven	7	1	0	0	1	0	1	?	?	?	0	0	0	0	0	0	0	0	0	1
figshare-osce	MSK0033	1010	10	1010	1	0	0	1	0	1	0	0	0	0	0	0	?	0	0	0	0	0	0
figshare-osce	MSK0033	grade	seven	<none>	0	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	1	?
figshare-osce	MSK0033	7		7	1	0	0	1	0	1	0	0	0	0	0	0	0	?	0	1	1	0	1
figshare-osce	MSK0034	8	eight	8	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	1	1	0	1
figshare-osce	MSK0034	7 year old sister ok	seven-year-old sister okay all right	7	1	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0
figshare-osce	MSK0034	uhm im about 48 ok ok alright	about four eight okay okay all right	48	1	0	0	1	0	7	0	0	0	0	0	0	?	0	0	0	0	0	0
figshare-osce	MSK0035	1	one	1	1	0	0	1	0	1	0	0	?	0	0	0	0	0	0	0	0	0	0
figshare-osce	MSK0035	10	ten	10	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0
figshare-osce	MSK0035	10	ten	10	1	0	0	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0
figshare-osce	MSK0035	2	two	2	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	1	0	1
figshare-osce	MSK0036	2	two	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
figshare-osce	MSK0036	1st 2	first two	1st 2	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
figshare-osce	MSK0036	1	one	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
figshare-osce	MSK0036	10 10	ten ten	10 10	1	0	0	2	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0
figshare-osce	MSK0036	a	five	<none>	0	0	0	0	0	1	0	0	?	0	1	1	1	1	0	1	0	1	?
figshare-osce	MSK0036	5		5	1	0	0	1	0	1	0	0	?	?	?	0	0	0	?	1	?	0	1
figshare-osce	MSK0036	one	1	one	0	1	0	0	1	1	1	1	?	1	0	0	1	0	0	0	0	1	0
figshare-osce	MSK0036	tenel	10l	<none>	0	0	0	0	0	1	1	1	1	1	1	?	?	1	1	1	1	1	1
figshare-osce	MSK0037	4th	fourth	4th	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	MSK0037	5th	fifth	5th	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	MSK0037	4th	fourth	4th	1	0	0	1	0	1	0	0	?	0	0	0	0	0	0	0	0	0	0
figshare-osce	MSK0037	5th	fifth	5th	1	0	0	1	0	1	0	0	?	0	0	0	0	0	0	0	1	0	0
figshare-osce	MSK0037	3 ok	three okay	3	1	0	0	1	0	2	0	0	?	0	0	0	0	0	0	0	0	0	1
figshare-osce	MSK0038	1	one	1	1	0	0	1	0	1	?	?	?	0	0	0	0	0	0	0	0	0	0
figshare-osce	MSK0038	10 10	ten tending	10 10	1	0	0	2	0	2	?	?	?	0	0	0	0	0	0	0	0	0	0
figshare-osce	MSK0039	1	one	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	?	?	0	0	0
figshare-osce	MSK0039	10 10	ten ten	10 10	1	0	0	2	0	2	1	1	0	0	0	0	?	0	?	?	0	0	0
figshare-osce	MSK0039	at	ten	<none>	0	0	0	0	0	1	1	1	0	1	1	?	?	1	?	1	?	1	1
figshare-osce	MSK0039	10		10	1	0	0	1	0	1	?	1	?	0	0	1	?	0	?	?	0	1	1
figshare-osce	MSK0039	in her fifties ok late fifties	yeah 50s okay in her 50s	<none>	0	0	0	0	0	6	?	?	0	0	1	0	1	0	0	0	0	1	0
figshare-osce	MSK0039	sixties ok ok	60s okay okay	<none>	0	0	0	0	0	3	?	?	0	1	1	0	0	0	0	1	0	1	0
figshare-osce	MSK0039	the surgery your fracture will probably take about four to six months to heal completely uh so in that period um		four six	0	1	0	0	2	21	1	1	0	0	0	1	1	1	1	1	1	1	0
figshare-osce	MSK0040	one	1	one	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
figshare-osce	MSK0040	7	seven	7	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	MSK0040	8 ok	eight okay	8	1	0	0	1	0	2	?	?	?	0	0	0	0	0	0	0	0	0	0
figshare-osce	MSK0040	4	four	4	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1
figshare-osce	MSK0040	5th	fifth	5th	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
figshare-osce	MSK0041	10	ten	10	1	0	0	1	0	1	?	?	0	0	0	?	?	0	0	0	0	0	1
figshare-osce	MSK0041	8 ok	eight okay	8	1	0	0	1	0	2	?	?	0	0	0	0	0	0	0	?	1	0	1
figshare-osce	MSK0041	2	two	2	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	0	0	1
figshare-osce	MSK0041	2nd 5th	to fifth	2nd 5th	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
figshare-osce	MSK0042	a couple	two um	<none>	0	0	0	0	0	2	1	1	?	1	1	0	0	0	0	0	1	0	1
figshare-osce	MSK0042	2	two	2	1	0	0	1	0	1	0	0	?	0	?	0	0	0	0	0	0	0	0
figshare-osce	MSK0042	3 centimetres its	three centimeters it's	3	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	MSK0043	uh	one	<none>	0	0	0	0	0	1	0	0	?	?	0	0	0	?	0	0	?	0	?
figshare-osce	MSK0043	1		1	1	0	0	1	0	1	?	?	1	?	0	?	0	0	?	0	0	?	0
figshare-osce	MSK0043	10	ten	10	1	0	0	1	0	1	1	1	?	0	0	1	?	0	1	0	0	1	0
figshare-osce	MSK0043	0	zero	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
figshare-osce	MSK0043	10 with 10	ten but ten	10 10	1	0	0	2	0	3	1	1	0	0	0	0	0	0	1	0	1	1	0
figshare-osce	MSK0043	9	nine	9	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
figshare-osce	MSK0043	9	nine	9	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1
figshare-osce	MSK0044	2	two	2	1	0	0	1	0	1	0	0	0	0	?	0	0	0	0	0	0	0	1
figshare-osce	MSK0044	0	zero	0	1	0	0	1	0	1	0	0	?	0	0	0	0	0	0	0	0	0	0
figshare-osce	MSK0044	10 10	ten to	10 10	1	0	0	2	0	2	1	1	1	0	?	1	0	0	0	0	0	0	0
figshare-osce	MSK0044	10 it	ten there's	10	1	0	0	1	0	2	0	0	1	0	0	0	0	1	1	0	1	1	1
figshare-osce	MSK0045	zero	0	zero	0	1	0	0	1	1	0	0	0	0	?	?	1	0	0	0	1	1	0
figshare-osce	MSK0045	seven ok	7 okay	seven	0	1	0	0	1	2	?	?	1	1	1	?	1	0	1	1	0	1	0
figshare-osce	MSK0045	some	one	<none>	0	0	0	0	0	1	?	?	1	0	0	1	1	1	1	1	1	1	1
figshare-osce	MSK0045	6	six	6	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	MSK0045	12	twelve	12	1	0	0	1	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0
figshare-osce	MSK0045	x rays from before we if we need to we can also get an ultrasound if um we dont uh we cant really tell from the x rays and then from there um we can get some blood work as well um just your normal blood work as well as inflammation markers and then um from there well need to uh really um discuss some management strategies so youve already tried some physiotherapy but now we need to make sure thats uh its its consistent because this is something that has a high recurrence rate and we will definitely need to finish the full course of physiotherapy whatever it may be um because if physiotherapy doesnt work we may have to consider like other options like um corticosteroid injections right into your shoulder ok for some relief but yeah so first well just try some conservative methods like physiotherapy pain management uh and then go from there how does that sound that sounds pretty good thank you welcome alright so well call you for the xrays and then well go from there ok sounds good		first	0	1	0	0	1	185	1	1	1	1	1	1	1	1	1	1	1	1	1
figshare-osce	MSK0046	10 10 being	ten to mean	10 10	1	0	0	2	0	3	0	0	1	0	?	1	0	1	0	1	0	0	1
figshare-osce	MSK0046	6 ok	six okay	6	1	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1
figshare-osce	MSK0046	effect as well um but at first yeah lets just do some conservative management and see if that helps its only been a few days so hopefully um what we try first helps and then we can go on from there ok yeah that sounds great thank you welcome take care you too		first first	0	1	0	0	2	53	0	0	1	0	1	1	1	1	1	1	1	1	1
figshare-osce	MSK0049	1	one	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
figshare-osce	MSK0049	uh 7	seven okay	7	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1
figshare-osce	MSK0049	20	twenty	20	1	0	0	1	0	1	?	?	1	0	0	1	1	1	1	0	1	1	1
figshare-osce	MSK0049	7	seven	7	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0001	8	eight	8	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0001	uh around	15 20	<none>	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0
figshare-osce	RES0001	1520		1520	1	0	0	1	0	1	0	0	0	0	0	?	0	0	0	0	1	0	0
figshare-osce	RES0001	1	one	1	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0001	10 10	ten ten	10 10	1	0	0	2	0	2	1	1	0	0	0	1	0	0	1	1	0	0	0
figshare-osce	RES0001	7	seven	7	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	1	0	0	1
figshare-osce	RES0001	8 ok	eight okay	8	1	0	0	1	0	2	?	?	?	0	0	0	0	0	0	1	1	0	1
figshare-osce	RES0001	100	hundred	100	1	0	0	1	0	1	?	?	?	0	0	1	1	0	0	1	1	1	1
figshare-osce	RES0002	my son hes 2 1 2	son he's two and a half	2 1 2	1	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0
figshare-osce	RES0002	2 litres	two liters	2	1	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0003	3	three	3	1	0	0	1	0	1	?	?	?	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0003	23	three	23	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0003	3	three	3	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	0	0	1
figshare-osce	RES0003	394 ok	4 okay	394	1	0	0	1	0	2	?	?	?	0	0	0	1	0	0	0	0	0	0
figshare-osce	RES0003	um shes 2	she's two she's	2	1	0	0	1	0	3	?	?	0	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0003	3	three	3	1	0	0	1	0	1	1	1	?	0	?	0	0	0	0	0	1	0	1
figshare-osce	RES0004	1	one	1	1	0	0	1	0	1	0	0	?	0	0	0	0	0	0	0	1	0	0
figshare-osce	RES0004	10 10	ten ten	10 10	1	0	0	2	0	2	1	1	1	0	0	0	0	0	1	1	0	0	0
figshare-osce	RES0004	387	7	387	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
figshare-osce	RES0005	1	one	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0005	12 months	month i've	12	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0005	8	eight	8	1	0	0	1	0	1	0	0	?	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0005	10	ten	10	1	0	0	1	0	1	1	1	?	0	0	?	?	1	1	0	0	1	0
figshare-osce	RES0005	3	three	3	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0005	two		two	0	1	0	0	1	1	0	0	0	0	0	0	0	0	?	0	0	0	?
figshare-osce	RES0006	5	five	5	1	0	0	1	0	1	0	0	?	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0006	10	ten	10	1	0	0	1	0	1	1	1	0	0	0	?	?	0	0	0	0	0	0
figshare-osce	RES0006	10	ten	10	1	0	0	1	0	1	0	0	0	0	0	0	?	0	0	?	1	0	1
figshare-osce	RES0007	1	i'm	1	1	0	0	1	0	1	0	?	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0007	1	one	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0007	2	two	2	1	0	0	1	0	1	0	0	?	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0008	3	three	3	1	0	0	1	0	1	?	?	?	0	0	0	0	0	0	0	0	0	1
figshare-osce	RES0008	386	6	386	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0008	sglt	sglt2	<none>	0	0	0	0	0	1	?	?	0	0	1	0	0	0	0	0	0	0	0
figshare-osce	RES0008	2		2	1	0	0	1	0	1	?	?	?	0	0	?	?	?	?	?	1	0	?
figshare-osce	RES0008	sg	sglt2	<none>	0	0	0	0	0	1	?	0	0	0	1	0	0	1	1	0	0	0	0
figshare-osce	RES0008	lt2		lt2	1	0	0	1	0	1	?	?	?	0	?	?	?	0	0	?	0	?	?
figshare-osce	RES0009	5	five	5	1	0	0	1	0	1	?	?	0	0	?	0	0	0	0	0	0	0	1
figshare-osce	RES0009	5	five	5	1	0	0	1	0	1	?	?	?	0	0	0	0	0	0	?	1	0	1
figshare-osce	RES0009	two 5	to five	5 two	1	1	1	1	1	2	?	?	?	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0009	2		2	1	0	0	1	0	1	?	?	?	?	?	?	?	0	?	?	0	0	1
figshare-osce	RES0009	5	five	5	1	0	0	1	0	1	?	?	?	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0009	have a pulmonary embolism and so were going to do some lab work and imaging to investigate that ok i yeah is that scary is that bad it can vary from being mild to severe and so thats what we want to get some of the imaging and lab work to see well to first confirm if thats what you actually have and if so offer the right treatment ok thanks doctor welcome will get that started		first	0	1	0	0	1	77	1	1	0	1	1	1	1	1	1	1	1	1	1
figshare-osce	RES0010	2	two	2	1	0	0	1	0	1	?	?	?	0	0	0	0	0	?	0	1	0	1
figshare-osce	RES0011	4	four	4	1	0	0	1	0	1	0	0	?	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0011	12 a	a half	12	1	0	0	1	0	2	?	?	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0012	2	two	2	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0012	2	two	2	1	0	0	1	0	1	?	?	?	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0012	like	two	<none>	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0
figshare-osce	RES0012	2		2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0012	1	one	1	1	0	0	1	0	1	?	?	0	0	0	0	0	1	1	1	1	0	1
figshare-osce	RES0012	5	five	5	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0012	10	ten	10	1	0	0	1	0	1	?	?	0	0	0	0	0	1	1	0	0	0	0
figshare-osce	RES0012	um so yeah so for right now well start we can start by doing some blood work first i do a physical exam of course and then from there we would kind of do some blood work to see if your white blood cell count is high and then we can do a chest xray to see if there is like a consolidation if theres pneumonia or you know or or anything viral um do you have any questionsanything that you wanted to add that i missed i dont think i dont think so um yeah i just hope i can get feeling better hope its not anything serious like i i think yeah i just hope its like i hope like you said its like i got like an infection or something and it will just be gone soon yeah yeah it does sound like it from the timeline like you started coughing two days ago and then the difficulty breathing or shortness of breath also two days ago and then the chest pain just seems like its from you coughing a lot it can do that yeah ok yeah yeah ok so i guess we will see you at our follow up and after all of these investigations are done		first two two	0	1	0	0	3	212	1	1	1	1	1	1	1	1	1	1	1	1	1
figshare-osce	RES0013	1	one	1	1	0	0	1	0	1	0	0	0	?	0	0	0	0	0	0	0	0	0
figshare-osce	RES0013	10	ten	10	1	0	0	1	0	1	1	1	0	0	0	1	?	1	0	0	0	1	0
figshare-osce	RES0013	and then other things could be like copbecause you which is a chronic obstructive pulmonary disease because you have been smoking since college and thats basically just inflammation in your lungs that causes your airways to narrow and so you may have a hard time breathing so for all of these things we first start by doing some blood work and then well do some imaging like a chest xray and a pulmonary function test if indicated and so that will give us a better idea of what you have and how we can best help you sounds good yeah yeah i just really want to get a good breath so yeah whatever we can do yeah for sure and then in the meantime well keep monitoring you to make sure your vitals are ok and if we need to give you oxygen we will thatd be great ok thank you		first	0	1	0	0	1	151	1	1	1	1	1	1	1	1	1	1	1	1	1
figshare-osce	RES0014	10 10	ten ten	10 10	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0014	8	eight	8	1	0	0	1	0	1	?	?	?	0	0	?	0	0	0	1	0	0	0
figshare-osce	RES0014	3	three	3	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	0	0	1
figshare-osce	RES0014	uh not really just maybe like the normal amount like if im running around too much i feel shortness of breath but i think it just got worse over the last few months ok and then have you ever had any imaging done in the past like a chest xray or investigations like a pulmonary function test no i dont recall having any of that done ok alright well those are all the questions i had for you if you didnt have anything else to add i guess we will conclude by saying that what you have we have a differential diagnosis for this um it sounds like what you have is asthma since your symptoms started three months ago when you moved into a flat with your friends and it seems like this smoking and cold is triggering that and so well work you up with a pulmonary function test to start and well see if bronchodilators will help with your symptoms and if it doesnt well also rule out other things like pneumonia or like allergic rhinitis how does that sound yeah that sounds good ok sounds great well well see you soon then alright thank you take care you too		three	0	1	0	0	1	203	1	1	1	1	1	1	1	1	1	1	1	1	0
figshare-osce	RES0015	10 10 being	ten can be	10 10	1	0	0	2	0	3	1	?	0	0	0	0	0	1	0	0	0	0	1
figshare-osce	RES0015	8	eight	8	1	0	0	1	0	1	?	?	0	0	?	0	0	1	0	0	0	0	1
figshare-osce	RES0015	5	five	5	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	0	0	1
figshare-osce	RES0015	10	ten	10	1	0	0	1	0	1	?	?	1	0	0	1	1	1	0	1	0	0	1
figshare-osce	RES0015	so yeah this is just like my first time visiting a doctor in this country and like i was just very scared that it might be something serious so just wanted to know what it can be yeah for sure so the first thing we want to rule out is tb because you have recently moved to canada from a country where it is i believe it is endemic so and some of your most of your symptoms fit with tb and how it presents so we just want to make sure its not that because it is highly infectious and and we dont want it to spread so we can do like a afb smear or i think they have other diagnostic work up for that too so well do that first if not we can check to see if its like another another typical pneumonia we can do a chest x ray for that as well if both of those turn out to be negatives then well have to work you up further for other things like copor lung cancer how does that sound that sounds good thank you		first first first	0	1	0	0	3	191	1	1	1	1	1	1	1	1	1	1	1	1	1
figshare-osce	RES0016	1	one	1	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0016	10	ten	10	1	0	0	1	0	1	?	0	0	0	0	1	0	0	0	0	0	0	0
figshare-osce	RES0016	10		10	1	0	0	1	0	1	?	0	?	0	0	?	0	0	0	0	?	0	0
figshare-osce	RES0016	3	three	3	1	0	0	1	0	1	0	0	0	0	0	?	?	0	0	0	0	0	1
figshare-osce	RES0016	2	two	2	1	0	0	1	0	1	0	0	?	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0016	ok well those were all the questions that i had did you have anything that you wanted to add that i maybe missed uh no i just its been going on for two years and i feel like its getting worse and worse and yeah im just scared of having to you know go on oxygen or like just not being able to breathe at one point yeah for sure so we will try to do a good job working you up for everything that we think it may be and right now it sounds like it could be pulmonary fibrosis either like you know an autoimmune process or triggered after like an infection that you may have had in the past we will definitely also look into see if its perhaps a lung cancer asthma and you mentioned you dont smoke so we dont think it could be copbut well also test for that in case all everything else comes back negative ok sounds good thank you so much thank you take care you too		two one	0	1	0	0	2	176	1	1	0	1	1	1	1	1	1	1	1	1	1
figshare-osce	RES0017	1520	15-20	1520	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
