file_id,slot_idx,word_m1,word_m2,m1_top1_mean,m2_top1_mean,m1_top1_min,m2_top1_min,m1_margin_min,m2_margin_min,m1_logprob_mean,m2_logprob_mean,m1_logprob_min,m2_logprob_min,m1_shannon_max,m2_shannon_max,m1_shannon_mean,m2_shannon_mean,m1_tsallis_max,m2_tsallis_max,m1_shannon_norm_max,m2_shannon_norm_max,m1_n_subwords,m2_n_subwords,m1_top1_z,m2_top1_z,m1_shannon_z,m2_shannon_z,m1_logprob_z,m2_logprob_z,char_edit_dist,char_edit_ratio,phonetic_edit_dist,phonetic_match,char_len_m1,char_len_m2,burst_size,left_agree_1,right_agree_1,left_agree_2,right_agree_2,left_agree_3,right_agree_3,file_disagreement_rate,file_m1_mean_logprob,file_m2_mean_logprob,file_m1_mean_shannon,file_m2_mean_shannon,m1_correct,m2_correct,label
day1_consultation10,1307,were,was,0.749225,0.331071,0.749225,0.331071,0.499506,0.046824,-0.288712,-1.105244,-0.288712,-1.105244,0.5711,2.5256,0.5711,2.5256,2.0811,409.3479,0.082381,0.232637,1,1,-1.9002,-3.8548,1.6641,3.7539,-1.5698,-4.3148,3,0.75,1,0,4,3,2,0,1,1,1,1,1,0.0488,-0.0632,-0.1189,0.138,0.3695,1,0,m1_only
day1_consultation10,1349,your,you,0.908472,0.82009,0.908472,0.82009,0.858668,0.66162,-0.095993,-0.197891,-0.095993,-0.197891,0.412,0.6121,0.412,0.6121,5.6968,210.217,0.059431,0.056381,1,1,-0.3909,-0.5928,1.0528,0.4224,-0.2285,-0.3456,1,0.25,1,0,4,3,1,0,0,1,0,1,0,0.0488,-0.0632,-0.1189,0.138,0.3695,1,0,m1_only
day1_consultation10,1352,here,talk,0.811477,0.644884,0.811477,0.644884,0.657085,0.427779,-0.208897,-0.438408,-0.208897,-0.438408,0.6616,1.2063,0.6616,1.2063,9.7036,307.0342,0.095435,0.111114,1,1,-1.3102,-1.7615,2.0118,1.4569,-1.0143,-1.3977,4,1.0,3,0,4,4,1,0,1,0,0,0,0,0.0488,-0.0632,-0.1189,0.138,0.3695,1,0,m1_only
day1_consultation10,1357,look,off,0.996434,0.97725,0.996434,0.97725,0.994837,0.970717,-0.003571,-0.022629,-0.003571,-0.022629,0.0321,0.1889,0.0321,0.1889,4.4697,167.8039,0.00463,0.0174,1,1,0.4428,0.4556,-0.4068,-0.3144,0.4147,0.4211,3,0.75,2,0,4,3,2,0,0,0,1,0,1,0.0488,-0.0632,-0.1189,0.138,0.3695,1,0,m1_only
day1_consultation10,1358,after,to,0.995671,0.641196,0.995671,0.641196,0.992745,0.522199,-0.004341,-0.444134,-0.004341,-0.444134,0.0328,1.3544,0.0328,1.3544,2.3276,188.2218,0.004731,0.124756,1,1,0.4355,-1.7861,-0.4041,1.7148,0.4093,-1.4228,4,0.8,3,0,5,2,2,0,1,0,1,0,1,0.0488,-0.0632,-0.1189,0.138,0.3695,1,1,both
day1_consultation10,1396,fact,facti,0.998233,0.818026,0.998233,0.78097,0.997131,0.712867,-0.00177,-0.201607,-0.00177,-0.247082,0.0161,1.3699,0.0161,1.12655,2.9229,447.7089,0.002322,0.126184,1,2,0.4598,-0.6065,-0.4682,1.3181,0.4272,-0.3618,1,0.2,0,1,4,5,1,1,0,1,0,1,1,0.0488,-0.0632,-0.1189,0.138,0.3695,1,0,m1_only
day1_consultation10,1419,got,have,0.989107,0.601098,0.989107,0.601098,0.980861,0.2263,-0.010956,-0.508678,-0.010956,-0.508678,0.0724,0.854,0.0724,0.854,4.0264,185.8542,0.010444,0.078663,1,1,0.3733,-2.0536,-0.2519,0.8436,0.3633,-1.7051,4,1.0,2,0,3,4,1,0,1,1,1,1,1,0.0488,-0.0632,-0.1189,0.138,0.3695,1,1,both
day1_consultation10,1451,them,something,0.329286,0.739873,0.329286,0.739873,0.135961,0.523686,-1.110825,-0.300995,-1.110825,-0.300995,2.0478,0.8007,2.0478,0.8007,9.8236,153.9054,0.295393,0.073754,1,1,-5.8803,-1.1279,7.3375,0.7508,-7.2914,-0.7966,7,0.7778,4,0,4,9,1,0,1,0,1,1,1,0.0488,-0.0632,-0.1189,0.138,0.3695,0,1,m2_only
day1_consultation10,1469,trimethoprin,trimethoprene,0.829818,0.810679,0.530185,0.339009,0.092208,0.178355,-0.214163,-0.29494,-0.634529,-1.081726,1.4337,2.501,0.492957,0.79455,16.0774,548.7092,0.20681,0.230371,7,4,-1.1364,-0.6555,1.3639,0.7401,-1.0509,-0.7701,2,0.1538,0,1,12,13,1,1,1,1,0,1,1,0.0488,-0.0632,-0.1189,0.138,0.3695,0,0,neither
day1_consultation10,1471,nitrofurantoin,nitroperintoin,0.766371,0.639627,0.278494,0.176334,0.004589,0.012961,-0.356487,-0.60541,-1.278358,-1.735367,1.9282,4.205,0.632,1.838657,14.7878,809.3204,0.278141,0.387329,9,7,-1.7377,-1.7966,1.8981,2.5579,-2.0415,-2.1283,3,0.2143,1,0,14,14,1,1,1,0,1,1,1,0.0488,-0.0632,-0.1189,0.138,0.3695,1,0,m1_only
day1_consultation10,1476,threeday,day,0.970139,0.71244,0.911644,0.71244,0.823366,0.429005,-0.031242,-0.338745,-0.092506,-0.338745,0.2995,0.6437,0.1031,0.6437,1.6693,166.1191,0.043203,0.059292,3,1,0.1936,-1.3109,-0.134,0.4774,0.2221,-0.9617,5,0.625,2,0,8,3,1,0,1,1,1,1,0,0.0488,-0.0632,-0.1189,0.138,0.3695,0,1,m2_only
day1_consultation10,1480,theyre,use,0.973334,0.447282,0.95324,0.447282,0.921599,0.051895,-0.027199,-0.804111,-0.04789,-0.804111,0.2195,1.2631,0.1349,1.2631,4.1186,217.4088,0.031663,0.116346,3,1,0.2238,-3.0796,-0.0118,1.5558,0.2503,-2.9975,5,0.8333,2,0,6,3,2,0,0,1,1,1,0,0.0488,-0.0632,-0.1189,0.138,0.3695,0,0,neither
day1_consultation10,1481,usually,you,0.999884,0.945769,0.99982,0.945769,0.999677,0.921725,-0.000118,-0.055439,-0.000183,-0.055439,0.0019,0.3002,0.00125,0.3002,1.0555,143.5654,0.000274,0.027652,2,1,0.4755,0.2456,-0.5253,-0.1206,0.4387,0.2776,6,0.8571,3,0,7,3,2,0,1,0,0,1,0,0.0488,-0.0632,-0.1189,0.138,0.3695,1,0,m1_only
day1_consultation10,1483,effective,effectivefor,0.999878,0.904215,0.99964,0.853348,0.999327,0.764263,-0.00012,-0.102626,-0.000359,-0.158051,0.0035,1.1199,0.0012,0.632433,1.034,533.1176,0.000505,0.103156,3,3,0.4754,-0.0316,-0.5255,0.4578,0.4387,0.0712,3,0.25,2,0,9,12,1,1,0,0,1,0,1,0.0488,-0.0632,-0.1189,0.138,0.3695,1,0,m1_only
day1_consultation10,1535,paracetamol,parasitimals,0.971399,0.550323,0.889407,0.397478,0.807478,0.096041,-0.029908,-0.615001,-0.117199,-0.922585,0.4759,2.8234,0.1293,2.1364,7.0261,882.7168,0.068648,0.260068,6,4,0.2055,-2.3923,-0.0333,3.0763,0.2314,-2.1702,5,0.4167,1,0,11,12,1,1,1,1,1,1,1,0.0488,-0.0632,-0.1189,0.138,0.3695,1,0,m1_only
day1_consultation10,1564,are,onesare,0.999672,0.91261,0.999672,0.76048,0.999359,0.718624,-0.000328,-0.098812,-0.000328,-0.273705,0.0031,1.6408,0.0031,0.5947,0.6829,487.2719,0.000447,0.151137,1,3,0.4735,0.0244,-0.5182,0.3921,0.4373,0.0879,4,0.5714,3,0,3,7,1,0,1,0,1,0,1,0.0488,-0.0632,-0.1189,0.138,0.3695,1,0,m1_only
day1_consultation10,1601,yeah,so,0.871943,0.72858,0.760177,0.72858,0.523684,0.581457,-0.145313,-0.316452,-0.2742,-0.316452,0.574,1.3581,0.3324,1.3581,3.2055,386.8405,0.082799,0.125097,2,1,-0.7371,-1.2032,0.747,1.7212,-0.5718,-0.8642,4,1.0,1,0,4,2,1,1,1,1,1,1,0,0.0488,-0.0632,-0.1189,0.138,0.3695,1,1,both
day1_consultation10,1614,will,ill,0.937039,0.797837,0.937039,0.612478,0.877472,0.230026,-0.065033,-0.253363,-0.065033,-0.490067,0.2501,0.7093,0.2501,0.4232,2.0559,138.952,0.036077,0.065335,1,2,-0.1202,-0.7412,0.4308,0.0935,-0.0131,-0.5882,1,0.25,1,0,4,3,2,0,0,1,1,1,1,0.0488,-0.0632,-0.1189,0.138,0.3695,1,0,m1_only
day1_consultation10,1615,organise,organize,0.907616,0.993393,0.723089,0.993393,0.447176,0.988819,-0.108156,-0.006538,-0.324223,-0.006538,0.598,0.0533,0.200133,0.0533,2.7307,101.9563,0.086261,0.00491,3,1,-0.399,0.5633,0.2388,-0.5505,-0.3132,0.4915,1,0.125,0,1,8,8,2,0,1,0,1,1,1,0.0488,-0.0632,-0.1189,0.138,0.3695,0,1,m2_only
day1_consultation10,1623,off,up,0.997298,0.649031,0.997298,0.649031,0.996127,0.303919,-0.002708,-0.432217,-0.002708,-0.432217,0.0225,0.6863,0.0225,0.6863,1.7451,70.5917,0.003246,0.063216,1,1,0.451,-1.7338,-0.4436,0.5516,0.4207,-1.3706,3,1.0,2,0,3,2,1,1,1,1,1,1,0,0.0488,-0.0632,-0.1189,0.138,0.3695,1,0,m1_only
day1_consultation10,1627,at,of,0.838367,0.997625,0.838367,0.997625,0.700936,0.996744,-0.176296,-0.002285,-0.176296,-0.002285,0.5443,0.0243,0.5443,0.0243,5.4406,82.8104,0.078515,0.002238,1,1,-1.0553,0.5915,1.5611,-0.601,-0.7874,0.5101,2,1.0,2,0,2,2,1,0,1,1,1,1,1,0.0488,-0.0632,-0.1189,0.138,0.3695,1,1,both
day1_consultation10,1638,the,a,0.400724,0.749332,0.400724,0.749332,0.083736,0.515657,-0.914482,-0.288113,-0.914482,-0.288113,1.6768,0.6683,1.6768,0.6683,16.622,177.7354,0.241877,0.061558,1,1,-5.2032,-1.0648,5.9122,0.5203,-5.9249,-0.7402,3,1.0,1,0,3,1,1,0,1,1,0,1,1,0.0488,-0.0632,-0.1189,0.138,0.3695,1,0,m1_only
day1_consultation10,1640,date,dip,0.488656,0.258495,0.416375,0.258495,0.224314,0.168121,-0.727158,-1.352875,-0.876167,-1.352875,1.9472,4.4256,1.5711,4.4256,17.7184,826.4476,0.280882,0.407649,2,1,-4.3698,-4.3389,5.5061,7.0618,-4.6212,-5.3981,3,0.75,1,0,4,3,1,1,1,0,1,0,1,0.0488,-0.0632,-0.1189,0.138,0.3695,0,0,neither
day1_consultation10,1661,okay,aokay,0.956805,0.626329,0.954369,0.415692,0.933646,0.044446,-0.044159,-0.516591,-0.046707,-0.877808,0.2336,2.0591,0.21645,1.232367,3.3764,579.0288,0.033697,0.189667,2,3,0.0672,-1.8853,0.3015,1.5023,0.1322,-1.7397,1,0.2,1,0,4,5,1,0,1,0,1,1,1,0.0488,-0.0632,-0.1189,0.138,0.3695,0,0,neither
day1_consultation10,1693,fever,either,0.959593,0.195991,0.894986,0.195991,0.818829,0.086764,-0.042422,-1.629684,-0.110947,-1.629684,0.437,4.649,0.182633,4.649,5.3701,822.4329,0.063037,0.428227,3,1,0.0936,-4.7559,0.1716,7.4508,0.1443,-6.609,4,0.6667,2,0,5,6,2,1,0,1,1,1,1,0.0488,-0.0632,-0.1189,0.138,0.3695,0,1,m2_only
day1_consultation10,1694,back,that,0.9952,0.437525,0.9952,0.437525,0.993469,0.05552,-0.004814,-0.826553,-0.004814,-0.826553,0.0425,1.945,0.0425,1.945,4.7089,527.7277,0.006131,0.179157,1,1,0.4311,-3.1447,-0.3668,2.743,0.406,-3.0957,4,1.0,2,0,4,4,2,0,1,1,1,1,1,0.0488,-0.0632,-0.1189,0.138,0.3695,1,0,m1_only
day1_consultation11,63,am,chowdhury7,0.997902,0.798956,0.997902,0.281445,0.996075,0.164264,-0.002098,-0.289886,-0.002098,-1.267815,0.0164,4.1791,0.0164,1.040225,2.0022,806.6823,0.002366,0.384943,1,8,0.4728,-0.9133,-0.4997,1.4391,0.4448,-0.9111,10,1.0,4,0,2,10,1,0,1,0,1,1,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,1,0,m1_only
day1_consultation11,116,is,its,0.764815,0.99465,0.764815,0.989853,0.542531,0.98403,-0.26812,-0.005325,-0.26812,-0.010136,0.607,0.0708,0.607,0.03845,4.928,73.099,0.087559,0.006521,1,2,-1.8728,0.4985,2.1115,-0.4977,-1.5779,0.4317,1,0.3333,1,0,2,3,1,1,1,1,1,1,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,1,0,m1_only
day1_consultation11,135,watery,wateryit,0.999726,0.884799,0.99922,0.722835,0.998921,0.454563,-0.000275,-0.131575,-0.000778,-0.324459,0.0075,0.6445,0.0027,0.381467,1.4051,289.3008,0.001082,0.059366,3,3,0.4912,-0.294,-0.5603,0.1654,0.4587,-0.164,2,0.25,2,0,6,8,1,1,0,1,0,1,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,1,0,m1_only
day1_consultation11,168,been,being,0.912095,0.987783,0.912095,0.987783,0.824601,0.981912,-0.09201,-0.012249,-0.09201,-0.012249,0.301,0.0808,0.301,0.0808,2.3662,60.7049,0.043419,0.007443,1,1,-0.3907,0.449,0.7586,-0.4159,-0.2389,0.399,2,0.4,1,0,4,5,1,1,1,1,1,0,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,1,0,m1_only
day1_consultation11,192,it,i,0.45761,0.487109,0.45761,0.487109,0.098817,0.262733,-0.781738,-0.718842,-0.781738,-0.718842,1.072,1.7038,1.072,1.7038,4.1235,206.9297,0.154635,0.15694,1,1,-4.9643,-3.1632,4.1674,2.722,-5.4833,-2.9352,1,0.5,1,0,2,1,3,1,0,1,0,1,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,0,0,neither
day1_consultation11,193,seems,think,0.976222,0.795534,0.929952,0.795534,0.870698,0.622599,-0.024638,-0.228519,-0.072624,-0.228519,0.284,0.6581,0.098367,0.6581,1.3906,129.7208,0.040967,0.060619,3,1,0.2546,-0.938,-0.1373,0.7003,0.2734,-0.6215,5,1.0,3,0,5,5,3,0,0,1,1,1,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,1,0,m1_only
day1_consultation11,194,like,that,0.999316,0.642743,0.999316,0.642743,0.998707,0.416871,-0.000687,-0.441826,-0.000687,-0.441826,0.006,0.9418,0.006,0.9418,1.2245,117.4113,0.000865,0.086751,1,1,0.487,-2.0404,-0.5457,1.2488,0.4555,-1.6281,4,1.0,2,0,4,4,3,0,1,0,1,1,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,1,0,m1_only
day1_consultation11,226,think,i,0.999912,0.462807,0.999912,0.462807,0.999874,0.150325,-8.4e-05,-0.770008,-8.4e-05,-0.770008,0.0011,1.3266,0.0011,1.3266,1.2265,212.2244,0.000159,0.122195,1,1,0.493,-3.3385,-0.5673,1.9927,0.4601,-3.1767,4,0.8,3,0,5,1,5,1,0,1,0,1,0,0.0428,-0.0606,-0.0968,0.1294,0.2959,1,1,both
day1_consultation11,227,it,so,0.998046,0.409757,0.998046,0.409757,0.996111,0.010275,-0.001953,-0.891758,-0.001953,-0.891758,0.0143,1.5826,0.0143,1.5826,0.8779,277.2131,0.002063,0.145776,1,1,0.4743,-3.7213,-0.509,2.4877,0.4459,-3.7512,2,1.0,2,0,2,2,5,0,0,1,0,1,0,0.0428,-0.0606,-0.0968,0.1294,0.2959,1,1,both
day1_consultation11,228,was,i,0.999952,0.969791,0.999952,0.969791,0.999932,0.952277,-4.6e-05,-0.030334,-4.6e-05,-0.030334,0.0006,0.1976,0.0006,0.1976,0.5802,155.0941,8.7e-05,0.018201,1,1,0.4934,0.3192,-0.5695,-0.19,0.4604,0.3137,3,1.0,2,0,3,1,5,0,0,0,0,1,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,1,1,both
day1_consultation11,229,about,think,0.995801,0.777566,0.995801,0.777566,0.991724,0.716598,-0.004204,-0.251179,-0.004204,-0.251179,0.0281,1.2743,0.0281,1.2743,1.8697,278.7559,0.004053,0.117378,1,1,0.4517,-1.0677,-0.448,1.8916,0.4288,-0.7284,5,1.0,3,0,5,5,5,0,0,0,1,0,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,1,1,both
day1_consultation11,230,three,itthree,0.705471,0.501575,0.41286,0.484196,0.141488,0.086965,-0.443285,-0.690445,-0.884647,-0.725044,1.301,1.7921,0.65845,1.4361,12.4838,364.1538,0.187668,0.165073,2,2,-2.47,-3.0588,2.339,2.2044,-2.9098,-2.8012,2,0.2857,1,0,5,7,5,0,1,0,1,0,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,0,0,neither
day1_consultation11,337,stools,stool,0.764938,0.185687,0.50758,0.185687,0.311872,0.071995,-0.29366,-1.683704,-0.678101,-1.683704,1.4928,4.5916,0.6799,4.5916,15.5465,877.3786,0.215335,0.422939,5,1,-1.8716,-5.3378,2.4338,8.3052,-1.7721,-7.4883,1,0.1667,1,0,6,5,1,1,0,1,1,1,0,0.0428,-0.0606,-0.0968,0.1294,0.2959,1,0,m1_only
day1_consultation11,404,feel,ifeel,0.989685,0.604237,0.989685,0.493356,0.985472,0.264417,-0.010368,-0.513268,-0.010368,-0.706516,0.0812,3.0309,0.0812,1.502367,6.7455,646.0446,0.011713,0.279181,1,3,0.3901,-2.3182,-0.2132,2.3326,0.3819,-1.9652,1,0.2,1,0,4,5,1,0,1,0,1,1,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,1,0,m1_only
day1_consultation11,465,but,well,0.440616,0.568967,0.440616,0.568967,0.170196,0.401835,-0.81958,-0.563702,-0.81958,-0.563702,1.1619,1.3223,1.1619,1.3223,4.2116,153.0122,0.167603,0.121799,1,1,-5.1353,-2.5726,4.5648,1.9844,-5.771,-2.2032,4,1.0,2,0,3,4,1,0,1,1,0,1,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,0,1,m2_only
day1_consultation11,467,dont,do,0.992694,0.967624,0.978169,0.967624,0.963609,0.943516,-0.007385,-0.032856,-0.022072,-0.032856,0.1282,0.1717,0.043033,0.1717,2.7807,65.0446,0.018493,0.015816,3,1,0.4204,0.3035,-0.3819,-0.2401,0.4046,0.3018,2,0.5,2,0,4,2,1,1,1,0,1,0,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,0,1,m2_only
day1_consultation11,510,pain,okaypain,0.999878,0.683411,0.999867,0.359443,0.999792,0.184105,-0.000122,-0.459286,-0.00013,-1.023178,0.0016,3.3673,0.00145,1.5748,1.2333,666.223,0.000231,0.310167,2,3,0.4927,-1.747,-0.5658,2.4726,0.4598,-1.7104,4,0.5,2,0,4,8,1,0,1,0,1,0,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,1,0,m1_only
day1_consultation11,536,in,asking,0.654735,0.821345,0.654735,0.821345,0.334361,0.686177,-0.423523,-0.196533,-0.423523,-0.196533,0.8065,0.6419,0.8065,0.6419,9.1265,149.8115,0.116337,0.059126,1,1,-2.9806,-0.7518,2.9935,0.669,-2.7596,-0.4706,4,0.6667,4,0,2,6,1,0,1,0,1,1,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,0,0,neither
day1_consultation11,586,10,1010,0.96624,0.55175,0.898809,0.290943,0.798983,0.057702,-0.035591,-0.720972,-0.106682,-1.234608,0.3387,2.1988,0.113233,1.70955,3.7009,457.9698,0.048857,0.202535,3,2,0.1542,-2.6968,-0.0716,2.7331,0.1901,-2.9453,2,0.5,0,0,2,4,1,0,1,1,1,1,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,1,0,m1_only
day1_consultation11,593,you,youve,0.999727,0.84221,0.999727,0.691112,0.999614,0.424067,-0.000275,-0.187834,-0.000275,-0.369205,0.0032,0.7827,0.0032,0.4241,2.0073,138.7849,0.000462,0.072096,1,2,0.4912,-0.6013,-0.5581,0.2479,0.4587,-0.4295,2,0.4,1,0,3,5,1,1,1,1,1,1,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,1,0,m1_only
day1_consultation11,609,three,3,0.908194,0.552053,0.908194,0.552053,0.819089,0.112539,-0.096294,-0.593788,-0.096294,-0.593788,0.3258,0.7618,0.3258,0.7618,4.9245,183.4937,0.046996,0.070171,1,1,-0.43,-2.6947,0.8682,0.9008,-0.2714,-2.3451,5,1.0,2,0,5,1,1,1,1,1,1,1,0,0.0428,-0.0606,-0.0968,0.1294,0.2959,0,1,m2_only
day1_consultation11,612,ten,10,0.902321,0.794725,0.768889,0.592209,0.541585,0.29433,-0.10891,-0.263147,-0.26281,-0.523598,0.5692,1.1335,0.275233,0.57895,4.1717,256.669,0.082107,0.104408,3,2,-0.4891,-0.9439,0.6447,0.5472,-0.3673,-0.7849,3,1.0,2,0,3,2,1,1,1,1,1,0,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,0,1,m2_only
day1_consultation11,682,and,um,0.548771,0.510449,0.548771,0.510449,0.099501,0.134851,-0.600075,-0.672428,-0.600075,-0.672428,0.7038,1.4765,0.7038,1.4765,2.5918,439.0646,0.101523,0.136003,1,1,-4.0469,-2.9948,2.5395,2.2825,-4.102,-2.7162,3,1.0,3,0,3,2,1,1,1,1,1,1,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,1,0,m1_only
day1_consultation11,695,yeah,vomitingyeah,0.970247,0.739679,0.953364,0.354442,0.91659,0.201121,-0.030357,-0.393927,-0.04776,-1.037209,0.2147,2.6615,0.1441,1.080733,2.1212,612.0742,0.03097,0.245155,2,3,0.1945,-1.341,0.0649,1.5174,0.2299,-1.402,8,0.6667,5,0,4,12,1,0,1,1,1,1,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,1,0,m1_only
day1_consultation11,706,ive,have,0.872839,0.660901,0.620587,0.660901,0.241357,0.333738,-0.159719,-0.413826,-0.477089,-0.413826,0.6657,0.7416,0.227867,0.7416,2.4137,173.9573,0.096027,0.06831,3,1,-0.7857,-1.9094,0.4353,0.8617,-0.7537,-1.4959,2,0.5,1,0,3,4,1,0,1,1,0,1,0,0.0428,-0.0606,-0.0968,0.1294,0.2959,0,1,m2_only
day1_consultation11,710,i,im,0.965417,0.596038,0.965417,0.523887,0.934721,0.151899,-0.035194,-0.524557,-0.035194,-0.646168,0.1658,1.1192,0.1658,1.00005,2.7053,212.4045,0.023917,0.103091,1,2,0.1459,-2.3773,0.1608,1.3614,0.1932,-2.0185,1,0.5,1,0,1,2,1,0,1,0,1,1,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,1,0,m1_only
day1_consultation11,757,eating,easy,0.840314,0.879158,0.749117,0.871286,0.520083,0.830287,-0.177886,-0.128407,-0.288857,-0.137421,0.6998,0.8895,0.547567,0.76015,13.3259,347.9357,0.100946,0.081933,3,2,-1.1131,-0.3347,1.8487,0.8976,-0.8918,-0.1491,4,0.6667,3,0,6,4,1,1,1,1,0,1,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,0,0,neither
day1_consultation11,781,sorry,rightsorry,0.995699,0.766637,0.990276,0.177996,0.983742,0.005103,-0.004322,-0.460343,-0.009773,-1.72599,0.064,3.8749,0.029025,1.131825,1.8477,744.9161,0.009232,0.356923,4,4,0.4506,-1.1465,-0.4439,1.6162,0.4279,-1.7154,5,0.5,2,0,5,10,1,0,1,1,1,1,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,1,0,m1_only
day1_consultation11,799,know,no,0.744356,0.837015,0.491921,0.730258,0.039992,0.580296,-0.356323,-0.185991,-0.709435,-0.314281,0.8829,1.1808,0.45515,0.7443,3.1012,415.7601,0.127358,0.108765,2,2,-2.0787,-0.6388,1.4401,0.8669,-2.2486,-0.4208,2,0.5,0,1,4,2,1,0,1,1,1,1,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,0,1,m2_only
day1_consultation11,852,ive,im,0.929144,0.924671,0.843702,0.866605,0.68776,0.79842,-0.075732,-0.079926,-0.169952,-0.142784,0.4368,0.6707,0.2319,0.4026,2.5104,201.3202,0.063008,0.061779,3,2,-0.2191,-0.0064,0.4531,0.2063,-0.1151,0.0797,2,0.6667,1,0,3,2,1,1,1,1,0,1,0,0.0428,-0.0606,-0.0968,0.1294,0.2959,0,0,neither
day1_consultation11,855,like,im,0.846943,0.832648,0.846943,0.670487,0.709545,0.523798,-0.166122,-0.202271,-0.166122,-0.399464,0.4866,1.2705,0.4866,0.6594,4.7072,168.938,0.070192,0.117028,1,2,-1.0463,-0.6703,1.5792,0.7028,-0.8024,-0.4976,3,0.75,2,0,4,2,1,0,1,1,0,0,0,0.0428,-0.0606,-0.0968,0.1294,0.2959,1,0,m1_only
day1_consultation11,858,normal,likethe,0.99999,0.574503,0.999975,0.469932,0.99996,0.289794,-8e-06,-0.57093,-2.3e-05,-0.755127,0.0003,2.7438,0.000133,2.01575,0.4477,592.4445,4.3e-05,0.252736,3,2,0.4938,-2.5327,-0.5716,3.3251,0.4607,-2.2373,7,1.0,4,0,6,7,1,0,1,1,1,0,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,1,0,m1_only
day1_consultation11,863,getting,feeling,0.732568,0.824176,0.732568,0.824176,0.470204,0.659457,-0.311195,-0.192963,-0.311195,-0.192963,0.6162,0.574,0.6162,0.574,5.0031,223.6093,0.088886,0.052872,1,1,-2.1973,-0.7314,2.1522,0.5377,-1.9055,-0.4537,3,0.4286,2,0,7,7,1,1,1,1,1,1,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,0,1,m2_only
day1_consultation11,871,works,waterworks,0.924673,0.781959,0.808031,0.529475,0.649207,0.084156,-0.08249,-0.278108,-0.213154,-0.635677,0.5869,0.8717,0.261967,0.527967,4.4904,267.2264,0.08466,0.080294,3,3,-0.2641,-1.036,0.586,0.4487,-0.1665,-0.8555,5,0.5,3,0,5,10,1,0,1,1,1,1,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,0,1,m2_only
day1_consultation11,894,always,all,0.573743,0.831291,0.485263,0.831291,0.06493,0.701543,-0.56761,-0.18449,-0.723064,-0.18449,1.0201,0.6308,0.95065,0.6308,7.9451,155.3833,0.147149,0.058104,2,1,-3.7957,-0.6801,3.6308,0.6475,-3.8551,-0.4137,4,0.6667,2,0,6,3,2,1,0,1,1,1,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,0,0,neither
day1_consultation11,895,um,right,0.872212,0.975661,0.692908,0.951545,0.386572,0.906331,-0.148725,-0.024874,-0.366859,-0.049553,0.6234,0.2152,0.3042,0.10915,2.1735,89.596,0.089925,0.019822,3,2,-0.7921,0.3615,0.7727,-0.3611,-0.6701,0.3395,5,1.0,2,0,2,5,2,0,1,1,1,1,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,0,0,neither
day1_consultation11,903,was,is,0.77872,0.481366,0.77872,0.481366,0.59519,0.296042,-0.250103,-0.731014,-0.250103,-0.731014,0.6931,1.398,0.6931,1.398,5.9041,90.6639,0.099979,0.128772,1,1,-1.7329,-3.2046,2.4922,2.1308,-1.4409,-2.9927,2,0.6667,1,0,3,2,1,1,1,1,1,1,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,1,0,m1_only
day1_consultation11,941,my,mymy,0.999637,0.613784,0.999637,0.233773,0.999474,0.004292,-0.000366,-0.729752,-0.000366,-1.4534,0.0038,2.8872,0.0038,1.4687,1.0363,626.0705,0.000548,0.265945,1,2,0.4903,-2.2493,-0.5554,2.2675,0.458,-2.9867,2,0.5,1,0,2,4,1,1,1,1,1,1,1,0.0428,-0.0606,-0.0968,0.1294,0.2959,1,0,m1_only
